Risk,Expected Return
45638.66812968709564302117,43169.50360737811570288613
45638.70605247793719172478,43395.33682740449876291677
45683.34517169524042401463,43462.57432674578740261495
45757.89744726162462029606,43707.78655335972143802792
45775.60200158988300245255,44070.81959683796594617888
45816.15016327554621966556,44182.89005270095367450267
45922.98605694584693992510,44344.14554150203184690326
45993.63436932563490699977,44467.89640579708793666214
46014.81565768704604124650,44507.12230566540529252961
46063.31943660454271594062,44673.64918840582686243579
46183.99171424064115853980,44867.62734387356613297015
46524.84756458274205215275,45236.31937022400961723179
46706.40832002901879604906,45281.27274044793739449233
46761.46478516178467543796,45540.22185770752548705786
46863.68789831546746427193,45666.39864558626140933484
46949.95737977558746933937,45700.02632674575579585508
46978.88071069418219849467,45888.30975757574924500659
47057.29506424531427910551,46046.38976284588716225699
47230.46583590867521706969,46165.39907246379880234599
47288.21124950693774735555,46334.53763372864341363311
47340.94748231302946805954,46378.90535704875946976244
47531.79986541171820135787,46483.84425032939907396212
47583.46816625088104046881,46660.09344927539495984092
47665.48440865994052728638,46810.70308036896312842146
47871.95928882813313975930,46982.02420289860310731456
47918.11231673803558805957,47168.22894598155835410580
48214.84379033116420032457,47365.28840316206333227456
48373.43709768795815762132,47561.35687483532819896936
48497.24768540489458246157,47695.19901449278404470533
48589.01201782081625424325,47797.10852437417634064332
48660.83427125090383924544,47945.54925164696760475636
48858.73084312659193528816,48009.94745981561572989449
48912.96596626978862332180,48151.13204743084497749805
49180.27758130612346576527,48361.64763899867102736607
49319.72524508337664883584,48469.87459288536774693057
49442.02189869174617342651,48483.56272200270177563652
49623.71740792526543373242,48604.04249275362235493958
49645.94961963416426442564,48701.73982345188414910808
49986.17281947163428412750,48851.77004216079512843862
50096.30567322772549232468,49007.58371278002596227452
50378.85891895830718567595,49026.99923847171157831326
50379.88281833838846068829,49207.80778392624051775783
50507.06132817910838639364,49294.59759947304701199755
50872.83474624078371562064,49420.00491436101583531126
51198.30294243411481147632,49535.12572859024658100680
51376.97873843392153503373,49678.84036100131197599694
51697.19336125330301001668,49780.83489855076913954690
51918.20615862564591225237,49904.62444268782564904541
52231.04411431201151572168,49985.79380764168308814988
52237.69608939098543487489,49994.19636890647961990908
52489.00941268609312828630,50107.47241370232222834602
52868.58706283640640322119,50147.21855072461039526388
53078.55733554002654273063,50274.20008959154802141711
53449.84590302953438367695,50389.58293807639711303636
53824.24062548888468882069,50517.36884321474644821137
54075.10587633172690402716,50583.79586297768400982022
54887.00063241977477446198,50694.14659815550839994103
55066.05389806895254878327,50855.10525955215416615829
55233.11390993835084373131,50894.04930434783454984426
55629.86631439391931053251,50988.36048221351666143164
56075.42838016556925140321,51092.26544137023302027956
56437.90990020282333716750,51137.25513570492330472916
56508.09538469857943709940,51151.94904874837084207684
57208.16377700326847843826,51234.84593412390677258372
59057.15930798804038204253,51356.34632938079448649660
59980.55236208967835409567,51401.56506982875725952908
65887.02261003774765413254,51479.15044795787252951413
65995.52027163411548826844,51481.89040316206956049427
66718.32610431409557349980,51502.72639525695558404550
66783.24818308294925373048,51640.95257971020328113809
66896.86418775250785984099,51643.90108036896708654240
67625.80667059846746269614,51664.28989723318954929709
68953.42807328685012180358,51701.75874571812892099842
80349.13285851071123033762,51977.05195256919978419319
84723.99156892983592115343,52070.58154413702141027898
