Risk,Expected Return
71894.60952902419376187027,12260.02652266417499049567
72464.66531534056412056088,13611.27687118408539390657
72597.79729498412052635103,15072.08327983351409784518
73481.07085294919670559466,16159.84675948197036632337
73522.39910263106867205352,17703.50861100833935779519
74088.76035395110375247896,19245.72369056430761702359
75310.93992697188514284790,20544.98048612398633849807
75678.31417540658731013536,21683.57796068458628724329
76074.31675801353412680328,23825.19859528215602040291
76536.32364951181807555258,24729.36557423686826950870
77057.39766892626357730478,26080.61346831639093579724
77355.35114133963361382484,26602.16823103606657241471
78143.86615719363908283412,29138.50287696578016038984
78745.86448082723654806614,29439.87939153565821470693
80326.52790453768102452159,31679.94443963923549745232
81262.08943189431738574058,32497.17846253472089301795
83261.29261570434027817100,33887.34630527289118617773
83958.38338582214782945812,34188.03179856616043252870
86244.55128982986207120121,36287.57911285848240368068
86816.18010652023076545447,37230.92328700274083530530
88240.52152556991495657712,38256.37219842738704755902
89342.57453732231806498021,38646.07521045330213382840
89929.82549846044275909662,40098.07079093435459071770
91203.98510414731572382152,40793.74259944500226993114
91209.84903969689912628382,41289.27407955601665889844
93024.93783500442805234343,41744.41721322853118181229
94535.22009843168780207634,42685.35089731730840867385
96251.95051711905398406088,43864.86696114711958216503
96820.44932357623474672437,44160.61814754855731735006
98791.95209925076051149517,45275.59167923221684759483
101035.49881482573982793838,46049.54834181314072338864
102470.66369912766094785184,46303.59732423682726221159
103279.15976618452987167984,46821.75245767806336516514
104254.54699150008673314005,47434.46873034230520715937
105609.67366393946576863527,48588.31927150785486446694
108324.77340498575358651578,49400.94301110083324601874
108599.76645037138951011002,49986.15855226646090159193
111346.49817095820617396384,50441.44348288619949016720
113229.61187433618761133403,51843.27805735426954925060
115893.78050561495183501393,52783.29919750236877007410
118046.50421331937832292169,53423.36348034227557945997
119946.86015942778612952679,54137.05447456060210242867
122961.52087607972498517483,54404.24021716001152526587
123406.72857122177083510906,55644.48473681776522425935
124079.71207707389839924872,56314.27184551344544161111
126482.34415445315244141966,57189.02394773362902924418
129584.27977668204403016716,58457.59487534689833410084
130282.34461176801414694637,59470.14492599448567489162
134290.66148763953242450953,60383.67416049956227652729
136989.23327368777245283127,60986.57040009253978496417
138610.65463004264165647328,62007.26879278444539522752
139872.96166904433630406857,62422.52407030522590503097
141652.58901730290381237864,63466.64930573549645487219
143097.87401866089203394949,63925.58428307119902456179
143934.61477733586798422039,64106.76453283997398102656
145873.51489509333623573184,65112.92053353373194113374
146408.92002548419986851513,65188.20031221095268847421
148482.51982575544388964772,65868.20963922294322401285
148819.76344091090140864253,66118.25010175764327868819
150858.15794079515035264194,67048.44245605924515984952
151188.75825331016676500440,67203.85122086034971289337
153642.91730959020787850022,67743.21922525437548756599
153965.95108174311462789774,68868.89583880665304604918
157717.34839287941576912999,69351.66748843666573520750
159594.38240710989339277148,70131.33694958375417627394
165230.16445602645399048924,71464.35268501390237361193
166290.17936419686884619296,72047.43347363549401052296
168245.15741213204455561936,72065.08899629976076539606
169803.23577071595354937017,72537.57393154488818254322
171890.51778937934432178736,73950.64104995378875173628
174481.92605303900199942291,74528.34757169292424805462
177327.86383323301561176777,74736.61192876967834308743
178501.32847403097548522055,75408.85240518038335721940
182453.58110200415831059217,75612.81542807584628462791
183816.32290495265624485910,75971.44938714159070514143
184409.15424676024122163653,76628.85929925995878875256
190024.56195408391067758203,77123.37802035153436008841
192743.69093722174875438213,77381.50380180389038287103
195086.66694439831189811230,78329.33923219244752544910
199776.91034996410598978400,79076.24401017578202299774
200438.39560001468635164201,79143.94266882516967598349
201724.52129778146627359092,79833.40986355228233151138
202795.62467518201447091997,80254.14111008332110941410
203865.78481715710950084031,80783.91285383906506467611
212733.50095350109040737152,81345.94214384829683694988
214615.38173124429886229336,82476.36836493991722818464
221885.61327653154148720205,82575.91284227567666675895
225774.69086273899301886559,83432.01641766885586548597
226161.72447716904571279883,83642.46722479184973053634
228233.44117743929382413626,84840.12249768737819977105
230628.94443786048213951290,85108.69100370032538194209
233709.76756354965618811548,85987.41351988904352765530
