Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,13712.163134911550514516420662403107,12510.361122785987390670925378799438,0.912355038347980151769434087328,-170.703483257303673781279940158129,17631.465620505099650472402572631836,23,NVDA{1.2380952381%} V{0.0952380952%} SHW{0.0952380952%} CSCO{7.2380952381%} DIS{11.3333333333%} TRV{2.0952380952%} MCD{0.4761904762%} AMZN{0.3809523810%} MRK{0.0952380952%} VZ{0.7619047619%} MSFT{12.0952380952%} AAPL{2.3809523810%} UNH{0.2857142857%} MMM{1.3333333333%} IBM{0.0952380952%} WMT{5.6190476190%} CVX{6.6666666667%} PG{11.6190476190%} KO{10.0952380952%} HON{11.7142857143%} BA{4.8571428571%} CRM{9.2380952381%} NKE{0.1904761905%} 
2,13747.887637922960493597202003002167,13468.681626552812303998507559299469,0.979690988264992013156984285160,-1.315018704120234360743779689074,13508.132187676421381183899939060211,23,NVDA{4.3520309478%} V{0.0967117988%} SHW{0.0967117988%} CSCO{4.2553191489%} DIS{11.5087040619%} TRV{2.1276595745%} MCD{0.4835589942%} AMZN{0.3868471954%} MRK{0.0967117988%} VZ{0.7736943907%} MSFT{12.2823984526%} AAPL{2.4177949710%} UNH{0.2901353965%} MMM{1.3539651838%} IBM{0.0967117988%} WMT{5.7059961315%} CVX{6.7698259188%} PG{11.7988394584%} KO{10.2514506770%} HON{11.8955512573%} BA{3.3849129594%} CRM{9.3810444874%} NKE{0.1934235977%} 
3,13856.525239381737264920957386493683,13545.079192528106432291679084300995,0.977523510297627296061762081081,-192.615246571216459869901882484555,19323.536589664603525307029485702515,24,NVDA{2.7102803738%} CSCO{8.4112149533%} DIS{9.0654205607%} TRV{6.5420560748%} JPM{0.0934579439%} MCD{0.0934579439%} AMZN{0.1869158879%} VZ{1.1214953271%} MSFT{10.5607476636%} AXP{0.0934579439%} UNH{0.2803738318%} MMM{0.0934579439%} IBM{1.2149532710%} WMT{4.9532710280%} GS{0.1869158879%} CVX{5.6074766355%} PG{10.8411214953%} KO{10.2803738318%} HON{11.5887850467%} HD{0.1869158879%} JNJ{0.7476635514%} BA{4.7663551402%} CRM{10.0934579439%} NKE{0.2803738318%} 
4,13981.048831005589818232692778110504,13729.631463509402237832546234130859,0.982017274202016787754132565169,-142.332424830599222786986501887441,17999.604208427379489876329898834229,24,NVDA{2.8155339806%} CSCO{8.7378640777%} DIS{7.8640776699%} TRV{6.7961165049%} JPM{0.0970873786%} MCD{0.0970873786%} AMZN{0.1941747573%} VZ{1.1650485437%} MSFT{10.9708737864%} AXP{0.0970873786%} UNH{0.2912621359%} MMM{0.0970873786%} IBM{1.2621359223%} WMT{2.0388349515%} GS{0.1941747573%} CVX{5.8252427184%} PG{11.2621359223%} KO{10.6796116505%} HON{12.0388349515%} HD{0.1941747573%} JNJ{0.7766990291%} BA{4.9514563107%} CRM{10.4854368932%} NKE{1.0679611650%} 
5,14003.155450088175712153315544128418,14090.108157058804863481782376766205,1.006209508084128456673056462023,-174.884102926545097034249920397997,19336.631244855158001882955431938171,23,NVDA{2.6901669759%} CSCO{8.3487940631%} DIS{10.4823747681%} TRV{6.4935064935%} JPM{0.0927643785%} MCD{0.0927643785%} AMZN{0.1855287570%} VZ{1.1131725417%} MSFT{10.4823747681%} AXP{0.0927643785%} UNH{0.2782931354%} MMM{0.0927643785%} IBM{1.2059369202%} WMT{4.9165120594%} GS{0.1855287570%} CVX{5.5658627087%} PG{10.7606679035%} KO{10.2040816327%} HON{11.5027829314%} HD{0.1855287570%} BA{4.7309833024%} CRM{10.0185528757%} NKE{0.2782931354%} 
6,14162.696801200203481130301952362061,14201.628911167408659821376204490662,1.002748919256952975231911295850,-171.264852874535620230744825676084,19339.574497403478744672611355781555,24,NVDA{2.6901669759%} CSCO{8.3487940631%} DIS{10.4823747681%} TRV{6.4935064935%} JPM{0.0927643785%} MCD{0.0927643785%} AMZN{0.1855287570%} VZ{1.1131725417%} MSFT{10.4823747681%} AXP{0.0927643785%} UNH{0.2782931354%} MMM{0.0927643785%} IBM{0.4638218924%} WMT{4.9165120594%} GS{0.1855287570%} CVX{5.5658627087%} PG{10.7606679035%} KO{10.2040816327%} HON{11.5027829314%} HD{0.1855287570%} JNJ{0.7421150278%} BA{4.7309833024%} CRM{10.0185528757%} NKE{0.2782931354%} 
7,14199.655834309616693644784390926361,14213.742616459692726493813097476959,1.000992050956336587574924124056,-95.174725437599647648312384262681,17068.984379587680450640618801116943,24,NVDA{2.7938342967%} CSCO{8.6705202312%} DIS{7.8034682081%} TRV{6.7437379576%} JPM{0.0963391137%} MCD{0.0963391137%} AMZN{0.1926782274%} VZ{1.1560693642%} MSFT{10.8863198459%} AXP{0.0963391137%} UNH{0.2890173410%} MMM{0.0963391137%} IBM{1.2524084778%} WMT{2.0231213873%} GS{0.1926782274%} CVX{5.7803468208%} PG{11.1753371869%} KO{12.1387283237%} HON{11.9460500963%} HD{0.1926782274%} JNJ{0.7707129094%} BA{4.9132947977%} CRM{10.4046242775%} NKE{0.2890173410%} 
8,14328.462585597098950529471039772034,14409.131298682872511562891304492950,1.005629962921971820577482503722,-45.097883499502302129258168861270,15762.067803667945554479956626892090,23,NVDA{4.3186180422%} V{0.0959692898%} SHW{0.0959692898%} CSCO{4.2226487524%} DIS{11.4203454894%} TRV{2.1113243762%} MCD{0.4798464491%} AMZN{0.3838771593%} MRK{0.0959692898%} VZ{0.7677543186%} MSFT{12.1880998081%} AAPL{2.3992322457%} UNH{0.2879078695%} MMM{0.5758157390%} IBM{0.0959692898%} WMT{5.6621880998%} CVX{6.7178502879%} PG{11.7082533589%} KO{10.1727447217%} HON{11.8042226488%} BA{4.8944337812%} CRM{9.3090211132%} NKE{0.1919385797%} 
9,14331.258209092198740108869969844818,14501.080092610560313914902508258820,1.011849753946280960903436607623,-53.439404477098037204996217042208,16104.262226923499838449060916900635,23,NVDA{4.3520309478%} V{0.0967117988%} SHW{0.0967117988%} CSCO{4.2553191489%} DIS{11.5087040619%} TRV{2.1276595745%} MCD{0.4835589942%} AMZN{0.3868471954%} MRK{0.0967117988%} VZ{0.7736943907%} MSFT{12.2823984526%} AAPL{0.8704061896%} UNH{0.2901353965%} MMM{1.3539651838%} IBM{0.0967117988%} WMT{5.7059961315%} CVX{6.7698259188%} PG{11.7988394584%} KO{10.2514506770%} HON{11.8955512573%} BA{4.9323017408%} CRM{9.3810444874%} NKE{0.1934235977%} 
10,14380.739245884746196679770946502686,14547.742387255240828380919992923737,1.011612973332944864779392446508,-113.915099222854166782781248912215,17965.195363940867537166923284530640,24,NVDA{2.7831094050%} CSCO{8.6372360845%} DIS{9.3090211132%} TRV{6.7178502879%} JPM{0.0959692898%} MCD{0.0959692898%} AMZN{0.1919385797%} VZ{1.1516314779%} MSFT{10.8445297505%} AXP{0.0959692898%} UNH{0.2879078695%} MMM{0.0959692898%} IBM{1.2476007678%} WMT{2.0153550864%} GS{0.1919385797%} CVX{5.7581573896%} PG{11.1324376200%} KO{10.5566218810%} HON{11.9001919386%} HD{0.1919385797%} JNJ{0.7677543186%} BA{4.8944337812%} CRM{10.3646833013%} NKE{0.6717850288%} 
