Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,25031.405324917006510077044367790222,37201.734821426784037612378597259521,1.486202406078857674032178692869,685.114007421859582791512366384268,17561.799942000146984355524182319641,21,NVDA{5.3884711779%} V{1.0025062657%} SHW{0.6265664160%} CSCO{0.6265664160%} DIS{14.9122807018%} TRV{2.0050125313%} MCD{9.1478696742%} AMZN{3.5087719298%} AMGN{0.1253132832%} VZ{4.2606516291%} AAPL{9.2731829574%} UNH{0.2506265664%} IBM{0.2506265664%} WMT{7.2681704261%} CVX{0.6265664160%} PG{1.1278195489%} KO{14.2857142857%} HON{7.2681704261%} HD{1.0025062657%} JNJ{10.5263157895%} BA{6.5162907268%} 
2,25114.602272241165337618440389633179,39094.802768968045711517333984375000,1.556656256992730025245919023291,536.509156390903967803751584142447,23714.873619095462345285341143608093,18,NVDA{6.7985166873%} V{1.9777503090%} SHW{0.9888751545%} CSCO{0.6180469716%} DIS{15.2039555006%} TRV{2.4721878863%} MCD{8.4054388133%} AMZN{2.2249690977%} VZ{8.6526576020%} MSFT{0.9888751545%} AAPL{8.0346106304%} WMT{7.2929542645%} PG{0.1236093943%} KO{14.9567367120%} HON{9.1470951792%} HD{0.4944375773%} JNJ{4.5735475896%} BA{7.0457354759%} 
3,25414.182363033276487840339541435242,40455.827454579542973078787326812744,1.591860280086185408521259887493,645.974859728535761860257480293512,21937.881475694848631974309682846069,20,NVDA{7.2660098522%} V{0.9852216749%} SHW{0.6157635468%} CSCO{0.6157635468%} DIS{14.6551724138%} TRV{1.9704433498%} MCD{8.9901477833%} AMZN{3.4482758621%} AMGN{0.1231527094%} VZ{12.0689655172%} AAPL{9.1133004926%} UNH{0.2463054187%} WMT{7.1428571429%} CVX{0.6157635468%} PG{1.1083743842%} KO{14.0394088670%} HON{7.1428571429%} HD{0.9852216749%} JNJ{2.4630541872%} BA{6.4039408867%} 
4,25441.218449626747315051034092903137,40626.184539737492741551250219345093,1.596864734296306043148661046871,660.475630902610419070697389543056,21692.549787195996032096445560455322,20,NVDA{7.2660098522%} V{0.9852216749%} SHW{0.6157635468%} CSCO{0.6157635468%} DIS{14.6551724138%} TRV{1.9704433498%} MCD{8.9901477833%} AMZN{3.4482758621%} AMGN{0.1231527094%} VZ{12.0689655172%} AAPL{9.1133004926%} IBM{0.2463054187%} WMT{7.1428571429%} CVX{0.6157635468%} PG{1.1083743842%} KO{14.0394088670%} HON{7.1428571429%} HD{0.9852216749%} JNJ{2.4630541872%} BA{6.4039408867%} 
5,25446.202567900549183832481503486633,40654.815440673199191223829984664917,1.597677112417463796134597942000,602.446240377711433211516123265028,23384.689883178809395758435130119324,18,NVDA{6.5398335315%} V{1.9024970273%} SHW{0.9512485137%} CSCO{0.5945303210%} DIS{14.6254458977%} TRV{2.3781212842%} MCD{8.0856123662%} AMZN{2.1403091558%} VZ{8.3234244946%} MSFT{0.9512485137%} AAPL{7.7288941736%} WMT{10.8204518430%} PG{0.1189060642%} KO{14.3876337693%} HON{8.7990487515%} HD{0.4756242568%} JNJ{4.3995243757%} BA{6.7776456599%} 
6,25490.768440369662130251526832580566,40736.286797130866034422069787979126,1.598079983050527230759030317131,685.892001651653572480427101254463,21074.049416450128774158656597137451,20,NVDA{7.3934837093%} V{1.0025062657%} SHW{0.6265664160%} CSCO{0.6265664160%} DIS{14.9122807018%} MCD{9.1478696742%} AMZN{3.5087719298%} AMGN{0.1253132832%} VZ{12.2807017544%} AAPL{9.2731829574%} UNH{0.2506265664%} IBM{0.2506265664%} WMT{7.2681704261%} CVX{0.6265664160%} PG{1.1278195489%} KO{14.2857142857%} HON{7.2681704261%} HD{1.0025062657%} JNJ{2.5062656642%} BA{6.5162907268%} 
7,25541.800656158589845290407538414001,40855.068486879936244804412126541138,1.599537520352115160804373772407,564.321077225624776474433019757271,24677.864273078695987351238727569580,18,NVDA{7.0785070785%} V{2.0592020592%} SHW{1.0296010296%} CSCO{0.6435006435%} DIS{15.8301158301%} TRV{2.5740025740%} MCD{4.6332046332%} AMZN{2.3166023166%} VZ{9.0090090090%} MSFT{1.0296010296%} AAPL{8.3655083655%} WMT{7.5933075933%} PG{0.1287001287%} KO{15.5727155727%} HON{9.5238095238%} HD{0.5148005148%} JNJ{4.7619047619%} BA{7.3359073359%} 
8,25597.020651068774895975366234779358,40974.084754085975873749703168869019,1.600736480726914212624478750513,659.492191920097184265614487230778,22068.641919043184316251426935195923,21,NVDA{7.3200992556%} V{0.9925558313%} SHW{0.6203473945%} CSCO{0.6203473945%} DIS{14.7642679901%} TRV{1.9851116625%} MCD{8.0645161290%} AMZN{3.4739454094%} AMGN{0.1240694789%} VZ{12.1588089330%} AAPL{9.1811414392%} UNH{0.2481389578%} IBM{0.2481389578%} WMT{7.1960297767%} CVX{0.6203473945%} PG{1.1166253102%} KO{14.1439205955%} HON{7.1960297767%} HD{0.9925558313%} JNJ{2.4813895782%} BA{6.4516129032%} 
9,25606.469998426622623810544610023499,41062.548335714593122247606515884399,1.603600509489893077841315971455,687.253605862624908695579506456852,21361.278300986014073714613914489746,21,NVDA{7.3200992556%} V{0.9925558313%} SHW{0.6203473945%} CSCO{0.6203473945%} DIS{14.7642679901%} TRV{1.9851116625%} MCD{9.0570719603%} AMZN{2.4813895782%} AMGN{0.1240694789%} VZ{12.1588089330%} AAPL{9.1811414392%} UNH{0.2481389578%} IBM{0.2481389578%} WMT{7.1960297767%} CVX{0.6203473945%} PG{1.1166253102%} KO{14.1439205955%} HON{7.1960297767%} HD{0.9925558313%} JNJ{2.4813895782%} BA{6.4516129032%} 
10,25698.299432441253884462639689445496,42401.005406129508628509938716888428,1.649953745678709893240920791868,631.388586172997293033404275774956,24301.199269170258048688992857933044,18,NVDA{6.7985166873%} V{1.9777503090%} SHW{0.9888751545%} CSCO{0.6180469716%} DIS{15.2039555006%} TRV{2.4721878863%} MCD{4.4499381953%} AMZN{2.2249690977%} VZ{8.6526576020%} MSFT{0.9888751545%} AAPL{8.0346106304%} WMT{11.2484548826%} PG{0.1236093943%} KO{14.9567367120%} HON{9.1470951792%} HD{0.4944375773%} JNJ{4.5735475896%} BA{7.0457354759%} 
