Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,99693.539447689996450208127498626709,29517.569592465533787617459893226624,0.296083073747759162319681536246,4262.017758941574356867931783199310,-98342.963175781696918420493602752686,2,MRK{33.3333333333%} WBA{66.6666666667%} 
2,103711.579166515832184813916683197021,34619.140385152546514291316270828247,0.333802075557727395693774496976,5088.978321495441377919632941484451,-118050.209259710696642287075519561768,2,MRK{50.0000000000%} WBA{50.0000000000%} 
3,123419.994721296112402342259883880615,36076.682655558019177988171577453613,0.292308249866850722309408183719,4289.105704497161241306457668542862,-92596.488479356819880194962024688721,22,MSFT{2.0270270270%} UNH{0.4504504505%} JNJ{28.6036036036%} WMT{0.9009009009%} PG{2.0270270270%} CVX{0.4504504505%} HD{2.4774774775%} MRK{28.6036036036%} KO{3.1531531532%} MCD{0.6756756757%} NKE{1.1261261261%} DIS{1.1261261261%} VZ{0.4504504505%} AMGN{1.3513513514%} IBM{0.2252252252%} CRM{2.7027027027%} GS{0.2252252252%} INTC{0.2252252252%} BA{4.9549549550%} MMM{0.2252252252%} TRV{1.5765765766%} WBA{16.4414414414%} 
4,123830.886851114715682342648506164551,36251.742982276591646950691938400269,0.292752025800017579015843693924,4327.609312368129394599236547946930,-93576.536388767286553047597408294678,24,AAPL{0.2192982456%} MSFT{1.9736842105%} JNJ{27.8508771930%} V{0.4385964912%} WMT{0.8771929825%} JPM{0.4385964912%} PG{1.9736842105%} CVX{0.4385964912%} HD{2.4122807018%} MRK{27.8508771930%} KO{3.0701754386%} MCD{0.6578947368%} NKE{1.5350877193%} DIS{1.0964912281%} VZ{0.6578947368%} AMGN{1.3157894737%} IBM{0.2192982456%} CRM{3.0701754386%} GS{0.2192982456%} INTC{0.2192982456%} BA{3.9473684211%} MMM{0.2192982456%} TRV{1.5350877193%} WBA{17.7631578947%} 
5,123971.193292904164991341531276702881,38620.670592402406327892094850540161,0.311529392970785967698077456589,4847.977231158429276547394692897797,-106818.646342350475606508553028106689,20,MSFT{0.8620689655%} JNJ{19.8275862069%} V{1.7241379310%} WMT{0.8620689655%} JPM{0.2873563218%} CVX{0.2873563218%} HD{0.8620689655%} MRK{35.9195402299%} CSCO{0.5747126437%} MCD{2.8735632184%} NKE{0.5747126437%} VZ{2.2988505747%} AMGN{2.0114942529%} HON{1.4367816092%} GS{0.2873563218%} CAT{0.5747126437%} INTC{1.1494252874%} BA{4.3103448276%} TRV{1.7241379310%} WBA{21.5517241379%} 
6,126215.929139710322488099336624145508,39113.592975255451165139675140380859,0.309894268036168596403001629369,4876.172037300510055501945316791534,-107171.568143759854137897491455078125,21,MSFT{0.8474576271%} JNJ{19.4915254237%} V{1.6949152542%} WMT{0.8474576271%} JPM{0.2824858757%} HD{0.5649717514%} MRK{35.3107344633%} KO{1.1299435028%} MCD{3.9548022599%} NKE{0.5649717514%} VZ{2.2598870056%} AMGN{0.8474576271%} HON{1.4124293785%} IBM{0.5649717514%} GS{0.2824858757%} CAT{2.2598870056%} INTC{1.1299435028%} BA{4.2372881356%} MMM{1.1299435028%} TRV{0.5649717514%} WBA{20.6214689266%} 
7,127271.205314465129049494862556457520,40575.972705671010771766304969787598,0.318815026583702143536669382229,5074.913353424321030615828931331635,-111671.427897058616508729755878448486,20,MSFT{0.9493670886%} JNJ{21.8354430380%} V{1.8987341772%} WMT{0.9493670886%} JPM{0.3164556962%} CVX{0.3164556962%} HD{0.9493670886%} MRK{39.5569620253%} CSCO{0.6329113924%} MCD{3.1645569620%} NKE{0.6329113924%} VZ{2.5316455696%} AMGN{2.2151898734%} HON{1.5822784810%} GS{0.3164556962%} CAT{0.6329113924%} INTC{1.2658227848%} BA{4.7468354430%} TRV{1.8987341772%} WBA{13.6075949367%} 
8,128603.987899164101690985262393951416,40610.856840823507809545844793319702,0.315782251423382731569944326111,4816.950355749795562587678432464600,-103897.653831670351792126893997192383,22,AAPL{0.2475247525%} MSFT{2.4752475248%} JNJ{23.7623762376%} V{0.9900990099%} WMT{0.9900990099%} JPM{0.2475247525%} CVX{0.7425742574%} HD{3.4653465347%} MRK{31.1881188119%} KO{1.2376237624%} MCD{0.7425742574%} NKE{0.2475247525%} DIS{0.9900990099%} AMGN{1.2376237624%} HON{1.4851485149%} IBM{0.2475247525%} CRM{1.4851485149%} INTC{0.7425742574%} AXP{0.9900990099%} BA{5.6930693069%} MMM{1.2376237624%} WBA{19.5544554455%} 
9,128616.186712317445199005305767059326,40686.568168277633958496153354644775,0.316340961494087913319361859976,4829.223685492135700769722461700439,-104190.142396486437064595520496368408,22,AAPL{0.2475247525%} MSFT{2.4752475248%} JNJ{23.7623762376%} V{0.9900990099%} WMT{0.9900990099%} JPM{0.2475247525%} CVX{0.7425742574%} HD{3.4653465347%} MRK{31.4356435644%} KO{1.2376237624%} MCD{0.7425742574%} NKE{0.2475247525%} DIS{0.9900990099%} AMGN{1.2376237624%} HON{1.4851485149%} IBM{0.2475247525%} CRM{1.4851485149%} INTC{0.7425742574%} AXP{0.9900990099%} BA{5.6930693069%} MMM{1.2376237624%} WBA{19.3069306931%} 
10,128772.223496449791127815842628479004,40706.104837792328908108174800872803,0.316109357534814838786019208783,4827.884943107521394267678260803223,-104130.443455433312919922173023223877,22,AAPL{0.2475247525%} MSFT{2.4752475248%} JNJ{23.7623762376%} V{0.9900990099%} WMT{0.9900990099%} JPM{0.2475247525%} CVX{0.7425742574%} HD{3.4653465347%} MRK{31.1881188119%} KO{1.2376237624%} MCD{0.7425742574%} NKE{0.2475247525%} DIS{0.9900990099%} AMGN{1.2376237624%} HON{1.4851485149%} IBM{0.2475247525%} CRM{1.7326732673%} INTC{0.7425742574%} AXP{0.9900990099%} BA{5.6930693069%} MMM{1.2376237624%} WBA{19.3069306931%} 
