Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,26331.994100683146825758740305900574,28693.723329221869789762422442436218,1.089690481454173243136551718635,1143.756750945830162891070358455181,-4093.970197891922907729167491197586,21,NVDA{3.0812324930%} V{0.2801120448%} SHW{0.1400560224%} CSCO{3.0812324930%} DIS{17.2268907563%} TRV{1.2605042017%} JPM{0.2801120448%} MCD{0.1400560224%} AMZN{1.6806722689%} MRK{2.1008403361%} AMGN{2.1008403361%} VZ{1.9607843137%} MSFT{1.6806722689%} AAPL{0.1400560224%} WMT{14.0056022409%} CVX{17.7871148459%} PG{10.3641456583%} CAT{8.9635854342%} HON{1.8207282913%} JNJ{5.3221288515%} BA{6.5826330532%} 
2,26592.551306838671735022217035293579,31127.618904219005344202741980552673,1.170539018428595534615510587173,1412.363800186154776383773423731327,-9360.143367784101428696885704994202,21,NVDA{3.2258064516%} V{0.2932551320%} SHW{0.1466275660%} CSCO{3.2258064516%} DIS{18.0351906158%} TRV{1.3196480938%} JPM{0.2932551320%} MCD{0.1466275660%} AMZN{1.7595307918%} MRK{2.1994134897%} AMGN{2.1994134897%} VZ{2.0527859238%} MSFT{1.7595307918%} AAPL{0.1466275660%} WMT{5.2785923754%} CVX{18.6217008798%} PG{15.5425219941%} CAT{9.3841642229%} HON{1.9061583578%} JNJ{5.5718475073%} BA{6.8914956012%} 
3,26722.430038747465005144476890563965,31496.350362072116695344448089599609,1.178648435655083703821333074302,1417.004473263611089350888505578041,-9124.444538151397864567115902900696,21,NVDA{3.3033033033%} V{0.3003003003%} SHW{0.1501501502%} CSCO{3.3033033033%} DIS{18.4684684685%} TRV{1.3513513514%} JPM{0.3003003003%} MCD{0.1501501502%} AMZN{1.8018018018%} MRK{2.2522522523%} AMGN{2.2522522523%} VZ{2.1021021021%} MSFT{1.8018018018%} AAPL{0.1501501502%} WMT{7.8078078078%} CVX{19.0690690691%} PG{11.1111111111%} CAT{9.6096096096%} HON{1.9519519520%} JNJ{5.7057057057%} BA{7.0570570571%} 
4,26755.667278893426555441692471504211,31807.979809574841056019067764282227,1.188831490465834805903000415128,1463.426217422221270680893212556839,-10143.571756528835976496338844299316,21,NVDA{3.3033033033%} V{0.3003003003%} SHW{0.1501501502%} CSCO{3.3033033033%} DIS{18.4684684685%} TRV{1.3513513514%} JPM{0.3003003003%} MCD{0.1501501502%} AMZN{1.8018018018%} MRK{2.2522522523%} AMGN{2.2522522523%} VZ{2.1021021021%} MSFT{1.8018018018%} AAPL{0.1501501502%} WMT{5.4054054054%} CVX{19.0690690691%} PG{13.5135135135%} CAT{9.6096096096%} HON{1.9519519520%} JNJ{5.7057057057%} BA{7.0570570571%} 
5,26832.385729560355684952810406684875,32002.781699843639216851443052291870,1.192692368930401425330956044490,1466.462960610177105991169810295105,-10035.823170981442672200500965118408,21,NVDA{3.3434650456%} V{0.3039513678%} SHW{0.1519756839%} CSCO{3.3434650456%} DIS{18.6930091185%} TRV{1.3677811550%} JPM{0.3039513678%} MCD{0.1519756839%} AMZN{1.8237082067%} MRK{2.2796352584%} AMGN{2.2796352584%} VZ{2.1276595745%} MSFT{1.8237082067%} AAPL{0.1519756839%} WMT{6.6869300912%} CVX{19.3009118541%} PG{11.2462006079%} CAT{9.7264437690%} HON{1.9756838906%} JNJ{5.7750759878%} BA{7.1428571429%} 
6,26901.000904970882402267307043075562,32164.200851096680707996711134910583,1.195650710719586617969412145612,1488.395613204744222457520663738251,-10503.140060772650031140074133872986,22,NVDA{3.3639143731%} V{0.3058103976%} SHW{0.1529051988%} CSCO{3.3639143731%} DIS{18.8073394495%} TRV{1.3761467890%} JPM{0.3058103976%} MCD{0.1529051988%} AMZN{1.8348623853%} MRK{2.2935779817%} AMGN{2.2935779817%} VZ{2.1406727829%} MSFT{1.8348623853%} AAPL{0.1529051988%} IBM{0.6116207951%} WMT{5.5045871560%} CVX{19.4189602446%} PG{11.3149847095%} CAT{9.7859327217%} HON{1.9877675841%} JNJ{5.8103975535%} BA{7.1865443425%} 
7,26902.584181428588635753840208053589,32340.651797418955538887530565261841,1.202139228682141958159945716034,1503.497088380366676574340090155602,-10759.598069484891311731189489364624,21,NVDA{3.3639143731%} V{0.3058103976%} SHW{0.1529051988%} CSCO{3.3639143731%} DIS{18.8073394495%} TRV{1.3761467890%} JPM{0.3058103976%} MCD{0.1529051988%} AMZN{1.8348623853%} MRK{2.2935779817%} AMGN{2.2935779817%} VZ{2.1406727829%} MSFT{1.8348623853%} AAPL{0.1529051988%} WMT{5.5045871560%} CVX{19.4189602446%} PG{11.9266055046%} CAT{9.7859327217%} HON{1.9877675841%} JNJ{5.8103975535%} BA{7.1865443425%} 
8,26922.949775769691768800839781761169,32390.792648838079912820830941200256,1.203092265840401298149231479329,1504.349961214698623734875582158566,-10733.906239316616847645491361618042,21,NVDA{3.3742331288%} V{0.3067484663%} SHW{0.1533742331%} CSCO{3.3742331288%} DIS{18.8650306748%} TRV{1.3803680982%} JPM{0.3067484663%} MCD{0.1533742331%} AMZN{1.8404907975%} MRK{2.3006134969%} AMGN{2.3006134969%} VZ{2.1472392638%} MSFT{1.8404907975%} AAPL{0.1533742331%} WMT{5.8282208589%} CVX{19.4785276074%} PG{11.3496932515%} CAT{9.8159509202%} HON{1.9938650307%} JNJ{5.8282208589%} BA{7.2085889571%} 
9,26938.648115239284379640594124794006,32455.134590411238605156540870666504,1.204779633022908136297246528557,1510.583592192988362512551248073578,-10848.261719121092028217390179634094,21,NVDA{3.3794162826%} V{0.3072196621%} SHW{0.1536098310%} CSCO{3.3794162826%} DIS{18.8940092166%} TRV{1.3824884793%} JPM{0.3072196621%} MCD{0.1536098310%} AMZN{1.8433179724%} MRK{2.3041474654%} AMGN{2.3041474654%} VZ{2.1505376344%} MSFT{1.8433179724%} AAPL{0.1536098310%} WMT{5.6835637481%} CVX{19.5084485407%} PG{11.3671274962%} CAT{9.8310291859%} HON{1.9969278034%} JNJ{5.8371735791%} BA{7.2196620584%} 
10,26938.879730358123197220265865325928,32487.432506998062308412045240402222,1.205968207742029063567201774276,1515.637029511651689972495660185814,-10960.829005669285834301263093948364,21,NVDA{3.3742331288%} V{0.3067484663%} SHW{0.1533742331%} CSCO{3.3742331288%} DIS{18.8650306748%} TRV{1.3803680982%} JPM{0.3067484663%} MCD{0.1533742331%} AMZN{1.8404907975%} MRK{2.3006134969%} AMGN{2.3006134969%} VZ{2.1472392638%} MSFT{1.8404907975%} AAPL{0.1533742331%} WMT{5.5214723926%} CVX{19.4785276074%} PG{11.3496932515%} CAT{9.8159509202%} HON{2.3006134969%} JNJ{5.8282208589%} BA{7.2085889571%} 
