Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,30242.854032833231030963361263275146,23543.642275500893447315320372581482,0.778486126009822920757130759739,503.989224449202367850375594571233,7751.979909425886035023722797632217,25,AAPL{0.4700352526%} MSFT{12.4559341951%} UNH{5.8754406580%} JNJ{8.8131609871%} V{13.7485311398%} WMT{14.1010575793%} PG{11.8683901293%} HD{3.6427732080%} MRK{1.1750881316%} KO{3.6427732080%} CSCO{0.2350176263%} NKE{0.1175088132%} DIS{9.6357226792%} VZ{3.5252643948%} HON{1.0575793184%} IBM{0.4700352526%} CRM{0.2350176263%} GS{1.8801410106%} CAT{0.3525264395%} INTC{0.2350176263%} AXP{0.9400705053%} BA{2.5851938895%} MMM{0.3525264395%} TRV{2.3501762632%} DD{0.2350176263%} 
2,30655.320068345336039783433079719543,24512.385113501157320570200681686401,0.799612760814480294513373337395,529.385216730004799501330126076937,7924.981655961010801547672599554062,25,AAPL{0.4613610150%} MSFT{12.2260668973%} UNH{5.7670126874%} JNJ{8.6505190311%} V{13.4948096886%} WMT{13.8408304498%} PG{11.6493656286%} HD{3.5755478662%} MRK{1.1534025375%} KO{3.5755478662%} CSCO{0.2306805075%} NKE{0.1153402537%} DIS{9.4579008074%} VZ{3.4602076125%} HON{1.0380622837%} IBM{0.4613610150%} CRM{0.2306805075%} GS{1.8454440600%} CAT{0.3460207612%} INTC{0.2306805075%} AXP{0.9227220300%} BA{2.5374855825%} MMM{0.3460207612%} TRV{4.1522491349%} DD{0.2306805075%} 
3,30788.285988723055197624489665031433,24833.682665596785227535292506217957,0.806595166573829902567638328037,728.043052572507804143242537975311,2021.667018324875243706628680229187,24,MSFT{9.1428571429%} UNH{9.9047619048%} JNJ{0.2857142857%} V{11.6190476190%} WMT{10.7619047619%} PG{10.8571428571%} CVX{0.2857142857%} HD{6.4761904762%} MRK{2.2857142857%} KO{6.0952380952%} MCD{1.0476190476%} NKE{0.2857142857%} DIS{11.7142857143%} VZ{4.3809523810%} AMGN{0.0952380952%} HON{0.4761904762%} IBM{1.9047619048%} CRM{4.5714285714%} GS{0.1904761905%} INTC{0.1904761905%} AXP{1.1428571429%} BA{4.0952380952%} MMM{0.3809523810%} TRV{1.8095238095%} 
4,31064.633136443171679275110363960266,24961.910414856341958511620759963989,0.803547568233552333971658754308,525.976304749759606238512787967920,8481.319532697207250748760998249054,25,AAPL{0.4613610150%} MSFT{12.2260668973%} UNH{5.7670126874%} JNJ{8.6505190311%} V{13.4948096886%} WMT{13.8408304498%} PG{11.6493656286%} HD{3.5755478662%} MRK{1.1534025375%} KO{3.5755478662%} CSCO{0.2306805075%} NKE{0.1153402537%} DIS{7.6124567474%} VZ{3.4602076125%} HON{1.0380622837%} IBM{0.4613610150%} CRM{0.2306805075%} GS{1.8454440600%} CAT{0.3460207612%} INTC{0.2306805075%} AXP{0.9227220300%} BA{2.5374855825%} MMM{0.3460207612%} TRV{5.9976931949%} DD{0.2306805075%} 
5,31164.516886341556528350338339805603,25045.516164836448297137394547462463,0.803654882768714551311006744072,518.569180906087467519682832062244,8797.015163112373556941747665405273,24,AAPL{0.4571428571%} MSFT{12.1142857143%} UNH{5.7142857143%} JNJ{8.5714285714%} V{13.3714285714%} WMT{13.7142857143%} PG{11.5428571429%} HD{3.5428571429%} MRK{1.1428571429%} KO{3.5428571429%} CSCO{0.2285714286%} NKE{0.1142857143%} DIS{9.3714285714%} VZ{3.4285714286%} HON{1.0285714286%} IBM{0.4571428571%} CRM{0.2285714286%} GS{1.8285714286%} CAT{0.3428571429%} INTC{0.2285714286%} BA{2.5142857143%} MMM{0.3428571429%} TRV{5.9428571429%} DD{0.2285714286%} 
6,31168.038423358011641539633274078369,25212.634655395697336643934249877930,0.808925936015941093870651457109,547.713797714768361402093432843685,8050.935660332957013451959937810898,25,AAPL{0.4550625711%} MSFT{12.0591581342%} UNH{5.6882821388%} JNJ{8.5324232082%} V{13.3105802048%} WMT{13.6518771331%} PG{11.4903299204%} HD{3.5267349261%} MRK{1.1376564278%} KO{3.5267349261%} CSCO{0.2275312856%} NKE{0.1137656428%} DIS{9.3287827076%} VZ{3.4129692833%} HON{1.0238907850%} IBM{0.4550625711%} CRM{0.2275312856%} GS{1.8202502844%} CAT{0.3412969283%} INTC{0.2275312856%} AXP{0.9101251422%} BA{2.5028441411%} MMM{0.3412969283%} TRV{5.4607508532%} DD{0.2275312856%} 
7,31188.153353053174214437603950500488,25435.315496180326590547338128089905,0.815544133320427189204337992123,543.457596367358178213180508464575,8406.977476669773750472813844680786,24,MSFT{12.0591581342%} UNH{5.6882821388%} JNJ{8.5324232082%} V{13.3105802048%} WMT{13.6518771331%} PG{11.4903299204%} HD{3.5267349261%} MRK{1.1376564278%} KO{3.5267349261%} CSCO{0.2275312856%} NKE{0.1137656428%} DIS{9.3287827076%} VZ{3.4129692833%} HON{1.0238907850%} IBM{0.4550625711%} CRM{0.2275312856%} GS{1.8202502844%} CAT{0.3412969283%} INTC{0.2275312856%} AXP{0.9101251422%} BA{2.5028441411%} MMM{0.3412969283%} TRV{5.9158134243%} DD{0.2275312856%} 
8,31189.877081748036289354786276817322,25437.103547461851121624931693077087,0.815556389683476989915789090446,768.904433859061100520193576812744,1344.764619877933910174760967493057,24,MSFT{9.4302554028%} UNH{10.2161100196%} JNJ{0.2946954813%} V{11.9842829077%} WMT{11.1001964637%} PG{11.1984282908%} CVX{0.2946954813%} HD{3.5363457760%} MRK{2.3575638507%} KO{6.2868369352%} MCD{1.0805500982%} NKE{0.2946954813%} DIS{12.0825147348%} VZ{4.5186640472%} AMGN{0.0982318271%} HON{0.4911591356%} IBM{1.9646365422%} CRM{4.7151277014%} GS{0.1964636542%} INTC{0.1964636542%} AXP{1.1787819253%} BA{4.2239685658%} MMM{0.3929273084%} TRV{1.8664047151%} 
9,31239.215221187852876028046011924744,25576.923401578944321954622864723206,0.818744108022006700231543163682,535.685145537982521091180387884378,8792.122174722160707460716366767883,25,AAPL{0.4571428571%} MSFT{12.1142857143%} UNH{5.7142857143%} JNJ{8.5714285714%} V{13.3714285714%} WMT{13.7142857143%} PG{11.5428571429%} HD{3.5428571429%} MRK{1.1428571429%} KO{3.5428571429%} CSCO{0.2285714286%} NKE{0.1142857143%} DIS{9.3714285714%} VZ{3.4285714286%} HON{0.1142857143%} IBM{0.4571428571%} CRM{0.2285714286%} GS{1.8285714286%} CAT{0.3428571429%} INTC{0.2285714286%} AXP{0.9142857143%} BA{2.5142857143%} MMM{0.3428571429%} TRV{5.9428571429%} DD{0.2285714286%} 
10,31257.553830227516300510615110397339,25810.252495033957529813051223754883,0.825728482632388072204321360914,567.801149260264423901389818638563,8019.149818212340505851898342370987,24,AAPL{0.4540295119%} MSFT{12.0317820658%} UNH{5.6753688990%} JNJ{8.5130533485%} V{13.2803632236%} WMT{13.6208853575%} PG{11.4642451759%} HD{3.5187287174%} MRK{1.1350737798%} KO{3.5187287174%} CSCO{0.2270147560%} NKE{0.1135073780%} DIS{9.3076049943%} VZ{3.4052213394%} HON{1.0215664018%} IBM{0.4540295119%} CRM{0.2270147560%} GS{1.8161180477%} CAT{0.3405221339%} INTC{0.2270147560%} AXP{0.9080590238%} BA{2.4971623156%} MMM{0.3405221339%} TRV{5.9023836549%} 
