Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,51661.556179584455094300210475921631,13512.489251056771536241285502910614,0.261557921408426707898797758389,2100.215436743435930111445486545563,-46693.686602255060279276221990585327,22,NVDA{4.4077134986%} V{7.9889807163%} SHW{4.4077134986%} CSCO{0.2754820937%} DIS{0.5509641873%} TRV{11.0192837466%} JPM{3.8567493113%} MRK{1.3774104683%} VZ{0.8264462810%} MSFT{2.7548209366%} AAPL{0.2754820937%} AXP{0.2754820937%} UNH{8.8154269972%} IBM{0.8264462810%} CVX{0.2754820937%} PG{4.9586776860%} KO{27.8236914601%} HON{0.5509641873%} HD{1.6528925620%} JNJ{14.0495867769%} BA{2.2038567493%} CRM{0.8264462810%} 
2,52777.422243070919648744165897369385,14357.425246525986949563957750797272,0.272037258288243821713336956236,2201.067105458258538419613614678383,-48739.831776610757515300065279006958,22,NVDA{2.2535211268%} V{8.1690140845%} SHW{4.5070422535%} CSCO{0.2816901408%} DIS{0.5633802817%} TRV{11.2676056338%} JPM{3.9436619718%} MRK{1.4084507042%} VZ{0.8450704225%} MSFT{2.8169014085%} AAPL{0.2816901408%} AXP{0.2816901408%} UNH{9.0140845070%} IBM{0.8450704225%} CVX{0.2816901408%} PG{5.0704225352%} KO{28.4507042254%} HON{0.5633802817%} HD{1.6901408451%} JNJ{14.3661971831%} BA{2.2535211268%} CRM{0.8450704225%} 
3,52857.783495821786345914006233215332,14506.446228843771677929908037185669,0.274442953704073733245394350888,1013.916597234988785203313454985619,-14559.162891892574407393112778663635,19,NVDA{11.7216117216%} V{4.0293040293%} SHW{10.6227106227%} TRV{1.2820512821%} JPM{0.1831501832%} AMZN{0.1831501832%} MRK{0.1831501832%} VZ{0.9157509158%} MSFT{0.3663003663%} AAPL{0.5494505495%} UNH{17.9487179487%} MMM{0.3663003663%} IBM{0.9157509158%} WMT{0.3663003663%} CVX{8.4249084249%} PG{0.3663003663%} CAT{0.3663003663%} KO{23.0769230769%} JNJ{18.1318681319%} 
4,53319.896875623773667030036449432373,14525.713385383276545326225459575653,0.272425759173288817294178443262,2291.525136143138297484256327152252,-51164.673850720020709559321403503418,22,V{7.9889807163%} SHW{4.4077134986%} CSCO{0.2754820937%} DIS{0.5509641873%} TRV{11.0192837466%} JPM{3.8567493113%} AMZN{4.4077134986%} MRK{1.3774104683%} VZ{0.8264462810%} MSFT{2.7548209366%} AAPL{0.2754820937%} AXP{0.2754820937%} UNH{8.8154269972%} IBM{0.8264462810%} CVX{0.2754820937%} PG{4.9586776860%} KO{27.8236914601%} HON{0.5509641873%} HD{1.6528925620%} JNJ{14.0495867769%} BA{2.2038567493%} CRM{0.8264462810%} 
5,53594.302253515656047966331243515015,17745.439507749739277642220258712769,0.331106829673963765081623478181,1986.225982500645386608084663748741,-39193.038657268763927277177572250366,24,V{2.3961661342%} SHW{12.4600638978%} CSCO{0.3194888179%} DIS{0.3194888179%} TRV{12.6198083067%} JPM{0.1597444089%} MCD{1.2779552716%} AMZN{0.3194888179%} MRK{5.1118210863%} AMGN{0.9584664537%} VZ{2.5559105431%} MSFT{0.3194888179%} AAPL{0.1597444089%} AXP{0.1597444089%} UNH{9.9041533546%} WMT{0.3194888179%} CVX{0.6389776358%} PG{0.6389776358%} KO{19.6485623003%} HON{0.9584664537%} HD{1.1182108626%} JNJ{16.6134185304%} BA{10.5431309904%} CRM{0.4792332268%} 
6,54298.002006608927331399172544479370,19711.497243993402662454172968864441,0.363024356616182708457074568287,2136.199721910965308779850602149963,-41526.228117454265884589403867721558,24,V{2.4590163934%} SHW{12.7868852459%} CSCO{0.3278688525%} DIS{0.3278688525%} TRV{12.9508196721%} JPM{0.1639344262%} MCD{1.3114754098%} AMZN{0.3278688525%} MRK{2.6229508197%} AMGN{0.9836065574%} VZ{2.6229508197%} MSFT{0.3278688525%} AAPL{0.1639344262%} AXP{0.1639344262%} UNH{10.1639344262%} WMT{0.3278688525%} CVX{0.6557377049%} PG{0.6557377049%} KO{20.1639344262%} HON{0.9836065574%} HD{1.1475409836%} JNJ{17.0491803279%} BA{10.8196721311%} CRM{0.4918032787%} 
7,54420.816503634290711488574743270874,21143.896571755685727111995220184326,0.388525897444843892891697123559,2261.045998774689451238373294472694,-43672.755393118743086233735084533691,23,V{2.4590163934%} SHW{12.7868852459%} CSCO{0.3278688525%} DIS{0.3278688525%} TRV{12.9508196721%} JPM{0.1639344262%} MCD{1.3114754098%} AMZN{0.3278688525%} AMGN{0.9836065574%} VZ{2.6229508197%} MSFT{0.3278688525%} AAPL{0.1639344262%} AXP{0.1639344262%} UNH{10.1639344262%} WMT{0.3278688525%} CVX{0.6557377049%} PG{0.6557377049%} KO{20.1639344262%} HON{0.9836065574%} HD{1.1475409836%} JNJ{19.6721311475%} BA{10.8196721311%} CRM{0.4918032787%} 
8,54864.767300937455729581415653228760,21712.995776306324842153117060661316,0.395754813963009766109024667458,2268.106493763592879986390471458435,-43306.057044916669838130474090576172,23,V{2.3961661342%} SHW{12.4600638978%} CSCO{0.3194888179%} DIS{0.3194888179%} TRV{17.7316293930%} JPM{0.1597444089%} MCD{1.2779552716%} AMZN{0.3194888179%} AMGN{0.9584664537%} VZ{2.5559105431%} MSFT{0.3194888179%} AAPL{0.1597444089%} AXP{0.1597444089%} UNH{9.9041533546%} WMT{0.3194888179%} CVX{0.6389776358%} PG{0.6389776358%} KO{19.6485623003%} HON{0.9584664537%} HD{1.1182108626%} JNJ{16.6134185304%} BA{10.5431309904%} CRM{0.4792332268%} 
9,55012.851551734631357248872518539429,21746.961246486451273085549473762512,0.395306926164977867621530549513,2280.811841278887186490464955568314,-43636.311536841647466644644737243652,23,V{2.4590163934%} SHW{12.7868852459%} CSCO{0.3278688525%} DIS{0.3278688525%} TRV{15.5737704918%} JPM{0.1639344262%} MCD{1.3114754098%} AMZN{0.3278688525%} AMGN{0.9836065574%} VZ{2.6229508197%} MSFT{0.3278688525%} AAPL{0.1639344262%} AXP{0.1639344262%} UNH{10.1639344262%} WMT{0.3278688525%} CVX{0.6557377049%} PG{0.6557377049%} KO{20.1639344262%} HON{0.9836065574%} HD{1.1475409836%} JNJ{17.0491803279%} BA{10.8196721311%} CRM{0.4918032787%} 
10,55285.672798578809306491166353225708,21778.667280746758478926494717597961,0.393929677949159506855636436740,2294.431357176204983261413872241974,-43995.031624971117707900702953338623,23,V{2.5252525253%} SHW{13.1313131313%} CSCO{0.3367003367%} DIS{0.3367003367%} TRV{13.2996632997%} JPM{0.1683501684%} MCD{1.3468013468%} AMZN{0.3367003367%} AMGN{1.0101010101%} VZ{2.6936026936%} MSFT{0.3367003367%} AAPL{0.1683501684%} AXP{0.1683501684%} UNH{10.4377104377%} WMT{0.3367003367%} CVX{0.6734006734%} PG{0.6734006734%} KO{20.7070707071%} HON{1.0101010101%} HD{1.1784511785%} JNJ{17.5084175084%} BA{11.1111111111%} CRM{0.5050505051%} 
