Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,53054.930784920492442324757575988770,9648.917609940152033232152462005615,0.181866557305595616389481961050,4.770207454163767124555306509137,9505.811386315239360556006431579590,12,V{0.2512562814%} TRV{4.0201005025%} JPM{1.0050251256%} AMZN{12.0603015075%} MRK{0.5025125628%} UNH{0.5025125628%} IBM{0.5025125628%} WMT{16.8341708543%} CVX{16.0804020101%} PG{16.0804020101%} KO{16.0804020101%} JNJ{16.0804020101%} 
2,53349.383467987048788927495479583740,10083.077840002677476149983704090118,0.189000831585113854282909073845,14.541178363394294592580990865827,9646.842489100847160443663597106934,12,V{0.2475247525%} TRV{3.9603960396%} JPM{0.9900990099%} AMZN{11.8811881188%} MRK{0.4950495050%} UNH{0.4950495050%} WMT{16.5841584158%} CVX{15.8415841584%} PG{15.8415841584%} KO{15.8415841584%} HON{1.9801980198%} JNJ{15.8415841584%} 
3,53500.678024633452878333628177642822,12115.487917378763086162507534027100,0.226454848138567477189297960649,180.430872704244620763347484171391,6702.561736251425827504135668277740,12,V{0.2732240437%} TRV{4.3715846995%} JPM{1.0928961749%} AMZN{13.1147540984%} MRK{0.5464480874%} UNH{0.5464480874%} IBM{0.5464480874%} WMT{18.3060109290%} CVX{8.7431693989%} PG{17.4863387978%} KO{17.4863387978%} JNJ{17.4863387978%} 
4,53522.412931002152618020772933959961,12406.185767714096073177643120288849,0.231794216447367529276846198627,213.981595543328637631930178031325,5986.737901414237967401277273893356,12,V{0.2793296089%} JPM{1.1173184358%} AMZN{13.4078212291%} MRK{0.5586592179%} UNH{0.5586592179%} IBM{0.5586592179%} WMT{18.7150837989%} CVX{8.9385474860%} PG{17.8770949721%} KO{17.8770949721%} HON{2.2346368715%} JNJ{17.8770949721%} 
5,53785.827814576725359074771404266357,12545.765533715681158355437219142914,0.233254112532513629973962565600,188.255556599001863560260972008109,6898.098835745626274729147553443909,12,V{0.2688172043%} TRV{4.3010752688%} JPM{1.0752688172%} AMZN{12.9032258065%} MRK{0.5376344086%} UNH{0.5376344086%} WMT{18.0107526882%} CVX{8.6021505376%} PG{17.2043010753%} KO{17.2043010753%} HON{2.1505376344%} JNJ{17.2043010753%} 
6,53981.014339297449623700231313705444,12548.278726529753839713521301746368,0.232457260763156425831255091907,164.924877975567596877226606011391,7600.532387262724114407319575548172,13,V{0.2688172043%} TRV{4.3010752688%} JPM{1.0752688172%} AMZN{12.9032258065%} MRK{0.5376344086%} UNH{0.5376344086%} IBM{0.5376344086%} WMT{17.4731182796%} CVX{8.6021505376%} PG{17.2043010753%} KO{17.2043010753%} HON{2.1505376344%} JNJ{17.2043010753%} 
7,54076.710062719255802221596240997314,13084.081031687439462984912097454071,0.241954087379063181861837961151,146.331407701565240131458267569542,8694.138800640483168535865843296051,12,V{0.2688172043%} TRV{4.3010752688%} JPM{1.0752688172%} AMZN{12.9032258065%} MRK{0.5376344086%} IBM{0.5376344086%} WMT{18.0107526882%} CVX{8.6021505376%} PG{17.2043010753%} KO{17.2043010753%} HON{2.1505376344%} JNJ{17.2043010753%} 
8,54641.412607586178637575358152389526,13821.938727636856128810904920101166,0.252957199823891032419709290480,54.110366392762102805136237293482,12198.627735853995545767247676849365,10,JPM{7.0484581498%} AMZN{1.7621145374%} MSFT{7.0484581498%} AAPL{0.4405286344%} AXP{0.8810572687%} WMT{3.5242290749%} CVX{21.1453744493%} PG{28.6343612335%} JNJ{28.6343612335%} BA{0.8810572687%} 
9,54726.513905471132602542638778686523,13856.775571207599568879231810569763,0.253200406573353964390094006376,317.711805215238371147279394790530,4325.421414750447183905635029077530,12,V{0.2923976608%} JPM{1.1695906433%} AMZN{14.0350877193%} MRK{0.5847953216%} UNH{0.5847953216%} IBM{0.5847953216%} WMT{19.5906432749%} CVX{4.6783625731%} PG{18.7134502924%} KO{18.7134502924%} HON{2.3391812865%} JNJ{18.7134502924%} 
10,54825.867326736966788303107023239136,16048.549462669827335048466920852661,0.292718569631153280319324494485,54.397598981400733464397490024567,14416.621493227807150105945765972137,12,V{0.2732240437%} TRV{4.3715846995%} JPM{1.0928961749%} AMZN{13.1147540984%} MRK{0.5464480874%} UNH{0.5464480874%} IBM{0.5464480874%} WMT{18.3060109290%} PG{17.4863387978%} KO{17.4863387978%} JNJ{17.4863387978%} BA{8.7431693989%} 
