Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,29520.629540122838079696521162986755,24069.993700614235422108322381973267,0.815361802088251708120480998332,892.460119218826775977504439651966,-3893.756701575673105253372341394424,19,NVDA{9.0243902439%} V{8.1707317073%} CSCO{0.6097560976%} JPM{12.5609756098%} MCD{13.9024390244%} AMZN{5.2439024390%} AAPL{0.2439024390%} AXP{0.1219512195%} UNH{0.1219512195%} MMM{1.0975609756%} CVX{0.1219512195%} PG{3.4146341463%} CAT{8.7804878049%} KO{15.3658536585%} HON{2.4390243902%} HD{1.5853658537%} JNJ{15.2439024390%} CRM{1.5853658537%} NKE{0.3658536585%} 
2,30167.452225585908308858051896095276,24686.734012318240274908021092414856,0.818323464232776354165821430797,895.587950630547766195377334952354,-3375.021774105589429382234811782837,19,NVDA{8.9371980676%} V{8.0917874396%} CSCO{0.6038647343%} JPM{12.4396135266%} MCD{13.7681159420%} AMZN{5.1932367150%} AAPL{0.2415458937%} AXP{0.1207729469%} UNH{0.1207729469%} MMM{1.0869565217%} CVX{0.1207729469%} PG{3.3816425121%} CAT{9.6618357488%} KO{15.2173913043%} HON{2.4154589372%} HD{1.5700483092%} JNJ{15.0966183575%} CRM{1.5700483092%} NKE{0.3623188406%} 
3,30209.315171011628990527242422103882,24767.285863050397892948240041732788,0.819855919369423036258126558096,842.466539237719644006574526429176,-1629.999033064818831917364150285721,20,NVDA{9.3908629442%} V{8.5025380711%} CSCO{0.6345177665%} JPM{4.9492385787%} MCD{14.4670050761%} AMZN{5.4568527919%} AAPL{0.2538071066%} AXP{0.1269035533%} UNH{0.1269035533%} MMM{1.1421319797%} GS{4.0609137056%} CVX{0.1269035533%} PG{3.5532994924%} CAT{9.1370558376%} KO{15.9898477157%} HON{2.5380710660%} HD{1.6497461929%} JNJ{15.8629441624%} CRM{1.6497461929%} NKE{0.3807106599%} 
4,30501.076947361543716397136449813843,24842.253474078595900209620594978333,0.814471355124643969780606767017,825.297011834826207632431760430336,-1017.052896745957696111872792243958,19,NVDA{9.5854922280%} V{8.6787564767%} CSCO{0.6476683938%} JPM{7.1243523316%} MCD{14.7668393782%} AMZN{5.5699481865%} AAPL{0.2590673575%} AXP{0.1295336788%} UNH{0.1295336788%} MMM{1.1658031088%} CVX{0.1295336788%} PG{3.6269430052%} CAT{9.3264248705%} KO{16.3212435233%} HON{2.5906735751%} HD{1.6839378238%} JNJ{16.1917098446%} CRM{1.6839378238%} NKE{0.3886010363%} 
5,30528.902857959685206878930330276489,24939.788633836578810587525367736816,0.816923842624567853043515697209,822.089212850858302772394381463528,-819.006702156985738838557153940201,20,NVDA{9.5854922280%} V{8.6787564767%} CSCO{0.6476683938%} JPM{5.0518134715%} MCD{14.7668393782%} AMZN{5.5699481865%} AAPL{0.2590673575%} AXP{0.1295336788%} UNH{0.1295336788%} MMM{1.1658031088%} GS{2.0725388601%} CVX{0.1295336788%} PG{3.6269430052%} CAT{9.3264248705%} KO{16.3212435233%} HON{2.5906735751%} HD{1.6839378238%} JNJ{16.1917098446%} CRM{1.6839378238%} NKE{0.3886010363%} 
6,30553.177322195937449578195810317993,25404.101293611583969322964549064636,0.831471667437883477091986605956,846.217116950275567432981915771961,-1110.701704163719114148989319801331,20,NVDA{9.2964824121%} V{8.4170854271%} CSCO{0.6281407035%} JPM{4.8994974874%} MCD{14.3216080402%} AMZN{5.4020100503%} AAPL{0.2512562814%} AXP{0.1256281407%} UNH{0.1256281407%} MMM{1.1306532663%} GS{4.0201005025%} CVX{0.1256281407%} PG{3.5175879397%} CAT{10.0502512563%} KO{15.8291457286%} HON{2.5125628141%} HD{1.6331658291%} JNJ{15.7035175879%} CRM{1.6331658291%} NKE{0.3768844221%} 
7,30623.799751256618037587031722068787,28389.918999090845318278297781944275,0.927054096150360718020522199367,1059.363512669203373661730438470840,-4803.471064544194632617291063070297,23,NVDA{8.6185044360%} SHW{0.1267427123%} CSCO{1.0139416984%} TRV{0.3802281369%} JPM{8.6185044360%} MCD{14.9556400507%} AMZN{7.6045627376%} MRK{0.2534854246%} AMGN{0.1267427123%} MSFT{2.2813688213%} AXP{0.8871989861%} MMM{1.1406844106%} IBM{2.0278833967%} WMT{1.1406844106%} CVX{0.3802281369%} PG{4.6894803549%} CAT{8.9987325729%} KO{15.5893536122%} HON{4.6894803549%} HD{0.5069708492%} JNJ{15.0823827630%} CRM{0.6337135615%} NKE{0.2534854246%} 
8,30682.193706828373251482844352722168,28977.054062226732639828696846961975,0.944425758441706286738792641700,1027.623354801971345295896753668785,-3221.811054901699208130594342947006,23,NVDA{8.8888888889%} SHW{0.1307189542%} CSCO{1.0457516340%} TRV{0.3921568627%} JPM{8.8888888889%} MCD{15.4248366013%} AMZN{7.8431372549%} MRK{0.2614379085%} AMGN{0.1307189542%} MSFT{2.3529411765%} AXP{0.9150326797%} MMM{1.1764705882%} IBM{2.0915032680%} WMT{1.1764705882%} CVX{0.3921568627%} PG{0.6535947712%} CAT{9.2810457516%} KO{16.0784313725%} HON{4.8366013072%} HD{0.5228758170%} JNJ{16.6013071895%} CRM{0.6535947712%} NKE{0.2614379085%} 
9,30834.896218621968728257343173027039,29053.306084144656779244542121887207,0.942221627021356256115325322753,1078.738708025291089143138378858566,-4747.173433981130074243992567062378,23,NVDA{8.7968952135%} SHW{0.1293661061%} CSCO{1.0349288486%} TRV{0.3880983182%} JPM{10.8667529107%} MCD{15.2652005175%} AMZN{7.7619663648%} MRK{0.2587322122%} AMGN{0.1293661061%} MSFT{2.3285899094%} AXP{0.9055627426%} MMM{1.1642949547%} IBM{2.0698576973%} WMT{1.1642949547%} CVX{0.3880983182%} PG{0.6468305304%} CAT{9.1849935317%} KO{15.9120310479%} HON{4.7865459250%} HD{0.5174644243%} JNJ{15.3945666235%} CRM{0.6468305304%} NKE{0.2587322122%} 
10,30888.366258112942887237295508384705,29156.682217818346543936058878898621,0.943937337901781581273041865643,1059.747365605973527635796926915646,-4048.735237835492625890765339136124,23,NVDA{8.8888888889%} SHW{0.1307189542%} CSCO{1.0457516340%} TRV{0.3921568627%} JPM{8.8888888889%} MCD{15.4248366013%} AMZN{7.8431372549%} MRK{0.2614379085%} AMGN{0.1307189542%} MSFT{2.3529411765%} AXP{0.9150326797%} MMM{1.1764705882%} IBM{2.0915032680%} WMT{1.1764705882%} CVX{0.3921568627%} PG{1.6993464052%} CAT{9.2810457516%} KO{16.0784313725%} HON{4.8366013072%} HD{0.5228758170%} JNJ{15.5555555556%} CRM{0.6535947712%} NKE{0.2614379085%} 
