Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,23809.798931190143775893375277519226,23362.851922922352969180792570114136,0.981228442560163616192880908784,1584.438401565721960650989785790443,-22057.715588628347177291288971900940,21,V{0.1355013550%} SHW{0.1355013550%} DIS{14.6341463415%} JPM{5.0135501355%} MCD{17.0731707317%} MRK{0.1355013550%} VZ{1.2195121951%} AAPL{16.2601626016%} AXP{0.2710027100%} UNH{16.5311653117%} IBM{0.4065040650%} WMT{0.4065040650%} GS{0.1355013550%} CVX{0.1355013550%} PG{17.2086720867%} KO{0.6775067751%} HON{3.7940379404%} HD{0.9485094851%} JNJ{0.1355013550%} BA{0.1355013550%} NKE{4.6070460705%} 
2,23826.169495825393823906779289245605,23654.754286546274670399725437164307,0.992805590957071215640894479293,1521.467847952196962069137953221798,-19960.657354750033846357837319374084,21,V{0.1385041551%} SHW{0.1385041551%} DIS{14.9584487535%} JPM{2.9085872576%} MCD{17.4515235457%} MRK{0.1385041551%} VZ{1.2465373961%} AAPL{16.6204986150%} AXP{0.2770083102%} UNH{16.8975069252%} IBM{0.4155124654%} WMT{0.4155124654%} GS{0.1385041551%} CVX{0.1385041551%} PG{17.5900277008%} KO{0.6925207756%} HON{3.8781163435%} HD{0.9695290859%} JNJ{0.1385041551%} BA{0.1385041551%} NKE{4.7091412742%} 
3,23937.260196355600783135741949081421,23806.040947434667032212018966674805,0.994518201003600554876982187125,1488.981739729257924409466795623302,-18878.102258137394528603181242942810,21,V{0.1400560224%} SHW{0.1400560224%} DIS{15.1260504202%} JPM{1.8207282913%} MCD{17.6470588235%} MRK{0.1400560224%} VZ{1.2605042017%} AAPL{16.8067226891%} AXP{0.2801120448%} UNH{17.0868347339%} IBM{0.4201680672%} WMT{0.4201680672%} GS{0.1400560224%} CVX{0.1400560224%} PG{17.7871148459%} KO{0.7002801120%} HON{3.9215686275%} HD{0.9803921569%} JNJ{0.1400560224%} BA{0.1400560224%} NKE{4.7619047619%} 
4,24072.062520045012206537649035453796,23920.745752768991224002093076705933,0.993714009044716517493611718237,1464.007601648077525169355794787407,-18047.472161142562981694936752319336,21,V{0.1412429379%} SHW{0.1412429379%} DIS{15.2542372881%} JPM{0.9887005650%} MCD{17.7966101695%} MRK{0.1412429379%} VZ{1.2711864407%} AAPL{16.9491525424%} AXP{0.2824858757%} UNH{17.2316384181%} IBM{0.4237288136%} WMT{0.4237288136%} GS{0.1412429379%} CVX{0.1412429379%} PG{17.9378531073%} KO{0.7062146893%} HON{3.9548022599%} HD{0.9887005650%} JNJ{0.1412429379%} BA{0.1412429379%} NKE{4.8022598870%} 
5,24098.047552383770380401983857154846,24047.577286871972319204360246658325,0.997905628437238068073611430009,1470.470218898142320540500804781914,-18105.902321541441779118031263351440,21,V{0.1408450704%} SHW{0.1408450704%} DIS{15.2112676056%} JPM{0.7042253521%} MCD{17.7464788732%} MRK{0.1408450704%} VZ{1.2676056338%} AAPL{17.4647887324%} AXP{0.2816901408%} UNH{17.1830985915%} IBM{0.4225352113%} WMT{0.4225352113%} GS{0.1408450704%} CVX{0.1408450704%} PG{17.8873239437%} KO{0.7042253521%} HON{3.9436619718%} HD{0.9859154930%} JNJ{0.1408450704%} BA{0.1408450704%} NKE{4.7887323944%} 
6,24125.424899428751814411953091621399,24079.694720662904728669673204421997,0.998104481933210219146701547288,1464.938214140078116543008945882320,-17915.200751352669612970203161239624,21,V{0.1414427157%} SHW{0.1414427157%} DIS{15.2758132956%} JPM{0.7072135785%} MCD{17.8217821782%} MRK{0.1414427157%} VZ{1.2729844413%} AAPL{16.9731258840%} AXP{0.2828854314%} UNH{17.2560113154%} IBM{0.4243281471%} WMT{0.4243281471%} GS{0.1414427157%} CVX{0.1414427157%} PG{17.9632248939%} KO{0.7072135785%} HON{3.9603960396%} HD{0.9900990099%} JNJ{0.1414427157%} BA{0.1414427157%} NKE{4.9504950495%} 
7,24143.557902053471480030566453933716,24447.550589553407917264848947525024,1.012591047629897156312495098973,1493.277134787659406356397084891796,-18359.727274359494913369417190551758,21,V{0.1408450704%} SHW{0.1408450704%} DIS{15.2112676056%} JPM{0.7042253521%} MCD{17.7464788732%} MRK{0.1408450704%} VZ{1.2676056338%} AAPL{16.9014084507%} AXP{0.2816901408%} UNH{17.1830985915%} IBM{0.4225352113%} WMT{0.4225352113%} GS{0.1408450704%} CVX{0.1408450704%} PG{17.8873239437%} KO{0.7042253521%} HON{3.9436619718%} HD{0.9859154930%} JNJ{0.1408450704%} BA{0.1408450704%} NKE{5.3521126761%} 
8,24199.347646321490174159407615661621,24930.134457833501073764637112617493,1.030198616185552307200623545214,1530.404892379132434143684804439545,-18941.472457034968101652339100837708,21,V{0.1400560224%} SHW{0.1400560224%} DIS{15.1260504202%} JPM{0.7002801120%} MCD{17.6470588235%} MRK{0.1400560224%} VZ{1.2605042017%} AAPL{16.8067226891%} AXP{0.2801120448%} UNH{17.0868347339%} IBM{0.4201680672%} WMT{0.4201680672%} GS{0.1400560224%} CVX{0.1400560224%} PG{17.7871148459%} KO{0.7002801120%} HON{3.9215686275%} HD{0.9803921569%} JNJ{0.1400560224%} BA{0.1400560224%} NKE{5.8823529412%} 
9,24411.171331543049745960161089897156,25879.666071244922932237386703491211,1.060156668426817772044046250812,1603.513380767959233708097599446774,-20087.717510769911314127966761589050,21,V{0.1385041551%} SHW{0.1385041551%} DIS{14.9584487535%} JPM{0.6925207756%} MCD{17.4515235457%} MRK{0.1385041551%} VZ{1.2465373961%} AAPL{16.6204986150%} AXP{0.2770083102%} UNH{16.8975069252%} IBM{0.4155124654%} WMT{0.4155124654%} GS{0.1385041551%} CVX{0.1385041551%} PG{17.5900277008%} KO{0.6925207756%} HON{3.8781163435%} HD{0.9695290859%} JNJ{0.1385041551%} BA{0.1385041551%} NKE{6.9252077562%} 
10,25035.910723106899240519851446151733,27450.539668794019235065206885337830,1.096446619114140652584410418058,1730.178106135190773784415796399117,-22147.899373748117795912548899650574,21,V{0.1347708895%} SHW{0.1347708895%} DIS{14.5552560647%} JPM{0.6738544474%} MCD{16.9811320755%} MRK{0.1347708895%} VZ{1.2129380054%} AAPL{16.1725067385%} AXP{0.2695417790%} UNH{16.9811320755%} IBM{0.4043126685%} WMT{0.4043126685%} GS{0.1347708895%} CVX{0.1347708895%} PG{17.1159029650%} KO{0.6738544474%} HON{3.7735849057%} HD{0.9433962264%} JNJ{0.1347708895%} BA{0.1347708895%} NKE{8.8948787062%} 
