Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,31321.572330653827521018683910369873,3582.782366206235110439592972397804,0.114387053382369124898687573477,-1166.183723425055632105795666575432,40123.205700191312644165009260177612,22,NVDA{5.9813084112%} V{0.1869158879%} DIS{1.8691588785%} JPM{2.6168224299%} AMZN{1.1214953271%} MRK{0.1869158879%} AMGN{12.5233644860%} VZ{0.7476635514%} MSFT{3.5514018692%} AXP{0.7476635514%} UNH{0.1869158879%} MMM{0.3738317757%} IBM{0.9345794393%} WMT{20.9345794393%} GS{1.4953271028%} CVX{19.6261682243%} PG{0.1869158879%} CAT{0.1869158879%} HON{0.7476635514%} JNJ{2.0560747664%} BA{1.3084112150%} CRM{22.4299065421%} 
2,32587.126993363446672447025775909424,4597.659503928271988115739077329636,0.141088212681793390146367528359,-1195.463999629305590133299119770527,42055.531492313180933706462383270264,22,NVDA{6.3618290258%} V{0.1988071571%} DIS{1.9880715706%} JPM{2.7833001988%} AMZN{1.1928429423%} MRK{0.1988071571%} AMGN{6.9582504970%} VZ{0.7952286282%} MSFT{3.7773359841%} AXP{0.7952286282%} UNH{0.1988071571%} MMM{0.3976143141%} IBM{0.9940357853%} WMT{22.2664015905%} GS{1.5904572565%} CVX{20.8747514911%} PG{0.1988071571%} CAT{0.1988071571%} HON{0.7952286282%} JNJ{2.1868787276%} BA{1.3916500994%} CRM{23.8568588469%} 
3,32779.077356268040603026747703552246,6110.137642324275475402828305959702,0.186403588359569549748329109207,-1124.495549018535484719905070960522,41344.331511571719602216035127639771,24,NVDA{6.3339731286%} V{4.2226487524%} CSCO{1.7274472169%} DIS{1.1516314779%} JPM{2.4952015355%} AMZN{2.1113243762%} MRK{0.1919385797%} AMGN{4.6065259117%} VZ{0.1919385797%} MSFT{0.3838771593%} AAPL{0.3838771593%} AXP{3.0710172745%} UNH{1.1516314779%} MMM{0.3838771593%} WMT{23.2245681382%} GS{0.3838771593%} CVX{16.8905950096%} PG{0.1919385797%} CAT{0.1919385797%} HON{0.1919385797%} HD{0.1919385797%} JNJ{6.7178502879%} BA{0.1919385797%} CRM{23.4165067179%} 
4,33661.157360595621867105364799499512,6524.988932507961180817801505327225,0.193843273497964596607801013306,-1079.927023978840225026942789554596,40362.702350511623080819845199584961,24,NVDA{6.1452513966%} V{7.0763500931%} CSCO{1.6759776536%} DIS{1.1173184358%} JPM{2.4208566108%} AMZN{2.0484171322%} MRK{0.1862197393%} AMGN{4.4692737430%} VZ{0.1862197393%} MSFT{0.3724394786%} AAPL{0.3724394786%} AXP{2.9795158287%} UNH{1.1173184358%} MMM{0.3724394786%} WMT{22.5325884544%} GS{0.3724394786%} CVX{16.3873370577%} PG{0.1862197393%} CAT{0.1862197393%} HON{0.1862197393%} HD{0.1862197393%} JNJ{6.5176908752%} BA{0.1862197393%} CRM{22.7188081937%} 
5,33918.564005290616478305310010910034,6738.688633866020609275437891483307,0.198672580384444352752382201288,-1039.926097677096095139859244227409,39323.039694415034318808466196060181,24,NVDA{6.0550458716%} V{9.9082568807%} CSCO{0.1834862385%} DIS{1.1009174312%} JPM{2.3853211009%} AMZN{2.0183486239%} MRK{0.1834862385%} AMGN{4.4036697248%} VZ{0.1834862385%} MSFT{0.3669724771%} AAPL{0.3669724771%} AXP{2.9357798165%} UNH{1.1009174312%} MMM{0.3669724771%} WMT{22.2018348624%} GS{0.3669724771%} CVX{16.1467889908%} PG{0.1834862385%} CAT{0.1834862385%} HON{0.1834862385%} HD{0.1834862385%} JNJ{6.4220183486%} BA{0.1834862385%} CRM{22.3853211009%} 
6,34052.015109115855011623352766036987,6996.810833425999589962884783744812,0.205474207943509540319482198356,-1156.859962084655307990033179521561,43245.089645411862875334918498992920,24,NVDA{6.7484662577%} V{4.4989775051%} CSCO{1.8404907975%} DIS{1.2269938650%} JPM{2.6584867076%} AMZN{2.2494887526%} MRK{0.2044989775%} AMGN{4.9079754601%} VZ{0.2044989775%} MSFT{0.4089979550%} AAPL{0.4089979550%} AXP{3.2719836401%} UNH{1.2269938650%} MMM{0.4089979550%} WMT{24.7443762781%} GS{0.4089979550%} CVX{11.4519427403%} PG{0.2044989775%} CAT{0.2044989775%} HON{0.2044989775%} HD{0.2044989775%} JNJ{7.1574642127%} BA{0.2044989775%} CRM{24.9488752556%} 
7,34097.278996778957662172615528106689,7041.270702148482996562961488962173,0.206505354952623787490040285775,-887.718245929425165741122327744961,34856.442407937138341367244720458984,16,NVDA{2.1526418787%} V{2.1526418787%} SHW{0.3913894325%} DIS{2.5440313112%} JPM{9.7847358121%} AMGN{12.7201565558%} MSFT{4.3052837573%} AAPL{0.3913894325%} MMM{0.1956947162%} WMT{24.0704500978%} GS{0.5870841487%} CVX{14.8727984344%} CAT{0.3913894325%} HD{0.1956947162%} JNJ{1.5655577299%} CRM{23.6790606654%} 
8,34182.339811768848448991775512695312,8926.609207488476386060938239097595,0.261146816064799613954505730362,-915.881060094308395491680130362511,37624.215757110141566954553127288818,21,NVDA{2.3655913978%} V{4.9462365591%} CSCO{1.7204301075%} DIS{0.8602150538%} JPM{9.6774193548%} AMZN{2.3655913978%} AMGN{1.7204301075%} VZ{0.2150537634%} MSFT{1.2903225806%} AAPL{0.4301075269%} AXP{0.4301075269%} UNH{0.4301075269%} WMT{26.0215053763%} CVX{19.7849462366%} PG{0.2150537634%} CAT{0.2150537634%} HD{0.2150537634%} JNJ{0.2150537634%} BA{0.2150537634%} CRM{26.2365591398%} NKE{0.4301075269%} 
9,34918.459061148474575020372867584229,9054.239674831658703624270856380463,0.259296656217734677873920645652,-906.616572366825039352988824248314,37461.558942325507814530283212661743,16,NVDA{2.3758099352%} V{2.3758099352%} SHW{0.4319654428%} DIS{2.8077753780%} JPM{10.7991360691%} AMGN{3.6717062635%} MSFT{4.7516198704%} AAPL{0.4319654428%} MMM{0.2159827214%} WMT{26.5658747300%} GS{0.6479481641%} CVX{16.4146868251%} CAT{0.4319654428%} HD{0.2159827214%} JNJ{1.7278617711%} CRM{26.1339092873%} 
10,35000.670816177735105156898498535156,9224.500150110268805292434990406036,0.263552095860019708339905264438,-903.999204131842816423159092664719,37549.808546241343719884753227233887,16,NVDA{2.3758099352%} V{2.3758099352%} SHW{0.4319654428%} DIS{2.8077753780%} JPM{10.7991360691%} AMGN{0.2159827214%} MSFT{4.7516198704%} AAPL{0.4319654428%} MMM{0.2159827214%} WMT{26.5658747300%} GS{0.6479481641%} CVX{19.8704103672%} CAT{0.4319654428%} HD{0.2159827214%} JNJ{1.7278617711%} CRM{26.1339092873%} 
