Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,25706.396365878306824015453457832336,6786.696920225769645185209810733795,0.264008102249375320447200010676,-1634.868190660446543915895745158195,58012.566894253097416367381811141968,28,NVDA{10.1369863014%} V{0.4566210046%} SHW{0.3652968037%} CSCO{7.3972602740%} TRV{4.2009132420%} JPM{1.9178082192%} MCD{0.3652968037%} AMZN{9.6803652968%} MRK{7.2146118721%} AMGN{0.0913242009%} VZ{10.4109589041%} MSFT{1.9178082192%} AAPL{0.0913242009%} AXP{0.3652968037%} MMM{0.2739726027%} IBM{0.2739726027%} WMT{11.1415525114%} GS{0.4566210046%} CVX{1.2785388128%} PG{5.0228310502%} CAT{11.0502283105%} KO{0.3652968037%} HON{2.7397260274%} HD{0.4566210046%} JNJ{10.4109589041%} BA{0.2739726027%} CRM{0.4566210046%} NKE{1.1872146119%} 
2,25737.644220438876800471916794776917,8114.087016932058759266510605812073,0.315261449238950497431233088719,-1597.010937729633724302402697503567,58153.763065793915302492678165435791,28,NVDA{10.7887579329%} V{0.4533091568%} SHW{0.3626473255%} CSCO{7.3436083409%} TRV{4.1704442430%} JPM{1.9038984587%} MCD{0.3626473255%} AMZN{9.6101541251%} MRK{7.1622846782%} AMGN{0.0906618314%} VZ{10.3354487761%} MSFT{1.9038984587%} AAPL{0.0906618314%} AXP{0.3626473255%} MMM{0.2719854941%} IBM{0.2719854941%} WMT{11.0607434270%} GS{0.4533091568%} CVX{1.2692656392%} PG{4.9864007253%} CAT{10.9700815956%} KO{0.3626473255%} HON{2.7198549411%} HD{0.4533091568%} JNJ{10.3354487761%} BA{0.2719854941%} CRM{0.4533091568%} NKE{1.1786038078%} 
3,25812.658507626852951943874359130859,10443.935855829497086233459413051605,0.404605199915523350284729531268,-1474.635001658988585404586046934128,56649.165907811140641570091247558594,28,NVDA{11.1501316945%} V{0.4389815628%} SHW{0.3511852502%} CSCO{7.1115013169%} TRV{4.0386303775%} JPM{1.8437225637%} MCD{0.3511852502%} AMZN{6.4969271291%} MRK{6.9359086918%} AMGN{0.0877963126%} VZ{10.0087796313%} MSFT{1.8437225637%} AAPL{0.0877963126%} AXP{0.3511852502%} MMM{0.2633889377%} IBM{5.8823529412%} WMT{10.7111501317%} GS{0.4389815628%} CVX{1.2291483758%} PG{4.8287971905%} CAT{10.6233538191%} KO{0.3511852502%} HON{2.6338893766%} HD{0.4389815628%} JNJ{10.0087796313%} BA{0.2633889377%} CRM{0.0877963126%} NKE{1.1413520632%} 
4,25877.400162195637676632031798362732,12330.472151580710487905889749526978,0.476495786836976353839645526023,-1394.950559679728939954657107591629,56038.923021545553638134151697158813,28,NVDA{11.7701575533%} V{0.4633920297%} SHW{0.3707136237%} CSCO{1.5755329008%} TRV{4.2632066728%} JPM{1.9462465246%} MCD{0.3707136237%} AMZN{6.8582020389%} MRK{7.3215940686%} AMGN{0.0926784059%} VZ{10.5653382762%} MSFT{1.9462465246%} AAPL{0.0926784059%} AXP{0.3707136237%} MMM{0.2780352178%} IBM{0.2780352178%} WMT{11.3067655236%} GS{0.4633920297%} CVX{1.2974976830%} PG{5.0973123262%} CAT{11.2140871177%} KO{6.3021316033%} HON{2.7803521779%} HD{0.4633920297%} JNJ{10.5653382762%} BA{0.2780352178%} CRM{0.4633920297%} NKE{1.2048192771%} 
5,26120.325908530368906212970614433289,15669.541160922484777984209358692169,0.599898378595847825422993082611,-1243.353372945879300459637306630611,54627.946846560036647133529186248779,22,NVDA{11.8847539016%} V{0.1200480192%} CSCO{2.0408163265%} TRV{0.3601440576%} JPM{0.7202881152%} AMZN{2.8811524610%} MRK{12.1248499400%} VZ{15.1260504202%} MSFT{1.2004801921%} AAPL{0.1200480192%} AXP{7.2028811525%} UNH{0.2400960384%} MMM{0.8403361345%} IBM{0.1200480192%} WMT{10.9243697479%} GS{0.2400960384%} PG{2.6410564226%} CAT{12.4849939976%} KO{3.9615846339%} HON{0.7202881152%} JNJ{7.2028811525%} NKE{6.8427370948%} 
6,26236.530988812894065631553530693054,16447.059548839497438166290521621704,0.626876302962934728313371124386,-1173.296855517142375902039930224419,53210.361021709963097237050533294678,24,NVDA{11.9047619048%} V{0.3401360544%} SHW{0.1133786848%} CSCO{0.1133786848%} TRV{1.1337868481%} JPM{1.2471655329%} AMZN{7.2562358277%} MRK{2.9478458050%} VZ{14.3990929705%} MSFT{0.1133786848%} AAPL{0.1133786848%} AXP{7.9365079365%} UNH{0.2267573696%} MMM{0.2267573696%} IBM{0.7936507937%} WMT{13.6054421769%} CVX{0.1133786848%} PG{1.8140589569%} CAT{9.6371882086%} KO{9.9773242630%} JNJ{13.0385487528%} BA{0.5668934240%} CRM{0.1133786848%} NKE{2.2675736961%} 
7,26398.253515062318911077454686164856,18005.818969604741141665726900100708,0.682083720399570325731986031315,-1130.315418682208019163226708769798,53422.368754980590892955660820007324,24,NVDA{12.6966292135%} V{0.3370786517%} SHW{0.1123595506%} CSCO{0.1123595506%} TRV{1.1235955056%} JPM{1.2359550562%} AMZN{7.1910112360%} MRK{2.9213483146%} VZ{14.2696629213%} MSFT{0.1123595506%} AAPL{0.1123595506%} AXP{7.8651685393%} UNH{0.2247191011%} MMM{0.2247191011%} IBM{0.7865168539%} WMT{13.4831460674%} CVX{0.1123595506%} PG{1.7977528090%} CAT{9.5505617978%} KO{9.8876404494%} JNJ{12.9213483146%} BA{0.5617977528%} CRM{0.1123595506%} NKE{2.2471910112%} 
8,26702.147184565143106738105416297913,18801.295891662655776599422097206116,0.704111761563898541638195638370,-1005.334807227376131777418777346611,50301.786518120439723134040832519531,22,NVDA{12.6114649682%} V{0.1273885350%} CSCO{2.1656050955%} TRV{0.3821656051%} JPM{0.7643312102%} AMZN{3.0573248408%} MRK{12.8662420382%} VZ{16.0509554140%} MSFT{1.2738853503%} AAPL{0.1273885350%} AXP{7.6433121019%} UNH{0.2547770701%} MMM{0.8917197452%} IBM{0.1273885350%} WMT{11.5923566879%} GS{0.2547770701%} PG{2.8025477707%} CAT{7.1337579618%} KO{4.2038216561%} HON{0.7643312102%} JNJ{7.6433121019%} NKE{7.2611464968%} 
9,26828.081837335066666128113865852356,18828.581255920023977523669600486755,0.701823610427391497701421485544,-1165.431003547536420228425413370132,55345.419367076166963670402765274048,22,NVDA{11.8847539016%} V{0.1200480192%} CSCO{2.0408163265%} TRV{0.3601440576%} JPM{0.7202881152%} AMZN{2.8811524610%} MRK{8.2833133253%} VZ{15.1260504202%} MSFT{1.2004801921%} AAPL{0.1200480192%} AXP{7.2028811525%} UNH{0.2400960384%} MMM{0.8403361345%} IBM{0.1200480192%} WMT{14.7659063625%} GS{0.2400960384%} PG{2.6410564226%} CAT{12.4849939976%} KO{3.9615846339%} HON{0.7202881152%} JNJ{7.2028811525%} NKE{6.8427370948%} 
10,26895.871806643215677468106150627136,19347.308238366815203335136175155640,0.719341182820037006173663485242,-1093.236485274414917512331157922745,53602.051443631811707746237516403198,24,NVDA{13.3779264214%} V{0.3344481605%} SHW{0.1114827202%} CSCO{0.1114827202%} TRV{1.1148272018%} JPM{1.2263099220%} AMZN{7.1348940914%} MRK{2.8985507246%} VZ{14.1583054627%} MSFT{0.1114827202%} AAPL{0.1114827202%} AXP{7.8037904125%} UNH{0.2229654404%} MMM{0.2229654404%} IBM{0.7803790412%} WMT{13.3779264214%} CVX{0.1114827202%} PG{1.7837235229%} CAT{9.4760312152%} KO{9.8104793757%} JNJ{12.8205128205%} BA{0.5574136009%} CRM{0.1114827202%} NKE{2.2296544036%} 
