Risk,Expected Return
33436.23600508693198207766,42674.40898218057554913685
33518.33889832327986368909,42761.04223799454484833404
33865.51709727238630875945,44032.09040169126819819212
33990.66268220887286588550,45454.30735729391017230228
35587.53580046867864439264,46456.86925400181644363329
35636.16658646625728579238,47872.28425853211228968576
35941.46623146712227026001,48016.44425551193126011640
36688.54757451675686752424,49660.40894593777920817956
37206.63344772503478452563,50873.35507399580092169344
37372.35182402470672968775,52244.90550588941550813615
37464.85217166565416846424,52651.43112956806726288050
38805.31647667531069600955,53883.81330715789954410866
39427.54971686423232313246,54781.68247357294603716582
39594.56687101683201035485,56857.70430383572238497436
39746.76935463246627477929,56886.86421322864043759182
40664.56403550514369271696,57961.75776502564986003563
40679.81013626769708935171,58352.50747508305357769132
41691.92752261182613437995,59810.96875264269328908995
42446.75678618159872712567,60755.67817275747074745595
44183.59696581404568860307,62113.44238296590629033744
46190.97356365590530913323,62960.06791905775025952607
46393.26040225445467513055,64314.53458471761405235156
47286.99220248265191912651,65014.28956508608825970441
48182.53611874391208402812,66087.34578073090233374387
49483.90794282795832259580,67073.21054062225448433310
50287.31034726984216831625,67960.91273331320553552359
50683.05702390005171764642,68256.31512231953092850745
55311.79278519911167677492,69188.73182422225363552570
57308.36966514152300078422,70957.93964663251244928688
58222.46776107661571586505,71583.50928722444223240018
58583.17565616343199508265,72104.14234068263613153249
59386.38529901323636295274,72907.54700694655184634030
60852.71787020511692389846,73227.37659619451733306050
61213.20941469819081248716,74107.21176985798228997737
62905.61113569152075797319,75107.80015403201105073094
63347.06467850583430845290,76429.82141649044933728874
64949.27945137262577190995,77632.78590456052916124463
65594.08415461512049660087,77895.98901842341001611203
67772.67864370923780370504,78821.91367260641709435731
67890.12068192266451660544,79870.84268196918128523976
69374.35435493997647427022,80725.85207188157073687762
72159.57203675316122826189,82049.82389912407961674035
73085.28107085442752577364,82558.43721836298936977983
74363.93853327879332937300,83529.39428873448923695832
77519.47583722138369921595,84168.80622470552043523639
80119.86838655978499446064,85445.62013893079711124301
81925.00239848443015944213,86135.25290546660835389048
85128.52866115831420756876,86900.77067049226025119424
88533.82781687994429375976,88042.52416188463394064456
90680.03136553637159522623,88886.44406221687677316368
94733.02411762833071406931,89175.56781938989297486842
95887.22215669990691822022,89835.86754454849869944155
98488.20970320052583701909,90152.92677740861836355180
99182.87395924991869833320,90861.41374811237619724125
101608.37035555459442548454,91790.90145273329108022153
103148.22024910448817536235,91830.33781938991160131991
105731.02981761243427172303,91967.49443672607594635338
106960.71747236594092100859,92673.39682271209312602878
107835.94889062766742426902,93078.19854424647928681225
109690.63581157250155229121,93282.12601328898745123297
112783.02035553376481402665,93751.74820900024496950209
115234.38181164256820920855,94629.91166112959035672247
116976.23401375432149507105,95638.91011476896528620273
119688.02563147600449156016,95658.58239504686207510531
122561.31281689563184045255,96004.19835397158749401569
126405.52943138047703541815,96967.95547568707843311131
130089.09269330459937918931,97873.36700694652972742915
132132.52734114276245236397,98639.36133494412933941931
137442.97539406694704666734,99351.86660827543528284878
141728.30523640307364985347,99818.10212020538165234029
144062.10998043417930603027,100713.78238598610914777964
145100.96441640442935749888,101232.62446088793512899429
146666.65314298964221961796,101366.46329507704649586231
150303.95504021458327770233,102378.62406825728248804808
154261.19954446531482972205,102461.84754756871552672237
156178.54126172297401353717,103298.88376019329007249326
157966.67229397461051121354,104095.10203563880349975079
160958.66255317194736562669,104488.01560555721516720951
161925.77692065938026644289,104521.49906372695113532245
164223.38625765382312238216,105316.81668076102505438030
167228.58061397375422529876,105943.74115373003587592393
168196.03052158249192871153,106185.66829356686503160745
173424.11747474881121888757,106366.97412866201193537563
178446.78820462455041706562,107739.55044699485006276518
181474.69393074468825943768,108844.01466324369539506733
185154.86219770263414829969,109367.76303231653582770377
188150.90782882421626709402,109605.25114466923696454614
188480.53643317631212994456,109976.12109936572960577905
213955.42513387560029514134,110214.33822108125605154783
221308.46485615076380781829,110845.04845967983419541270
222429.58175528308493085206,111351.47338266379665583372
