Risk,Expected Return
22070.19243094998091692105,14922.16752340683888178319
22152.13311523425727500580,15730.04070673513524525333
23165.58004870589138590731,16573.35643008149054367095
23254.98680494338259450160,17809.71345514949643984437
23801.71321255069415201433,17827.21986710963756195270
24241.30662423857938847505,18838.08183328294398961589
24260.10541607935738284141,20106.10655391120599233545
25422.14017176885681692511,21253.39329205678950529546
25946.63520481159139308147,21713.38516460280879982747
26111.31104573593620443717,22902.21620356386847561225
26577.63109270090353675187,23407.24143763215033686720
27681.17990213157099788077,24897.44336152217874769121
28277.72331576662691077217,25674.44556629420549143106
29193.02412686852767365053,26862.66745696165889967233
29343.35859247890039114282,27143.72276351552136475220
29600.56263410799510893412,28391.79682573243917431682
31039.40487719241718878038,28999.35052552097477018833
31521.83890818009240319952,30095.35363938383670756593
31601.57186551014819997363,30240.03817879789858125150
32693.16624569640043773688,31088.92138628811517264694
33498.87478488771739648655,31952.05380549677647650242
35422.70702765705209458247,33754.55431591663364088163
37658.03654372479650191963,35275.89514950165903428569
42106.84930083516519516706,35474.39474176987278042361
42835.10330002859700471163,36175.46567502270772820339
43582.34763917040982050821,37084.13948353970044991001
45261.73633647183305583894,37893.01445786773547297344
46800.67004721073317341506,38360.78766837813600432128
47580.31478047003474785015,38763.02247659317799843848
50271.59100882430357160047,39709.02579583205078961328
54467.59633444332575891167,39858.73588945943629369140
55828.65539874504611361772,40633.62053156145702814683
57321.82051898285862989724,41205.35736333436943823472
59936.43894601931242505088,41836.26303231651399983093
64313.92071886279154568911,42472.02389610393584007397
66660.77389404935820493847,43484.66873452130676014349
70115.54741574637591838837,44127.58969193602388259023
71334.62885745266976300627,44750.22603443071420770139
73581.86875432592933066189,45161.19734219264501007274
76643.15241711563430726528,45335.33506795531138777733
78934.62089809289318509400,45655.49302023553900653496
79734.80296917642408516258,46477.14183932344894856215
82629.59548932997859083116,46742.19787073397310450673
84363.68307885563990566880,47188.65410450014314847067
88207.48415273525461088866,47417.24719118091161362827
92409.97609183139866217971,48386.69339474478329066187
96110.32542767979612108320,48855.73892781636095605791
99860.91351032335660420358,49505.93168529144168132916
100291.71294736833078786731,49649.14477499242639169097
103304.87747780734207481146,50324.63118695259618107229
103988.48442945038550533354,50575.61498942913021892309
105702.81656742368068080395,50837.86338870430336100981
109549.61484424624359235168,51250.13873754155065398663
112959.89910863376280758530,51796.09887345211609499529
119165.42763270756404381245,52050.38959528842678992078
120684.41770375573833007365,53064.30483237693260889500
122958.82755500075290910900,53554.44351857442234177142
126542.49214200896676629782,53720.90144065236381720752
129294.24193310001282952726,54019.09620960430038394406
132816.56368672905955463648,54268.05100271823903312907
134536.30774423934053629637,54813.40654485046979971230
139595.57774234161479398608,54902.11936575055733555928
142771.26164571326808072627,55424.78435517969774082303
145355.42391903349198400974,55672.82481123527395538986
147747.84545630877255462110,56023.58033524615893838927
151074.96626470104092732072,56484.45829054668138269335
152787.68214350883499719203,57119.53957716701552271843
156243.48514973302371799946,57292.83416792507341597229
156738.31470237308531068265,57423.50192389002768322825
158234.11519125904305838048,58062.41669586225907551125
158571.82222458248725160956,58258.70610691632464295253
160989.22744453369523398578,58800.61459981880034320056
162268.02651962041272781789,59319.67865297495882259682
166660.86481617490062490106,60037.41398671097704209387
170797.07484921181458048522,60420.48575354878266807646
173178.34990324979298748076,61046.84685593477479415014
176927.98254819313297048211,61237.13974630017764866352
181382.95377310542971827090,61616.98233162182441446930
186257.22593729587970301509,62012.87174871631577843800
189051.90831242923741228878,62905.35690727875044103712
191310.30864779921830631793,63262.07250981574907200411
194604.02462593460222706199,63368.00961340984213165939
195191.17049250658601522446,63711.17225007554225157946
196973.72983298051985912025,64044.27250981575343757868
209407.19191275903722271323,64107.69091211116028716788
211155.31979012384545058012,64335.25790395649528363720
215040.30868054155143909156,65140.81973119902977487072
216893.42982000941992737353,65541.10273331319331191480
221121.62698760029161348939,65690.46383871945727150887
226145.94681695438339374959,65826.02984898824070114642
228028.79793367869569920003,66155.66734521291800774634
230732.27276829161564819515,66593.19890969495463650674
231891.16264928039163351059,66902.01587133793509565294
