Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,560.094427539852404152043163776398,117.370906070673598264875181484967,0.209555568310527962072598029408,1,PG{1%}Cash{99%},100
2,566.642939514326599237392656505108,117.976245847184401327467639930546,0.208202092746982120319287901111,1,KO{1%}Cash{99%},100
3,763.552828095849122291838284581900,190.948450619132643168995855376124,0.250078899053154724008152243186,1,TRV{1%}Cash{99%},100
4,797.142643522893536101037170737982,509.230093627304029268998419865966,0.638819285061468677966445284255,1,DD{1%}Cash{99%},100
5,1043.536207708679967254283837974072,626.600999697990005188330542296171,0.600459279773180476524885307299,2,PG{1%}DD{1%}Cash{98%},100
6,1092.700046426578410319052636623383,872.442186650557118809956591576338,0.798427884673087118194700906315,2,JPM{1%}DD{1%}Cash{98%},100
7,1256.449710833362587436567991971970,989.813092721240764149115420877934,0.787785682297407419127921457402,3,JPM{1%}PG{1%}DD{1%}Cash{97%},100
8,1336.947011302980172331444919109344,1039.879740259742675334564410150051,0.777801761377425404653251916898,3,WMT{1%}DIS{1%}DD{1%}Cash{97%},100
9,1384.542898515411934567964635789394,1157.250646330440986275789327919483,0.835835890365919986777498706942,4,WMT{1%}PG{1%}DIS{1%}DD{1%}Cash{96%},100
10,1619.881371780099243551376275718212,1270.243461189974368608091026544571,0.784158323762989328820083301252,3,WMT{2%}DIS{1%}DD{1%}Cash{96%},100
11,1635.727739501737005411996506154537,1274.808151615827910063671879470348,0.779352285120597287892962867772,4,WMT{1%}PG{2%}DIS{1%}DD{1%}Cash{95%},100
12,1679.516674132067009850288741290569,1382.026650558730807460960932075977,0.822871646256759126103474955016,2,JPM{1%}DD{2%}Cash{97%},100
13,1796.787574206750150551670230925083,1461.191911809127304877620190382004,0.813224630882823040778362155834,4,WMT{2%}DIS{1%}TRV{1%}DD{1%}Cash{95%},100
14,1829.035730067527083519962616264820,1499.397556629414339113282039761543,0.819774885739414926888457557652,3,JPM{1%}PG{1%}DD{2%}Cash{96%},100
15,1834.639681081571097820415161550045,1549.464204167916250298731029033661,0.844560498797488179434367339127,3,WMT{1%}DIS{1%}DD{2%}Cash{96%},100
16,1893.395487661148536062682978808880,1637.839939595290388751891441643238,0.865027908996689465226381798857,4,WMT{2%}DIS{1%}CAT{1%}DD{1%}Cash{95%},100
17,1906.661334631460704258643090724945,1666.835110238604556798236444592476,0.874216663422708872843713834300,4,WMT{1%}PG{1%}DIS{1%}DD{2%}Cash{95%},100
18,1993.188865563819263115874491631985,1779.827925098162722861161455512047,0.892954980758783989358562394045,3,WMT{2%}DIS{1%}DD{2%}Cash{95%},100
19,2129.354140752871899167075753211975,1784.392615524000575533136725425720,0.837997109721305477592068200465,4,WMT{1%}PG{2%}DIS{1%}DD{2%}Cash{94%},100
20,2164.450390290357063349802047014236,1817.140785261250584881054237484932,0.839539124302814077083212396246,5,WMT{2%}CSCO{1%}DIS{1%}CAT{1%}DD{1%}Cash{94%},100
21,2167.911092715722134016687050461769,1863.250573844765085596009157598019,0.859468167354911383171156558092,4,WMT{2%}DIS{1%}HON{1%}DD{2%}Cash{94%},100
22,2191.307892404457106749759986996651,1970.776375717297469236655160784721,0.899360780175360474686385714449,4,WMT{2%}DIS{1%}TRV{1%}DD{2%}Cash{94%},100
23,2233.556154976454763527726754546165,2143.040018121419052476994693279266,0.959474429754827551342089009268,4,WMT{2%}JPM{1%}DIS{1%}DD{2%}Cash{94%},100
24,2317.428519199948368623154237866402,2147.424403503470784926321357488632,0.926641053094846456339439555450,4,WMT{2%}DIS{1%}CAT{1%}DD{2%}Cash{94%},100
25,2416.810211839777821296593174338341,2147.604708547263726359233260154724,0.888611235597360549220979919482,5,WMT{1%}JPM{1%}PG{2%}DIS{1%}DD{2%}Cash{93%},100
