Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,9944
15,9432.T 8306.T 9984.T 8035.T 8316.T 8766.T 2914.T 3382.T 4503.T MSFT JNJ CSCO NKE HON DD ,0.59326128605295747054,23246.95617080518059083261,13791.51911470861705311108,159351
15,9432.T 8306.T 9984.T 8035.T 8316.T 8766.T 2914.T 3382.T 4503.T MSFT JNJ CSCO NKE AXP DD ,0.58244310307158764228,23779.51673019249574281275,13850.21551387605177296791,178498
13,9432.T 8306.T 9984.T 8035.T 8316.T 8766.T 2914.T 3382.T MSFT CSCO NKE HON DD ,0.68463793708978903929,23782.89394586340495152399,16282.67144912115327315405,192530
12,8306.T 9984.T 8766.T 2914.T 3382.T MSFT WMT MRK KO NKE VZ DD ,0.84851911941784485816,24971.93018738754835794680,21189.16021276597894029692,79675
12,8306.T 9984.T 8766.T 2914.T 3382.T MSFT WMT KO NKE VZ IBM DD ,0.90843089649554131793,24977.52615562842765939422,22690.35647779836290283129,39413
11,8306.T 9984.T 8766.T 2914.T 3382.T MSFT WMT KO NKE HON DD ,0.94831248892364194969,25152.52820118104864377528,23852.45662118409381946549,94552
11,8306.T 9984.T 8766.T 3382.T MSFT WMT NKE VZ HON IBM DD ,0.94450520934514170523,25369.36958888602384831756,23961.50173450506554218009,12778
12,8306.T 9984.T 8766.T 2914.T 3382.T MSFT WMT JPM NKE VZ IBM DD ,0.95241746923190073737,25464.85381601510016480461,24253.17162580941294436343,35678
11,8306.T 9984.T 8766.T 2914.T 3382.T MSFT WMT NKE HON IBM DD ,0.97230233334298798997,25634.05576095129072200507,24924.05222941720421658829,14752
10,8306.T 9984.T 8766.T 2914.T 3382.T MSFT WMT NKE VZ IBM ,0.96186405023620402677,26227.81466455216650501825,25227.59204209065501345322,20409
9,8306.T 9984.T 8766.T 2914.T 3382.T MSFT WMT NKE HON ,1.02008972088058724736,26366.29664204520668135956,26895.98818223865964682773,35411
10,8306.T 9984.T 8766.T 2914.T MSFT WMT KO NKE HON DD ,0.97636224942003491112,27687.18758461717152385972,27032.72475023128572502173,55680
16,8306.T 9984.T 6501.T 8316.T 8766.T 2914.T 3382.T 4503.T AAPL MSFT WMT CSCO NKE HON AXP DD ,0.98905375459003375127,27775.48973170306999236345,27471.45240471784927649423,120436
9,8306.T 9984.T 8766.T 2914.T MSFT WMT NKE HON DD ,1.04844709770057220588,27991.46157742547075031325,29347.56665124881692463532,27349
8,8306.T 9984.T 8766.T 2914.T MSFT WMT NKE HON ,1.07886162846244859637,28952.46069819970216485672,31235.69889685477028251626,52609
13,8306.T 9984.T 6501.T 8316.T 8766.T 2914.T 3382.T AAPL MSFT V WMT NKE HON ,1.04035806540034547751,30649.90752793555657262914,31886.87850046252424363047,208879
