Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,5800
8,9432.T 8035.T 4502.T 9022.T JNJ PG NKE AMGN ,0.31378736111611132964,38859.77208985887409653515,12193.70533765032996598165,21086
7,9432.T 8035.T 4502.T 9022.T JNJ PG AMGN ,0.32844786546311599551,38875.46202442277717636898,12768.56252081408638332505,21263
7,9433.T 8035.T 4502.T 9022.T PG NKE AMGN ,0.35751695305237823908,39809.98158229594264412299,14232.74331637374052661471,265725
8,9432.T 8035.T 4502.T 9022.T PG KO NKE AMGN ,0.36117561585577051542,40080.70041377045708941296,14476.17165587418094219174,108582
5,9432.T 4502.T 9022.T PG AMGN ,0.38351988922425633843,41292.95407966538914479315,15836.66917437557276571169,106323
10,9432.T 9433.T 8035.T 4502.T 2914.T 9022.T MSFT JNJ PG AMGN ,0.41768242212902390031,41759.92047456065483856946,17442.38473172991143655963,3939
9,9432.T 9433.T 8035.T 4502.T 9022.T MSFT JNJ PG AMGN ,0.45619709037396699580,42378.56659880837105447426,19332.97877659576261066832,4530
10,9432.T 9433.T 8035.T 4502.T 9022.T MSFT JNJ PG KO AMGN ,0.45221813856610210136,43004.55772225303371669725,19447.44104301575862336904,3948
9,9432.T 9433.T 8035.T 4502.T 9022.T MSFT PG KO AMGN ,0.48696088702486450828,43867.78845638104394311085,21361.89717853842375916429,5374
8,9432.T 9433.T 8035.T 4502.T 9022.T MSFT PG AMGN ,0.48549869495222125471,44247.69935004307626513764,21482.20028908416134072468,4380
8,9433.T 8035.T 4502.T 9022.T MSFT PG KO AMGN ,0.49757158791558975253,45655.10979814456368330866,22716.68547872338967863470,208884
7,9432.T 9433.T 4502.T 9022.T MSFT PG AMGN ,0.51132485712523068067,45767.81197953301307279617,23402.21992136913831927814,4848
10,9432.T 9433.T 8035.T 4502.T 9022.T AAPL MSFT PG KO AMGN ,0.50786048307637421395,48432.95729347498854622245,24597.18508788160761469044,104187
6,9433.T 4502.T 9022.T MSFT PG AMGN ,0.52118482134551413765,49020.49906712242227513343,25548.74004856614192249253,112644
7,9432.T 9433.T 4063.T 9022.T MSFT PG AMGN ,0.56086658274033451832,49132.39219968225370394066,27556.71691489365184679627,12116
7,9432.T 4063.T 4502.T 9022.T MSFT PG AMGN ,0.54619215922746322533,51932.79360938784520840272,28365.28467622575044515543,165587
6,9433.T 4063.T 9022.T MSFT PG AMGN ,0.57488042138051009822,52859.57182636127981822938,30387.93292553191349725239,7151
8,9432.T 9433.T 4063.T 9022.T AAPL MSFT PG AMGN ,0.56088318773101786263,54933.80351436188357183710,30811.44682932468640501611,15104
12,9432.T 9433.T 8035.T 4063.T 2914.T 9022.T AAPL MSFT UNH PG KO INTC ,0.54679572531690423531,57044.04533394667669199407,31191.44014338574197608978,203628
11,9432.T 9433.T 8035.T 4063.T 2914.T 9022.T AAPL MSFT UNH PG INTC ,0.55230729298776171099,58265.24983589429757557809,32180.32241211840664618649,204063
7,9433.T 4063.T 9022.T AAPL MSFT PG AMGN ,0.57770014811364278629,58363.49506467612809501588,33716.59974329325632425025,6104
8,9433.T 8035.T 4063.T 9022.T AAPL UNH PG INTC ,0.56964368146170440976,59922.85474878644890850410,34134.67558279368677176535,81076
6,9433.T 4063.T 9022.T MSFT PG KO ,0.55877357056514731504,61118.70508297126798424870,34151.51706753007601946592,87769
11,9432.T 9433.T 8035.T 4063.T 2914.T 9022.T AAPL MSFT PG KO INTC ,0.56217937193833922294,61229.79394198695808881894,34422.12710222015448380262,2736
11,9432.T 9433.T 8035.T 4063.T 9022.T AAPL MSFT WMT PG KO INTC ,0.56907190652936134878,61540.75884480815875576809,35021.11696507863962324336,2818
10,9432.T 9433.T 8035.T 4063.T 9022.T AAPL MSFT PG AMGN INTC ,0.57298025704267985247,62095.85200935763714369386,35579.69724560594477225095,27967
9,9432.T 9433.T 8035.T 4063.T 9022.T MSFT PG KO INTC ,0.57898837606588959837,62309.59402716298063751310,36076.53065911195153603330,2767
8,9433.T 8035.T 4063.T 9022.T MSFT UNH PG INTC ,0.57294229943377594783,63136.05709862316871294752,36173.31773126732878154144,16523
10,9432.T 9433.T 8035.T 4063.T 9022.T AAPL MSFT WMT PG INTC ,0.57709651288044383488,63233.17162146719783777371,36491.64284111936285626143,3816
5,9433.T 4063.T 9022.T MSFT PG ,0.57749527508159703704,63930.91761020863486919552,36919.80285152635042322800,11769
10,9432.T 9433.T 8035.T 4063.T 9022.T AAPL MSFT PG KO INTC ,0.58927247740584054458,64211.07106241481233155355,37837.81692183165432652459,2545
6,9433.T 8035.T 9022.T AAPL PG INTC ,0.58319094104169255655,65158.88565246319922152907,38000.07184088804933708161,16845
8,9432.T 9433.T 8035.T 4063.T 9022.T MSFT PG INTC ,0.57960214383041985808,65599.44035706801514606923,38021.57626503238134318963,94645
9,9433.T 8035.T 4063.T 9022.T AAPL MSFT UNH PG INTC ,0.57965993797122417064,65774.61166410910664126277,38126.90731729884282685816,3976
9,9433.T 8035.T 4063.T 2914.T 9022.T AAPL MSFT PG INTC ,0.57838569756035818070,66805.64910945926385466009,38639.43196114711463451385,3817
9,9432.T 9433.T 8035.T 4063.T 9022.T AAPL MSFT PG INTC ,0.59263187382099247191,67107.26442327231052331626,39769.90386216469050850719,4721
9,9433.T 8035.T 4063.T 9022.T AAPL MSFT PG KO INTC ,0.60173166444986325718,67916.04638044597231782973,40867.23563135986478300765,2915
4,4063.T 9022.T MSFT PG ,0.61646927822010277875,68894.25274943489057477564,42471.19026595745526719838,284560
