Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,7244
15,9983.T 8058.T 4502.T 2914.T 4503.T MSFT WMT JPM PG MRK KO MCD NKE VZ TRV ,0.99000276166030576341,17359.43300260778050869703,17185.88661343875719467178,243292
16,9983.T 8058.T 4502.T 4519.T 2914.T 4503.T AAPL MSFT WMT PG MRK KO MCD NKE VZ TRV ,1.05536891883825290073,17461.71294465311075327918,18428.54911146247832220979,11303
15,9983.T 8058.T 4502.T 4519.T 2914.T 4503.T AAPL MSFT WMT PG MRK MCD NKE VZ TRV ,1.05505418933720407360,17549.29045130071608582512,18515.45241054021244053729,11713
13,9983.T 4502.T 2914.T 4503.T 6702.T AAPL MSFT WMT PG MRK NKE VZ TRV ,1.05866790131192134439,17599.18007422664959449321,18631.68703399211153737269,186251
12,9983.T 2914.T 4503.T 6702.T AAPL MSFT WMT PG MRK NKE VZ TRV ,1.10600684242167690563,17665.89756599167594686151,19538.60358550724049564451,184658
15,9983.T 8058.T 4519.T 2914.T 4503.T AAPL MSFT V WMT PG MRK MCD NKE VZ TRV ,1.14334942544239370754,17746.32977968341947416775,20290.25595731227804208174,278925
16,9983.T 8058.T 4519.T 2914.T 4503.T AAPL MSFT WMT JPM PG MRK KO MCD NKE VZ TRV ,1.22404758449895445516,17752.67796099854967906140,21730.12257654809945961460,12494
15,9983.T 8058.T 4519.T 4503.T AAPL MSFT WMT JPM PG MRK KO MCD NKE VZ TRV ,1.21425138011157951468,18108.30000580050909775309,21988.02827351779342279769,12778
13,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT PG MRK NKE VZ TRV ,1.20003320441989402845,18380.95961683379573514685,22057.76186930172843858600,108645
16,9983.T 8058.T 4519.T 2914.T 4503.T AAPL MSFT WMT PG MRK KO MCD NKE VZ AXP TRV ,1.21605842669802299838,18418.45692394972866168246,22397.91974914361344417557,76497
17,9983.T 8058.T 4519.T 2914.T 4503.T AAPL MSFT V WMT JPM PG MRK KO MCD NKE VZ TRV ,1.21435034354422444203,18532.25844577455427497625,22504.65441027668566675857,13398
15,9983.T 8058.T 4519.T 2914.T 4503.T AAPL MSFT WMT JPM MRK KO MCD NKE VZ TRV ,1.21889869242425818996,18555.22521032976146670990,22616.93974650857853703201,12739
14,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT JPM PG MRK NKE VZ TRV ,1.33919299485705711739,18619.95749641997463186271,24935.71664374177635181695,107607
13,9983.T 4519.T 2914.T 4503.T AAPL MSFT WMT JPM PG KO NKE VZ TRV ,1.29571631072633386417,19550.91233220522553892806,25332.43599841893956181593,147404
13,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT JPM PG NKE VZ TRV ,1.39114431650672543128,19560.00092261416284600273,27210.78411436099850106984,104362
14,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT V WMT JPM PG NKE VZ TRV ,1.37055011979964769253,20319.03242159582441672683,27848.25231963108308264054,105172
13,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT PG NKE VZ AXP TRV ,1.35975988881393505814,20616.14797345206170575693,28033.01107615280852769502,105207
12,9983.T 4519.T 4503.T 7733.T AAPL MSFT WMT JPM PG NKE VZ TRV ,1.34131662600931633733,20921.81019606043628300540,28062.77186218709539389238,106362
14,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT JPM PG MCD NKE VZ TRV ,1.33493229729723705823,21131.14781738948659040034,28208.65170039524309686385,105245
14,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT V WMT PG NKE VZ AXP TRV ,1.34071964100030216471,21341.06305969012828427367,28612.38240395255706971511,120837
15,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT UNH WMT JPM PG NKE VZ AXP TRV ,1.34733809316052943750,21637.76210175131927826442,29153.38113043479461339302,104447
15,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT JPM PG KO NKE VZ AXP TRV ,1.34963919264823895006,21833.28979564418477821164,29467.06361264825318357907,104544
14,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT JPM PG NKE VZ AXP TRV ,1.37978389751988372858,22093.50555341746439808048,30484.26320237154504866339,104187
14,9983.T 4519.T 2914.T 6702.T 7733.T AAPL MSFT WMT PG MRK NKE VZ BA TRV ,1.45052764831510971888,22517.82885676047226297669,32662.73333675888352445327,22309
14,9983.T 4502.T 4519.T 2914.T 6702.T 7733.T AAPL MSFT WMT PG NKE VZ BA TRV ,1.46965483535623819833,22914.11788371055445168167,33675.84414571806701133028,14049
14,9983.T 4519.T 2914.T 6702.T 7733.T AAPL MSFT UNH WMT PG NKE VZ BA TRV ,1.47817068806606055631,22969.79198695188460987993,33953.27322608695249073207,23449
13,9983.T 4519.T 2914.T 6702.T 7733.T AAPL MSFT WMT PG NKE VZ BA TRV ,1.53208727862937088560,23190.40354439789734897204,35529.72225665349105838686,13852
12,9983.T 4519.T 2914.T 6702.T AAPL MSFT WMT KO NKE VZ BA TRV ,1.50493715644032644008,23802.88642575531775946729,35821.84821264825586695224,10101
13,9983.T 4519.T 2914.T 6702.T 5108.T AAPL MSFT WMT MCD NKE VZ BA TRV ,1.48974402924965465544,24282.15304948270204477012,36174.19252279314969200641,277628
12,9983.T 4519.T 6702.T 7733.T AAPL MSFT WMT PG NKE VZ BA TRV ,1.52607567618692852029,24297.26494094292502268218,37079.46502424242498818785,16849
11,9983.T 4519.T 2914.T 6702.T AAPL MSFT WMT NKE VZ BA TRV ,1.53758918981449577146,24403.20896590962001937442,37522.11030276681412942708,9677
12,9983.T 4519.T 2914.T 6702.T AAPL MSFT WMT MCD NKE VZ BA TRV ,1.51070084681830651974,24983.62583142916992073879,37742.78470013176411157474,10234
12,9983.T 4519.T 2914.T 6702.T 7733.T AAPL MSFT WMT NKE VZ BA TRV ,1.49639567953474061923,25302.40313764779421035200,37862.40673702242202125490,11052
14,9983.T 4519.T 2914.T 6702.T 7733.T AAPL MSFT WMT PG NKE VZ AXP BA TRV ,1.46176851200479185344,26140.44534519526132498868,38211.27989538866677321494,34001
10,9983.T 4519.T 6702.T AAPL MSFT WMT KO NKE BA TRV ,1.45261922893630535114,26435.51629354444594355300,38400.73929486166889546439,16667
10,9983.T 4519.T 6702.T AAPL MSFT WMT NKE VZ BA TRV ,1.49578364232631977337,26483.10517680716657196172,39612.99552147564099868760,10665
8,9983.T 4502.T 4519.T 2914.T MSFT NKE BA TRV ,1.52895873883810917704,27071.10113706867923610844,41390.59665349143324419856,34165
10,9983.T 4519.T 2914.T 6702.T AAPL MSFT PG NKE BA TRV ,1.51883819841400180550,27488.10742722854774910957,41749.98756258234789129347,12716
8,9983.T 4519.T 2914.T MSFT KO NKE BA TRV ,1.50116949114421949218,28287.40014514911672449671,42464.18208168642013333738,33065
10,9983.T 4519.T 2914.T 6702.T AAPL MSFT KO NKE BA TRV ,1.48478620141101380625,28703.95983850703123607673,42619.24349407115369103849,11067
10,9983.T 4519.T 2914.T 5108.T AAPL MSFT NKE VZ BA TRV ,1.46857240552460810434,29034.25899737033250858076,42638.91157839264633366838,5248
10,9983.T 4519.T 2914.T 6702.T AAPL MSFT UNH NKE VZ BA ,1.44054760396812620016,29833.81062725936135393567,42977.02441633729176828638,243046
7,9983.T 4519.T 2914.T MSFT NKE BA TRV ,1.55173513814258234866,29836.09330669962218962610,46297.71436890651239082217,32669
9,9983.T 4519.T 2914.T 6702.T AAPL MSFT NKE VZ BA ,1.44472489291458905392,32100.12021337450278224424,46375.84273781291267368942,5670
7,9983.T 4519.T 2914.T AAPL NKE BA TRV ,1.44040583704325486636,32372.38116784210069454275,46629.36679314890352543443,57827
8,9983.T 4519.T 2914.T MSFT JPM NKE BA TRV ,1.43599446667567320901,33419.62020791586110135540,47990.38969696968706557527,34185
8,9983.T 4519.T 6702.T AAPL MSFT NKE BA TRV ,1.42158617983370660909,34435.03619344661274226382,48952.37155467719276202843,15123
6,9983.T 4519.T MSFT NKE BA TRV ,1.41954840254466119198,36009.08435733303485903889,51116.63817654805461643264,30715
6,9983.T 4519.T AAPL NKE BA TRV ,1.32597117248749607477,38842.28091289744770620018,51503.74476416331890504807,268915
