Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,7419
9,9432.T 9433.T UNH JNJ WMT PG MRK MCD IBM ,0.03544145129156901775,36388.27394120963435852900,1289.65323847165132065129,227537
9,9432.T 9433.T JNJ WMT PG MRK MCD NKE IBM ,0.12325897091160323282,36568.77137999377737287432,4507.42912779972175485454,227746
8,9432.T 9433.T JNJ PG MRK MCD NKE IBM ,0.12236585150099670016,37300.52381753808731446043,4564.31035836625596857630,52230
7,9432.T JNJ PG MRK MCD NKE IBM ,0.15205957606531944615,37831.71883452175825368613,5752.67512779973912984133,52678
9,9432.T 9433.T AAPL WMT PG MRK MCD NKE IBM ,0.15280951032799677813,38478.59530707229714607820,5879.89530698287217092002,241537
7,9432.T 9433.T WMT PG MRK NKE IBM ,0.22061057972210990075,38732.94770208824775181711,8544.89804690385244612116,52452
5,9432.T PG MRK NKE IBM ,0.30158821731157636759,39466.93559336293401429430,11902.76274835312869981863,40320
7,9432.T MSFT WMT PG MRK NKE IBM ,0.26569487023312032825,44920.64712263727415120229,11935.18550803690050088335,55540
6,9432.T MSFT PG MRK NKE IBM ,0.28239920702769732985,46917.52445191102015087381,13249.47170092227133864071,42038
4,9432.T PG NKE IBM ,0.28965853895163590215,47615.57279234798625111580,13792.25724637678467843216,42409
4,PG MRK NKE IBM ,0.30400660903232190613,51323.87365792433411115780,15602.79679314888744556811,40762
5,MSFT PG MRK NKE IBM ,0.29574371925130099603,55720.13201419459801400080,16478.87907905139581998810,53034
7,6702.T UNH PG MRK NKE VZ AMGN ,0.28534303685023143515,60757.79363855031260754913,17336.81334914362014387734,4164
7,MSFT UNH PG MRK NKE VZ DD ,0.28094509223425973010,63381.71002019552543060854,17806.78036758893722435459,23988
4,MSFT PG NKE IBM ,0.29684358463789006777,65731.31898492293839808553,19511.92035046112141571939,110280
6,MSFT UNH PG MRK NKE VZ ,0.29105778799477116658,70127.64520227086904924363,20411.19728985508481855504,204012
5,UNH PG MRK NKE VZ ,0.27706745393081610995,73979.38855408712697681040,20497.28083003947904217057,10158
4,9433.T UNH NKE VZ ,0.27524573255139711536,74956.08599332744779530913,20631.34279841892930562608,4707
5,MSFT UNH MRK NKE VZ ,0.29496002051515213260,74998.50044291881204117090,22121.55922924897822667845,4253
4,UNH MRK NKE VZ ,0.29581729168711201616,76590.37280841442407108843,22656.75665349138216697611,12146
5,MSFT UNH PG NKE VZ ,0.28057125604291055510,84203.14924994611646980047,23624.98334782604433712550,3781
4,UNH V NKE VZ ,0.26924022752484938481,88960.95768331219733227044,23951.86848748347620130517,4788
4,MSFT UNH NKE VZ ,0.29693273371609996136,89467.67127467850514221936,26565.88021080367980175652,3514
3,UNH NKE VZ ,0.29312307180507352067,98115.60575972321385052055,28759.94775230563391232863,4590
3,MSFT NKE VZ ,0.25765145052802096437,113318.03090222769242245704,29196.55503293806759756990,3590
2,PG NKE ,0.22442135505025267994,132554.71555315746809355915,29748.10888274040189571679,8122
3,9983.T NKE VZ ,0.21534596469515487893,141795.47670610286877490580,30535.08372068508469965309,5644
2,MSFT NKE ,0.23542299471058372728,143607.76226394253899343312,33808.56945586291112704203,8942
1,NKE ,0.21671439199548189758,219801.27868033439153805375,47634.10046903814509278163,7200

Duration,15379
