AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
38.453,74.610,197.440,131.220,105.440,78.450,96.840,91.770,117.430,164.020,64.550,45.010,33.750,156.960,51.870,99.860,49.360,187.170,142.660,146.660,93.940,240.650,124.720,39.040,90.540,255.990,212.760,123.320,211.260,76.600
38.620,74.260,198.630,132.100,105.590,79.220,97.350,92.120,117.820,165.170,64.370,44.800,33.850,156.860,51.470,100.790,49.850,187.230,142.670,146.780,95.360,241.620,125.510,39.380,91.430,255.460,214.570,123.700,211.080,76.790
38.370,74.690,200.480,132.890,105.310,79.090,96.360,92.420,117.580,165.290,64.600,45.190,36.490,157.210,52.080,100.550,49.900,188.590,142.550,146.480,95.520,240.310,126.740,39.340,91.010,255.760,216.520,123.900,211.350,75.830
38.847,75.970,197.900,133.190,106.240,79.410,97.930,92.030,118.580,166.120,64.600,45.500,33.440,158.800,52.180,100.110,49.770,186.850,143.070,146.720,95.730,246.060,126.400,39.530,91.160,258.890,216.370,124.440,212.910,76.950
38.825,76.000,198.060,133.220,106.730,79.000,97.090,92.330,117.030,165.850,64.550,45.520,33.590,159.600,52.420,100.070,48.810,185.820,143.620,146.480,96.320,246.020,126.930,39.630,91.550,258.580,216.520,125.070,213.660,73.200
38.960,76.290,196.300,133.450,107.010,80.530,96.920,92.120,117.710,165.710,64.330,45.490,33.750,160.120,51.520,99.570,49.050,185.460,143.600,147.390,96.270,242.800,126.880,39.860,91.690,258.390,216.680,124.950,215.040,70.870
38.975,76.290,194.680,133.900,107.310,84.130,96.410,91.620,118.800,165.160,64.460,45.410,33.760,160.580,51.530,99.580,49.140,185.790,143.310,148.500,95.390,242.600,128.190,39.650,91.890,260.930,216.750,125.940,214.710,69.850
39.138,76.420,195.260,136.650,108.440,85.730,97.130,91.460,119.330,165.250,63.780,45.870,33.550,163.150,51.030,98.550,48.860,184.150,142.720,147.620,96.010,242.400,128.600,39.300,91.960,261.440,216.510,125.610,214.860,68.920
39.000,77.120,192.920,136.830,108.110,86.100,96.840,92.150,119.140,164.590,63.830,46.100,33.590,163.910,50.830,96.930,48.350,182.760,143.190,147.030,96.740,239.800,129.990,39.190,91.610,261.910,217.590,125.950,214.200,69.000
39.248,77.490,192.520,136.430,108.660,86.620,95.990,93.040,119.160,164.470,63.390,46.110,33.260,165.370,50.980,97.380,47.860,183.010,143.370,147.100,96.940,238.530,130.710,39.670,92.860,260.740,217.720,126.670,214.290,67.560
39.970,77.650,193.200,136.120,108.300,85.740,95.860,93.140,120.130,164.220,63.340,46.180,33.470,165.010,51.370,98.130,48.090,181.900,143.750,146.830,97.150,242.410,131.470,39.760,91.960,259.750,218.720,128.820,212.790,67.310
40.117,77.590,203.890,140.790,107.540,85.980,97.840,92.800,120.220,163.350,63.220,46.620,33.540,165.400,52.000,98.360,48.400,186.190,143.430,146.540,96.720,236.090,130.540,39.790,91.690,258.620,217.750,128.650,212.640,67.400
39.940,77.610,205.230,140.680,107.800,86.220,97.620,92.770,118.150,163.450,63.510,46.520,33.600,165.770,52.300,98.250,48.650,186.280,143.440,159.530,96.440,242.030,131.290,40.250,92.080,260.040,218.270,130.020,212.340,67.740
38.995,77.910,203.250,142.040,107.020,86.400,97.990,91.590,118.200,163.240,63.750,46.400,33.550,166.500,52.690,99.010,49.210,184.120,143.620,160.900,97.190,239.990,131.550,40.090,91.900,259.040,219.240,133.170,212.670,67.200
39.062,78.810,207.490,142.400,107.550,87.440,98.110,88.250,118.640,163.430,63.880,46.590,33.750,166.300,53.060,99.400,49.530,182.960,145.350,162.070,98.900,244.730,131.360,40.430,92.090,264.750,221.320,133.320,213.540,68.060
39.042,78.830,207.010,143.620,107.530,88.650,99.510,87.300,118.930,164.740,63.400,46.380,34.250,163.340,53.660,98.700,48.990,180.530,145.920,159.550,98.440,242.130,131.680,40.830,92.380,262.320,221.550,134.450,214.650,67.510
39.275,78.860,208.150,141.640,108.410,87.980,99.340,86.980,119.230,166.030,63.110,46.320,34.350,163.880,53.420,98.290,48.940,180.370,146.120,155.880,98.660,244.840,138.240,40.950,93.860,266.000,234.650,133.190,215.580,67.290
39.102,78.630,207.560,142.360,109.490,88.480,100.920,86.860,118.440,166.070,62.450,46.180,34.580,163.580,54.940,97.800,48.640,177.500,145.990,153.500,99.590,241.710,136.840,40.780,93.530,258.420,237.680,131.780,213.270,69.360
39.352,78.760,209.150,141.810,109.800,88.620,101.020,87.500,118.440,167.650,61.990,46.050,34.300,164.010,56.810,98.560,48.890,176.520,145.840,153.600,100.050,241.720,136.940,41.350,95.690,259.270,232.940,131.940,219.150,67.110
40.763,83.810,212.600,141.780,109.710,88.170,101.740,87.040,113.540,167.340,58.240,46.230,34.270,165.390,55.960,98.310,48.870,175.280,146.200,153.680,100.700,241.710,137.810,44.400,95.790,256.460,234.740,131.060,217.620,64.480
41.680,83.890,209.390,140.000,110.040,86.950,101.770,86.270,114.390,165.310,54.710,46.070,34.430,166.230,55.270,98.040,47.830,174.590,144.640,154.360,100.700,240.890,136.490,44.370,95.070,259.250,231.020,132.620,215.040,66.260
42.260,83.180,210.220,139.410,109.980,87.310,101.410,86.340,115.890,165.780,55.090,45.860,34.040,166.910,54.990,97.810,47.870,175.220,144.160,154.060,102.340,242.480,135.800,45.490,95.520,257.980,230.190,132.450,216.930,66.270
41.722,83.180,209.530,139.980,111.070,87.940,100.610,86.890,115.900,165.380,55.340,45.980,34.150,166.370,55.070,99.030,47.830,175.420,144.930,154.030,101.950,244.260,136.290,46.710,95.790,258.500,230.180,133.470,219.960,67.010
42.028,84.050,211.100,139.930,110.980,88.800,100.920,86.510,115.330,162.710,55.370,45.800,34.620,168.100,55.120,98.350,47.460,172.410,145.410,153.350,102.600,246.880,136.470,47.100,95.980,262.630,232.230,134.690,216.120,66.780
43.125,84.140,212.870,140.080,111.360,89.680,101.590,86.580,114.990,164.390,56.060,45.880,34.210,168.650,55.710,98.640,47.420,173.440,144.970,151.580,102.710,244.400,136.630,46.340,96.430,261.750,232.220,133.320,213.480,66.870
43.562,84.470,212.120,139.760,111.920,88.700,101.410,86.050,117.040,164.220,55.880,45.970,34.470,170.070,56.040,100.640,45.530,170.800,145.600,150.840,102.420,243.490,137.710,46.700,96.290,264.070,230.310,133.440,210.720,65.940
43.703,84.270,212.700,139.770,112.090,88.950,100.780,86.980,117.240,163.660,55.590,45.470,34.410,170.770,55.150,101.610,45.570,173.480,146.970,151.350,102.720,239.810,138.810,46.780,95.370,266.130,230.050,133.720,213.420,67.920
44.060,84.560,210.770,141.320,112.470,90.260,98.750,87.580,116.670,164.050,56.580,45.940,34.400,170.100,55.760,101.180,45.460,173.580,146.860,151.570,105.030,241.250,137.290,46.700,95.130,265.570,229.830,133.520,212.430,68.900
43.970,84.090,211.560,140.350,112.140,90.300,97.640,87.780,117.240,163.270,56.210,46.180,34.500,167.000,56.130,102.680,45.070,174.000,145.440,150.300,103.600,240.790,135.340,46.300,93.750,262.700,228.390,134.530,210.690,69.540
43.667,83.870,211.070,139.560,111.880,90.920,97.630,88.160,117.180,164.110,55.480,46.230,34.050,165.590,56.090,104.780,44.880,172.350,145.750,149.160,105.240,240.150,136.480,45.580,93.520,260.850,227.450,135.540,209.910,70.990
43.492,83.930,212.660,139.760,111.400,90.990,97.510,89.000,117.230,165.350,55.100,46.540,33.990,167.370,55.910,104.740,44.750,171.500,146.720,148.400,105.780,240.270,136.530,45.750,93.900,262.420,228.220,133.320,211.380,70.370
42.835,84.050,211.710,139.490,111.980,91.090,97.860,88.870,116.920,168.060,54.990,46.720,33.950,168.110,55.980,103.170,44.220,170.130,147.320,148.890,106.230,237.240,137.540,45.860,93.760,261.760,229.330,133.860,205.710,70.590
42.270,82.980,209.860,139.100,110.250,89.830,97.270,88.230,116.450,165.470,54.800,47.430,34.040,167.320,56.630,103.690,44.110,169.380,146.370,147.100,105.430,237.610,134.100,45.460,93.260,262.860,227.400,133.710,206.910,70.200
42.775,83.200,211.130,138.870,111.020,99.620,98.190,89.250,114.570,167.500,55.170,46.810,34.110,168.090,57.230,103.600,44.770,170.770,146.880,149.120,107.030,239.370,136.360,45.650,93.560,263.700,229.420,130.810,212.040,71.300
42.538,82.400,209.900,138.000,109.820,97.470,98.470,88.430,114.710,167.740,55.200,46.550,35.880,166.720,59.190,103.440,45.420,170.000,146.490,148.970,107.580,238.020,136.130,44.630,93.690,262.260,229.360,129.920,212.220,71.250
42.495,82.530,210.250,137.930,109.950,97.480,98.140,88.270,114.720,170.450,54.100,45.710,35.900,166.930,59.250,102.750,46.200,168.790,147.940,150.510,107.370,238.130,136.910,44.620,93.950,264.630,231.490,129.770,212.550,70.780
43.285,83.720,212.600,138.340,111.450,96.520,99.010,88.720,115.170,172.860,54.270,45.460,36.500,168.300,59.390,103.000,46.180,169.840,149.350,151.950,108.800,238.020,137.600,44.940,94.410,266.990,234.090,130.630,213.780,71.160
43.740,83.110,211.220,137.290,110.820,96.410,98.930,88.330,115.910,172.060,54.370,45.780,36.650,169.050,59.070,102.740,47.100,169.960,148.990,151.770,106.830,236.430,138.010,44.650,93.820,265.150,231.580,130.010,211.800,71.330
43.740,83.110,211.220,137.290,110.820,96.410,98.930,88.330,115.910,172.060,54.370,45.780,36.650,169.050,59.070,102.740,47.100,169.960,148.990,151.770,106.830,236.430,138.010,44.650,93.820,265.150,231.580,130.010,211.800,71.330
43.742,83.260,212.510,138.010,111.970,96.620,98.640,88.450,116.510,172.330,54.350,45.840,36.450,169.110,59.320,102.640,47.010,170.120,149.660,151.840,107.150,235.950,137.390,44.750,93.480,265.880,231.380,129.830,213.480,70.280
43.523,83.870,212.400,138.100,112.380,96.620,98.320,88.960,115.590,174.160,54.550,45.880,36.870,168.960,59.630,102.790,47.660,169.710,150.430,151.980,106.580,235.110,137.190,44.490,93.470,265.580,234.000,130.480,210.390,69.390
43.267,84.880,216.140,140.020,113.360,96.770,101.360,89.400,116.450,176.570,54.930,45.900,37.730,171.340,59.580,103.410,48.820,170.260,152.760,152.470,106.460,239.410,138.990,44.730,95.280,267.990,235.630,133.010,213.270,72.240
42.370,83.340,222.880,139.810,109.860,97.560,103.730,89.380,117.180,177.250,55.360,45.830,37.480,170.430,60.360,105.240,49.900,172.230,153.240,153.550,103.530,241.360,138.060,43.950,96.600,269.300,238.010,134.530,215.340,71.920
42.962,84.170,228.170,139.330,112.590,97.230,104.520,89.990,118.990,179.820,55.270,45.500,37.300,171.970,60.420,104.820,50.890,175.660,155.960,153.970,104.320,247.640,141.150,44.840,97.710,276.800,243.140,135.570,215.880,72.760
42.763,84.260,226.780,139.980,110.730,97.350,104.790,90.360,119.510,180.420,55.870,45.770,37.600,172.870,59.880,105.250,51.250,177.200,154.400,154.760,103.830,248.950,141.520,44.680,97.860,271.380,241.150,136.210,213.030,71.450
42.450,81.080,221.420,139.010,107.430,97.010,106.950,91.410,120.840,184.900,56.220,45.970,37.720,170.650,60.100,110.220,51.720,178.690,153.770,156.460,99.850,250.650,141.500,44.490,98.590,277.970,239.260,136.360,216.390,71.570
42.410,81.590,220.090,139.670,108.580,97.830,105.720,91.400,120.390,182.850,55.770,46.230,37.310,172.990,60.420,107.220,50.920,178.670,153.060,155.350,100.690,248.330,140.140,43.440,98.710,275.540,238.260,135.320,214.620,70.180
42.252,82.780,219.940,141.060,109.740,97.280,104.930,91.250,119.610,180.800,54.350,46.260,37.410,173.480,59.720,105.460,50.680,176.220,153.000,154.100,102.920,245.950,140.340,43.450,98.210,278.270,238.670,135.360,213.240,71.050
42.330,82.490,220.150,140.010,111.400,96.780,104.620,90.100,119.630,182.000,54.770,46.450,37.400,172.910,60.600,105.260,50.420,173.960,153.280,153.570,104.070,248.560,142.890,43.080,98.580,281.970,240.300,134.210,214.110,69.610
42.343,84.160,223.910,140.590,112.600,96.550,105.930,90.370,119.920,183.410,55.570,45.780,37.610,173.150,61.300,104.230,51.090,175.410,153.660,154.810,103.440,250.350,143.860,43.350,98.550,285.900,238.130,133.750,212.190,71.550
43.167,85.230,222.770,141.140,112.370,96.930,105.620,90.230,120.420,182.250,56.340,45.310,37.960,173.250,61.910,106.830,51.840,176.830,153.210,155.410,104.540,250.130,143.770,43.660,99.000,283.160,239.300,133.160,212.430,71.880
42.925,85.580,222.490,142.600,113.460,96.700,106.850,89.850,119.680,181.800,57.070,45.330,37.910,172.230,62.170,107.430,53.190,176.260,153.740,156.740,103.670,257.680,143.420,43.330,99.370,289.940,236.580,134.350,212.370,72.010
