AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
28.955,62.140,160.040,115.210,78.020,69.120,86.290,84.080,117.700,134.080,58.870,41.600,30.220,121.720,50.830,104.220,53.380,146.210,115.850,165.990,68.460,239.450,92.740,36.660,74.080,155.680,178.570,122.420,172.260,82.760
29.038,62.580,161.450,115.840,79.500,68.660,87.230,84.200,117.850,134.310,60.150,41.460,30.540,119.620,51.980,106.080,54.580,150.730,116.180,167.190,70.540,241.570,93.990,36.270,75.350,156.970,178.050,120.900,171.660,82.960
29.005,62.300,161.910,115.650,80.150,69.060,86.910,84.500,117.820,135.500,60.130,41.800,30.100,119.480,53.070,107.440,54.520,152.870,116.500,169.260,72.800,243.130,93.570,36.600,76.260,158.620,178.320,120.250,172.800,82.980
29.152,62.300,162.180,116.860,81.090,69.210,86.110,85.060,117.310,133.900,60.110,41.650,30.170,119.700,53.060,107.380,54.640,152.980,116.760,168.700,72.790,241.320,93.000,36.410,75.320,158.710,177.710,118.330,174.180,83.030
29.477,62.840,162.410,116.300,82.210,68.260,86.120,85.030,116.840,133.530,60.270,41.750,30.230,120.760,53.910,108.980,53.260,156.780,118.530,169.530,73.800,244.900,93.040,36.350,75.470,159.100,178.230,118.270,173.400,83.100
29.747,62.640,161.950,116.280,81.750,68.710,86.180,84.400,115.840,134.310,61.100,41.740,30.180,120.430,53.380,108.360,52.680,158.840,117.550,167.650,73.960,242.890,92.370,36.480,75.860,158.320,177.270,117.320,172.320,82.550
29.777,62.620,161.580,116.160,81.310,68.230,86.430,83.490,114.960,136.100,59.920,41.320,30.380,120.250,53.110,108.380,52.760,158.760,117.850,165.520,73.980,242.570,93.830,36.610,76.650,159.070,176.580,117.180,173.370,82.670
29.938,63.190,161.890,114.730,81.800,68.530,87.080,83.750,115.930,135.700,61.630,41.040,30.150,120.880,52.690,109.440,52.460,156.620,118.010,167.750,75.770,245.760,94.650,36.540,76.910,159.400,177.890,117.650,173.010,84.430
29.812,62.610,162.360,114.620,81.370,67.970,86.240,83.840,116.160,135.070,62.210,41.050,30.040,122.100,52.400,107.530,52.680,155.360,117.630,167.950,75.210,243.840,93.990,36.950,76.880,158.290,177.440,116.750,174.780,83.920
29.760,62.700,161.800,114.600,81.170,67.130,86.700,84.010,116.380,135.040,62.340,40.950,30.070,121.500,52.920,108.060,52.550,156.120,118.070,167.340,75.640,244.300,94.480,36.710,76.620,158.830,177.390,117.050,174.870,83.820
29.760,62.700,161.800,114.600,81.170,67.130,86.700,84.010,116.380,135.040,62.340,40.950,30.070,121.500,52.920,108.060,52.550,156.120,118.070,167.340,75.640,244.300,94.480,36.710,76.620,158.830,177.390,117.050,174.870,83.820
30.000,62.530,160.660,114.870,81.260,68.420,83.550,85.210,116.280,135.930,61.480,40.880,29.990,122.750,53.650,107.970,52.740,154.800,117.230,167.890,75.020,235.740,93.570,36.790,76.600,157.670,177.260,117.460,173.400,84.220
29.997,62.500,157.740,114.700,81.590,68.110,83.940,84.930,115.940,136.160,61.170,41.220,30.030,122.710,53.270,108.160,52.250,155.770,118.060,166.800,75.780,234.290,93.330,36.800,77.490,158.320,178.490,118.540,171.990,84.120
29.945,62.300,158.700,114.200,81.730,67.620,83.300,84.700,115.580,135.390,60.330,41.290,29.980,122.180,52.930,107.280,52.360,153.800,117.910,166.810,75.570,231.410,93.380,36.760,76.690,159.000,178.680,117.990,173.130,83.490
30.000,62.740,158.660,114.150,81.840,67.180,83.670,87.450,115.600,135.600,62.530,41.140,30.100,122.260,53.200,107.660,52.720,154.670,117.820,170.550,76.030,232.200,94.580,36.570,76.200,159.530,178.490,118.020,171.270,81.720
30.020,62.960,159.070,113.910,82.150,66.650,83.710,86.960,115.390,138.070,61.810,41.320,30.270,121.380,53.240,107.120,52.410,152.720,117.410,171.030,76.160,232.670,94.460,36.940,75.970,157.840,178.510,118.040,172.140,81.550
29.992,63.520,160.430,111.760,83.230,67.400,84.720,87.860,116.370,138.060,61.210,41.430,30.600,121.050,53.450,107.900,50.120,151.850,117.960,175.900,77.110,233.680,96.240,36.770,77.430,160.550,175.970,116.840,171.420,81.230
30.470,63.680,161.240,112.800,83.900,66.890,86.030,87.160,117.240,137.480,61.080,41.900,30.700,121.790,53.860,108.040,49.770,154.100,117.880,178.290,78.470,237.250,98.150,37.620,76.890,167.360,176.730,117.670,178.920,82.030
