AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
27.595,46.450,101.090,104.570,65.550,85.880,62.580,91.090,112.180,104.970,56.790,42.760,27.815,93.700,48.075,94.190,46.780,159.290,99.920,160.440,59.310,193.830,91.530,36.760,93.040,129.980,164.320,105.850,136.830,76.200
27.332,46.760,100.780,104.520,66.255,85.900,62.490,90.440,112.580,103.430,57.190,42.220,27.610,93.260,47.515,93.750,46.960,159.890,100.230,162.060,59.240,194.410,91.880,36.290,93.020,129.950,164.060,105.440,136.770,76.000
26.562,46.325,99.120,103.790,64.793,85.650,60.550,90.010,108.080,101.260,58.040,42.140,27.060,92.230,46.750,92.380,46.570,157.990,98.320,159.510,58.170,188.340,87.030,36.360,90.560,129.050,160.360,104.170,132.540,74.500
26.565,45.650,98.920,103.280,64.375,86.310,58.980,89.600,108.030,100.950,60.320,42.140,27.050,92.400,46.475,91.890,47.040,152.900,98.090,156.070,57.200,184.530,86.470,35.950,88.630,127.530,158.650,103.240,130.410,74.690
26.938,46.230,99.930,105.560,65.237,88.600,59.070,90.070,107.940,104.410,61.610,42.460,27.300,94.010,47.435,92.830,46.190,158.240,98.800,155.050,56.930,187.280,87.810,35.280,90.300,129.510,159.800,105.000,130.200,76.600
27.973,47.590,104.700,106.390,66.112,90.470,60.390,91.100,110.410,106.720,62.850,42.990,27.510,94.360,48.530,93.790,47.180,157.670,100.600,158.420,58.590,190.270,88.710,36.020,91.580,131.800,163.630,107.180,133.440,77.550
28.003,47.190,103.720,104.940,65.132,89.350,59.340,90.250,108.210,104.890,62.560,43.510,27.790,93.210,47.995,94.250,46.760,155.730,98.930,159.110,58.160,187.350,87.650,36.690,90.420,131.540,161.620,105.830,133.230,75.670
27.312,46.600,102.550,104.580,65.005,90.020,58.830,89.920,105.880,104.420,62.300,43.030,28.050,93.010,47.930,94.460,47.080,156.220,98.450,156.440,57.730,185.070,86.890,36.760,89.500,130.870,160.740,105.200,132.450,75.700
27.555,46.355,103.070,104.760,65.195,89.310,58.840,90.300,104.200,103.730,62.190,42.640,28.095,92.830,47.505,95.190,47.180,155.140,99.150,156.810,57.970,184.930,86.370,36.600,89.230,131.170,160.620,105.360,130.830,75.260
27.450,45.955,103.330,104.000,63.890,86.610,56.810,89.990,103.900,102.640,62.640,42.630,27.920,91.540,46.855,94.230,46.970,155.160,98.690,155.800,57.250,180.230,86.070,36.500,87.070,130.380,159.840,103.770,130.290,74.990
26.705,45.480,104.460,102.490,63.282,87.380,54.990,89.860,102.670,101.010,61.880,42.560,27.410,91.380,46.405,94.350,47.100,151.920,97.110,154.570,55.110,178.490,84.320,36.350,85.880,130.140,159.660,104.210,129.930,74.780
26.497,46.240,105.770,104.040,63.737,86.770,55.930,91.250,105.120,104.120,63.030,42.380,27.680,91.490,46.495,95.180,47.990,158.430,98.220,157.140,56.640,177.230,83.860,36.190,86.040,130.780,162.000,106.540,134.370,76.030
26.497,46.240,105.770,104.040,63.737,86.770,55.930,91.250,105.120,104.120,63.030,42.380,27.680,91.490,46.495,95.180,47.990,158.430,98.220,157.140,56.640,177.230,83.860,36.190,86.040,130.780,162.000,106.540,134.370,76.030
27.180,46.390,105.620,101.290,64.210,86.690,55.710,91.190,106.470,103.250,62.610,42.530,28.070,90.800,46.805,94.740,48.180,157.600,98.980,156.950,57.290,175.630,83.970,36.450,87.260,131.220,161.940,105.840,132.390,76.050
27.387,45.920,109.320,101.900,64.320,86.640,55.890,90.730,108.160,103.530,62.160,43.160,27.840,90.340,46.755,94.170,48.250,157.380,99.250,152.090,57.710,177.150,85.370,36.090,87.670,132.410,162.540,105.010,134.220,75.590
28.100,47.130,113.850,103.760,64.400,88.300,57.590,91.620,108.920,106.070,62.590,43.360,28.500,90.890,47.925,95.150,47.800,159.570,99.390,155.390,58.000,182.040,86.820,36.480,84.370,135.640,165.890,108.170,136.080,76.020
28.245,47.180,112.000,102.200,64.573,88.510,56.680,90.080,106.850,105.370,62.490,43.780,28.210,89.560,48.080,94.720,47.150,159.810,102.500,155.870,58.620,180.490,85.610,36.910,84.130,134.620,164.020,107.000,133.710,75.590
28.275,47.010,111.610,102.260,64.132,88.630,56.770,89.580,108.880,106.360,62.820,43.310,27.970,90.670,48.175,94.970,46.960,159.730,101.890,156.360,59.780,180.420,86.030,36.445,83.300,134.070,164.240,107.070,133.680,75.840
27.285,42.660,110.010,102.090,62.748,87.530,56.200,86.490,108.260,105.160,62.560,43.000,26.900,89.570,47.250,93.970,46.350,158.890,100.900,153.670,57.790,176.490,79.850,35.805,82.400,132.480,163.630,106.050,132.510,74.930
28.828,41.190,108.460,101.480,61.590,86.820,54.750,85.150,103.710,104.740,61.450,42.390,26.805,88.780,46.655,92.670,46.050,154.640,99.820,151.550,56.350,173.050,80.010,34.185,81.730,139.640,163.940,104.580,129.090,73.770
29.725,42.010,109.390,102.380,62.000,87.720,55.670,85.670,103.000,107.620,62.090,41.920,27.220,93.270,47.435,93.220,46.110,156.370,100.170,155.480,58.100,175.990,80.000,33.775,82.000,147.780,166.130,104.540,135.030,74.570
29.290,40.400,106.250,100.140,63.727,84.980,54.380,84.290,102.530,104.420,60.280,42.100,26.365,92.440,46.125,90.960,45.710,152.260,97.760,153.310,56.450,172.410,79.970,34.210,80.690,145.370,162.300,102.820,135.480,73.750
29.657,41.280,107.290,100.830,63.835,85.710,55.470,85.120,106.060,104.430,60.880,41.170,26.830,92.510,45.960,91.930,46.980,152.500,99.770,154.660,57.280,175.490,80.840,33.040,82.130,146.260,164.420,104.580,135.660,74.890
29.663,41.600,107.810,102.460,64.948,86.190,56.720,85.950,109.530,107.240,61.020,41.590,27.120,93.920,46.675,94.100,47.830,152.230,101.270,158.470,58.610,180.240,83.920,33.650,83.730,147.340,165.940,106.040,140.670,74.790
29.890,41.840,107.920,101.360,66.222,86.650,56.380,85.790,108.350,108.410,59.050,41.630,26.690,94.050,46.270,101.280,47.800,151.450,100.750,156.960,58.990,178.780,81.950,33.700,83.610,147.220,164.810,106.730,138.660,74.670
29.985,42.450,108.820,102.460,67.950,87.280,56.770,86.700,109.310,108.990,59.170,41.680,27.260,94.340,46.670,102.640,47.860,153.360,102.340,157.910,59.260,180.770,83.570,33.600,84.730,148.600,166.550,107.410,143.400,74.790
29.733,42.410,107.600,101.100,66.855,87.330,57.890,85.610,109.610,109.040,58.790,41.790,27.240,93.990,45.895,102.020,49.330,151.400,101.750,156.720,59.170,183.430,83.210,33.940,85.010,148.000,166.070,107.200,145.200,76.150
29.930,42.360,106.490,99.780,66.365,85.910,57.820,85.050,110.430,108.340,58.330,41.450,27.120,92.720,45.585,101.730,49.090,150.010,101.590,155.750,57.980,182.220,84.670,33.295,84.980,147.580,164.840,105.770,144.780,76.400
30.505,42.600,108.970,100.350,66.138,87.290,58.460,85.390,110.180,110.670,58.850,41.230,27.490,94.020,46.375,101.920,49.510,152.570,102.440,158.560,58.790,184.560,83.900,32.930,85.840,148.040,165.820,106.520,145.500,76.690
31.220,42.380,109.850,100.380,66.498,86.340,58.370,85.640,109.980,110.310,58.740,42.400,26.930,94.210,45.655,101.870,49.810,153.110,102.430,158.200,58.800,187.650,83.410,33.700,86.010,147.920,164.480,107.770,144.240,79.530
31.615,43.090,109.840,98.440,67.728,85.890,59.570,86.030,110.860,112.160,58.880,42.370,29.460,95.090,46.000,103.580,49.520,153.180,103.500,158.520,61.260,189.780,83.530,33.550,80.480,148.090,165.910,108.040,147.450,79.960
31.770,43.870,109.440,99.620,67.407,85.810,59.670,85.900,112.780,111.890,58.810,42.170,29.430,95.650,46.020,104.170,49.310,153.480,104.380,160.400,62.850,189.000,85.130,34.125,78.080,149.730,165.940,108.000,148.320,78.730
31.770,43.870,109.440,99.620,67.407,85.810,59.670,85.900,112.780,111.890,58.810,42.170,29.430,95.650,46.020,104.170,49.310,153.480,104.380,160.400,62.850,189.000,85.130,34.125,78.080,149.730,165.940,108.000,148.320,78.730
31.957,43.580,109.760,100.440,67.718,85.960,60.100,85.490,112.400,112.000,58.790,41.990,29.310,94.350,45.930,104.120,49.180,154.240,104.000,160.960,62.070,190.020,85.380,34.360,79.080,149.920,166.920,108.000,148.710,78.000
32.179,43.530,109.770,99.960,67.280,86.290,59.370,86.260,110.440,111.990,58.800,41.810,29.490,94.580,46.810,103.860,48.940,155.780,104.620,162.190,63.000,188.670,84.800,34.735,79.780,151.170,167.400,107.980,148.230,77.790
32.112,43.500,110.030,100.700,67.275,83.520,59.230,85.210,108.350,110.940,58.300,41.730,29.310,94.190,46.850,103.890,48.910,156.050,104.700,163.890,62.810,189.110,83.300,34.265,78.400,153.750,167.090,107.990,149.040,77.100
32.374,43.855,112.620,100.260,68.250,84.300,59.800,84.870,108.600,112.240,58.350,42.110,29.610,94.190,47.465,104.550,48.970,157.660,105.360,163.650,63.740,191.510,84.440,34.210,79.830,158.310,168.120,107.820,148.590,77.130
33.250,44.150,116.400,100.180,68.252,84.600,59.350,85.390,107.860,112.280,58.300,41.970,29.630,94.310,47.505,104.990,48.770,158.420,104.380,162.910,62.580,190.310,83.490,34.410,80.300,154.740,168.810,107.080,148.470,78.590
33.042,44.090,115.430,100.700,68.118,84.570,60.820,85.500,107.960,116.750,58.360,41.850,29.630,94.980,47.710,104.670,49.220,157.370,104.300,164.830,61.930,192.220,84.500,33.760,80.860,154.380,169.120,107.550,149.430,80.390
32.197,43.990,114.050,101.210,68.252,83.570,61.140,85.460,108.580,116.310,58.490,42.130,29.490,98.660,48.410,105.570,49.200,158.080,104.390,162.810,62.870,191.720,85.150,34.410,82.170,153.010,168.890,106.910,149.550,80.010
32.604,44.055,113.660,102.800,68.438,83.800,61.580,85.170,107.060,115.380,58.960,42.050,29.910,99.510,48.495,104.560,49.370,158.970,103.640,160.870,70.240,192.200,83.800,33.945,83.250,151.730,169.610,107.820,147.750,81.650
32.115,43.850,113.630,102.510,67.828,83.930,61.280,85.130,106.680,114.750,58.540,42.460,29.510,98.900,48.560,104.080,49.450,157.720,102.780,161.940,69.380,189.790,82.900,33.650,81.590,150.850,168.650,107.440,147.720,83.080
32.273,43.880,114.400,103.220,69.573,83.960,61.770,85.410,105.900,116.120,58.580,43.300,30.190,100.000,49.375,105.890,49.470,159.630,104.580,160.480,68.460,191.790,83.000,33.250,82.030,153.800,170.500,107.900,148.050,83.620
32.340,43.280,112.860,102.340,68.825,83.370,61.970,85.160,105.160,116.070,58.340,43.200,29.540,99.740,48.985,106.350,49.550,158.560,104.040,161.030,66.950,191.270,82.840,34.060,81.910,155.570,168.270,107.400,147.750,83.210
32.135,43.055,113.820,101.650,68.438,82.580,62.130,84.350,105.160,114.760,57.880,42.950,29.330,100.250,48.760,105.570,49.070,159.190,103.050,159.420,64.880,189.670,81.730,34.095,80.630,154.350,167.160,106.880,148.710,83.020
31.602,43.110,114.790,102.520,68.532,83.570,62.000,84.630,104.730,115.910,57.980,42.500,29.300,99.110,49.230,105.030,48.920,159.600,103.130,161.180,65.590,190.080,81.510,34.120,81.150,154.470,167.570,107.600,146.670,83.200
31.650,42.360,112.880,100.110,67.335,82.590,60.890,82.660,103.550,114.450,56.840,42.400,28.925,97.130,48.455,103.820,48.290,154.880,101.870,158.500,64.560,186.910,80.060,33.730,80.310,153.120,164.360,105.800,143.820,82.350
31.785,42.850,114.900,100.660,67.855,82.880,61.500,83.090,103.950,115.250,57.260,41.520,29.360,97.710,48.715,105.260,48.230,155.010,103.140,160.770,65.480,187.930,80.810,33.190,80.510,154.750,166.370,106.720,143.790,83.500
31.128,42.030,112.460,99.530,66.300,82.070,59.960,81.540,102.910,112.560,56.580,41.390,28.660,96.290,48.255,103.090,47.510,153.580,101.170,157.810,63.760,182.710,79.910,32.720,79.110,152.420,162.260,104.730,141.330,82.720
30.560,41.980,112.720,98.320,66.188,80.690,60.240,81.390,103.540,113.070,56.060,40.690,28.260,94.960,47.670,102.890,47.680,152.700,100.650,156.800,63.680,184.180,79.700,31.700,79.450,151.170,161.730,105.670,140.340,82.510
31.113,41.020,114.880,99.830,67.395,81.900,61.370,82.090,102.420,116.100,56.170,40.100,28.240,96.250,48.520,107.170,48.730,154.250,102.460,157.980,64.950,189.950,80.190,32.330,81.560,152.040,164.470,107.830,142.380,84.250
30.898,41.380,115.250,99.210,66.257,81.900,61.000,81.830,101.620,114.820,56.200,40.570,27.940,96.350,47.905,106.440,48.840,154.260,101.170,154.280,64.600,189.340,79.230,30.800,80.600,151.570,162.740,106.720,141.150,83.720
31.238,41.560,118.520,101.060,67.255,83.290,61.850,83.560,103.130,116.500,57.120,39.910,28.300,97.150,48.220,107.370,49.270,163.030,102.780,157.080,66.430,191.900,79.970,30.930,81.500,153.670,166.210,108.930,141.090,86.770
31.760,41.695,117.600,99.890,66.125,82.620,61.610,82.850,103.170,115.580,56.470,40.290,28.150,96.170,48.270,106.960,48.950,163.070,102.210,156.960,67.550,190.570,78.450,30.830,81.060,154.510,164.230,108.750,139.890,86.260
32.117,42.500,119.960,101.460,66.918,82.530,61.750,83.750,106.700,116.080,57.650,40.510,28.150,97.000,48.755,107.970,49.540,166.540,103.840,159.810,68.550,192.320,81.330,30.590,81.860,155.730,166.470,109.520,142.620,87.180
31.874,42.285,120.760,101.690,66.810,81.520,61.200,83.380,104.750,115.160,58.210,40.600,28.260,95.980,49.160,107.370,49.300,169.110,103.020,159.810,68.880,189.970,80.090,30.890,81.540,154.110,165.660,109.110,140.190,87.360
31.475,42.880,119.140,102.400,67.410,83.240,61.750,84.740,107.030,117.490,58.580,40.020,28.440,97.050,50.990,108.430,49.560,170.100,105.400,162.880,67.690,193.130,81.190,30.740,82.700,154.500,166.490,109.730,141.870,88.230
31.802,42.855,119.040,102.980,67.080,83.310,61.140,84.860,105.920,116.070,58.730,40.650,28.405,98.620,50.730,108.220,49.640,166.540,104.300,164.630,67.660,191.960,81.090,31.310,82.200,152.810,166.130,109.620,141.690,87.920
31.672,42.900,118.120,101.960,67.100,83.050,60.460,83.920,104.200,116.150,58.630,40.620,28.000,99.360,50.325,107.110,49.410,166.010,104.060,163.000,67.370,191.280,80.480,31.200,81.370,151.650,166.320,109.230,141.630,88.000
30.845,41.460,116.540,100.340,65.730,81.320,59.610,83.010,105.670,113.680,58.260,40.470,27.460,98.140,49.495,105.000,48.730,160.620,101.930,159.200,65.780,187.350,79.860,30.790,80.110,148.230,162.700,107.610,140.490,85.880
31.060,41.210,116.250,100.140,65.590,81.890,59.540,82.150,105.250,112.370,57.600,40.450,27.090,97.640,49.665,105.240,48.420,160.550,102.170,160.590,65.990,187.240,79.880,29.890,78.480,148.170,162.590,106.830,140.580,84.440
30.812,40.970,118.010,100.340,65.540,81.350,59.550,82.310,104.280,113.860,57.750,40.350,27.130,96.960,49.940,105.480,48.560,162.590,102.960,160.400,66.550,188.060,79.670,30.080,77.970,148.850,163.500,107.130,143.280,85.290
