AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
56.148,137.070,217.210,129.990,174.290,117.850,115.550,123.850,116.010,231.080,83.610,54.440,47.740,209.020,92.280,129.550,59.850,193.190,164.190,143.660,147.690,202.690,122.370,50.760,116.700,374.940,158.380,145.550,67.950,54.700
54.740,134.650,216.750,132.000,169.830,116.120,113.250,121.080,112.290,225.550,81.620,54.650,46.560,206.270,91.490,129.140,58.910,189.210,161.080,141.690,144.220,198.250,119.960,49.390,112.860,367.360,155.650,142.390,67.240,52.830
55.205,136.280,215.360,131.190,172.870,116.310,112.190,121.740,113.150,226.810,82.740,53.080,47.060,210.030,92.220,128.150,59.010,192.620,161.520,142.020,147.000,197.240,120.040,50.030,112.550,372.070,155.230,141.730,68.120,52.600
56.752,138.120,219.800,133.660,175.980,118.160,114.620,124.000,113.850,227.930,85.000,53.840,47.520,211.690,93.070,130.270,59.900,195.590,163.630,142.990,148.030,200.800,121.040,50.920,114.410,375.700,155.820,144.960,68.150,52.970
56.765,137.120,221.240,133.160,174.900,117.230,114.370,122.840,113.260,226.740,84.390,54.540,47.770,211.920,93.170,130.900,60.250,197.170,163.180,141.280,148.800,200.400,120.250,50.620,113.650,376.540,153.520,143.150,66.700,52.760
56.100,135.670,220.110,131.840,172.420,117.580,111.820,120.930,111.710,226.670,83.290,53.870,46.390,211.110,91.750,128.470,59.720,196.080,158.620,138.380,145.910,197.370,117.970,49.725,112.540,374.100,150.740,140.630,64.920,52.090
56.758,138.240,222.080,129.220,174.880,118.930,112.630,121.980,113.140,228.940,84.180,53.580,46.840,212.830,92.520,129.330,59.220,196.690,159.840,139.670,147.050,196.850,119.440,50.480,113.920,374.960,150.990,141.300,64.810,52.075
57.523,139.100,223.730,129.060,174.880,119.610,114.210,121.940,114.590,231.610,83.760,53.830,46.150,211.760,93.000,129.340,59.830,198.680,160.970,141.130,146.410,199.870,122.690,51.110,115.020,371.000,152.310,141.560,63.140,52.930
59.053,139.680,222.070,131.330,177.060,120.240,116.140,121.090,116.150,234.660,84.340,53.660,46.560,209.020,93.880,130.020,59.930,200.800,163.530,142.760,149.370,204.680,128.400,52.090,116.400,374.920,158.100,142.600,65.160,53.990
58.968,139.550,220.590,130.720,177.360,119.170,116.450,120.050,116.180,234.180,84.690,53.300,46.050,208.380,94.880,129.700,59.600,202.890,162.980,142.040,149.370,205.820,128.380,51.640,116.390,373.180,160.510,143.110,64.800,53.670
58.830,141.575,238.590,132.840,178.750,119.530,119.960,117.200,116.310,235.620,85.040,53.300,46.360,207.220,94.790,129.760,60.550,204.660,163.640,143.000,152.740,206.460,131.030,52.650,117.590,370.960,162.980,143.310,65.560,54.515
58.593,140.410,236.990,135.170,177.870,119.420,119.680,117.530,115.110,235.900,84.450,53.510,46.790,208.300,94.880,130.860,60.290,203.210,163.630,142.110,146.970,207.420,130.190,52.445,117.410,372.430,162.180,142.570,66.610,54.660
58.820,139.690,243.670,136.170,177.940,119.840,120.350,116.630,115.350,236.770,83.800,53.490,47.030,206.850,95.560,132.370,60.410,203.560,167.520,134.260,146.170,206.460,132.070,51.860,119.100,369.060,163.540,140.480,66.230,55.940
