AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
129.930,239.820,530.180,176.650,207.760,141.790,134.100,151.560,179.490,315.860,110.950,63.610,47.640,263.530,117.010,86.880,39.400,262.640,214.300,140.890,132.590,343.380,239.560,26.430,147.750,190.490,119.920,187.490,68.630,37.360
125.070,239.580,518.640,178.190,207.390,143.600,135.120,151.570,173.990,315.910,111.140,62.950,47.940,264.330,118.750,88.970,40.120,261.650,214.300,141.550,134.780,346.220,238.880,26.730,147.120,195.390,122.470,187.120,68.860,37.190
126.360,229.100,504.500,180.130,212.610,143.760,136.380,152.230,172.140,319.730,112.080,62.920,47.550,264.390,121.210,91.980,41.130,264.390,210.040,142.600,139.590,347.700,241.360,27.680,150.540,203.640,125.150,187.230,70.530,37.490
125.020,222.310,489.960,178.800,211.110,143.270,135.350,150.340,175.240,315.470,113.640,62.200,46.880,262.160,120.620,91.920,41.700,266.860,204.470,141.110,136.340,343.760,240.280,27.560,146.430,204.990,122.960,187.550,70.870,35.190
129.620,224.930,490.000,180.250,217.750,146.780,137.940,153.920,176.560,317.530,114.840,63.400,48.320,269.470,124.530,93.920,42.190,275.200,210.270,143.700,140.510,348.080,248.860,28.730,150.170,213.000,126.720,193.870,72.470,36.610
130.150,227.120,490.060,175.580,218.600,144.950,137.370,152.040,175.180,317.810,110.380,62.610,48.580,267.250,124.850,94.770,41.370,270.120,210.670,143.550,147.100,353.000,246.620,29.310,150.400,208.570,126.790,189.120,73.480,36.350
130.730,228.850,486.000,175.160,221.090,144.860,138.600,151.890,176.040,320.630,110.810,62.130,48.810,268.910,125.840,95.560,41.950,273.880,211.340,144.800,147.440,357.360,250.510,29.440,152.000,206.690,128.130,191.220,73.920,36.700
133.490,235.770,493.400,174.880,222.100,146.130,139.630,150.660,175.200,329.000,111.070,62.010,49.210,268.810,127.940,96.330,41.180,272.910,212.300,145.260,144.900,364.480,250.730,29.850,153.920,208.030,129.120,191.630,74.900,37.120
133.410,238.510,495.670,174.000,223.620,144.810,139.490,149.810,177.080,329.870,111.770,61.210,49.000,266.690,127.890,99.810,41.810,270.920,215.980,145.550,149.600,369.940,255.070,30.290,154.920,214.320,129.350,191.990,74.750,36.660
134.760,239.230,489.570,173.430,223.060,145.290,143.010,150.880,177.560,331.210,112.250,61.430,48.880,268.890,128.850,99.400,41.860,271.730,216.610,145.890,149.510,374.000,258.460,30.110,155.760,214.130,129.510,193.920,75.200,36.780
