AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
116.790,212.460,313.070,147.320,203.350,143.080,96.970,139.240,70.420,277.620,81.640,49.370,38.800,219.590,126.640,123.310,59.450,255.390,163.680,121.090,253.450,198.550,146.710,52.240,101.330,167.860,158.790,107.810,54.530,35.870
113.020,206.190,311.980,146.240,201.460,140.500,97.890,138.120,71.190,279.310,80.800,49.180,38.270,222.670,126.640,122.550,59.240,245.410,165.610,120.570,247.850,199.900,149.940,51.010,101.610,168.080,160.360,108.580,54.770,35.770
116.500,210.380,318.150,148.230,203.540,141.800,99.040,139.390,72.700,282.100,81.240,49.360,38.570,226.070,127.910,123.370,59.660,256.010,168.720,122.010,251.530,201.800,153.490,51.690,103.890,171.200,162.750,111.910,56.080,36.620
113.160,205.910,314.450,146.260,200.450,140.630,98.020,139.610,72.300,276.470,79.630,49.380,38.570,224.090,127.650,120.930,59.460,252.690,166.890,121.970,250.140,201.090,151.530,51.370,101.760,159.540,162.230,111.530,56.140,35.950
115.080,209.830,323.170,147.880,202.470,140.890,99.730,140.700,73.780,282.790,80.040,48.940,39.400,226.480,130.060,122.910,59.610,257.670,171.550,124.070,259.980,203.600,154.770,52.670,103.380,164.610,166.490,113.800,57.660,36.490
114.970,210.580,322.410,148.890,202.980,141.360,101.780,141.650,75.220,284.520,80.480,49.560,39.790,225.800,129.710,123.090,59.190,240.090,173.780,131.490,260.220,207.980,156.660,53.370,106.060,168.000,167.710,115.620,59.270,37.070
116.970,215.810,327.840,150.970,206.640,142.780,101.200,142.920,74.000,285.920,80.360,50.460,39.850,224.830,130.980,124.980,59.330,236.700,174.380,127.790,265.980,207.540,158.940,52.820,106.340,167.330,169.300,115.830,59.310,36.340
124.400,221.400,329.970,151.840,206.400,144.250,102.440,144.490,74.510,286.910,80.360,50.810,40.360,226.110,129.460,124.970,59.550,239.510,175.360,127.210,267.070,214.120,162.610,53.880,106.610,167.350,168.650,116.540,58.430,36.930
121.100,222.860,331.420,148.360,204.320,146.230,100.780,144.210,73.400,290.360,80.710,51.090,39.810,227.350,129.200,128.960,59.360,239.340,171.550,125.100,266.830,210.810,162.120,53.830,105.010,162.140,166.630,112.890,58.320,36.180
121.190,220.860,321.850,148.100,202.200,143.940,100.220,144.040,72.950,287.090,80.510,50.220,39.890,227.620,127.660,126.590,58.430,237.650,173.470,125.940,261.830,211.230,163.610,53.550,104.810,163.240,168.400,112.030,58.770,35.910
120.710,219.660,324.570,147.190,199.550,144.530,101.720,143.830,73.510,287.540,79.060,50.120,39.970,229.640,129.000,127.360,58.160,235.010,172.610,124.890,257.720,208.600,165.040,53.850,104.430,164.240,169.080,112.640,59.280,37.640
