AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
142.650,289.100,392.430,160.470,230.460,137.050,167.130,139.580,104.330,329.860,81.400,52.470,55.140,242.930,147.060,176.010,54.300,213.920,215.650,143.320,275.260,380.000,194.330,53.860,173.940,226.000,176.680,152.420,69.130,46.800
139.140,283.110,387.010,159.220,224.730,135.730,166.950,138.790,104.720,326.470,83.100,53.020,54.230,243.080,147.140,173.460,54.500,211.440,214.210,144.110,270.860,374.150,193.130,53.470,172.660,223.790,176.040,151.380,70.180,46.690
141.110,288.760,393.430,159.580,224.280,136.620,168.660,139.330,105.860,329.480,81.600,52.990,54.690,245.220,149.460,174.610,54.510,211.860,215.720,143.150,271.770,385.810,192.500,53.950,174.760,224.420,177.880,153.600,70.970,47.090
142.000,293.110,394.250,159.910,226.510,137.620,169.020,141.190,104.930,330.360,80.660,53.080,53.940,247.100,148.800,175.480,54.530,209.980,216.860,142.360,275.270,388.050,191.860,53.980,173.400,224.990,178.400,155.090,69.800,46.910
143.290,294.850,404.700,161.340,230.550,139.240,170.090,142.320,105.680,337.480,81.940,53.710,55.020,248.320,151.850,177.710,53.900,209.120,218.370,141.810,274.580,390.620,195.750,54.180,174.290,226.480,177.800,157.240,70.540,47.850
142.900,294.850,408.460,160.930,230.270,139.660,170.220,141.730,108.050,334.340,80.630,53.880,55.080,247.700,152.480,176.740,53.240,208.950,217.700,143.220,272.480,392.810,195.160,53.810,175.150,226.390,176.950,157.330,70.420,47.380
142.810,294.230,404.990,160.250,225.110,139.530,166.640,142.320,107.130,336.970,79.930,54.120,54.930,246.580,150.280,173.520,52.180,206.700,215.290,142.430,273.750,385.240,192.890,53.440,173.460,226.450,176.280,156.230,69.760,47.420
141.510,292.880,403.240,157.690,224.050,139.380,165.360,142.110,107.150,337.800,79.590,54.230,54.280,244.520,153.350,173.130,51.330,201.890,214.330,140.470,279.000,386.530,189.920,52.170,174.910,223.570,175.530,156.480,69.220,47.420
140.910,296.310,403.550,159.200,222.460,138.370,161.000,142.440,107.790,338.280,78.950,54.230,54.620,242.650,156.300,172.960,51.350,203.610,215.580,140.760,284.410,386.310,188.940,52.260,168.720,221.780,177.170,156.390,69.660,47.260
143.760,302.750,420.360,160.110,225.180,139.870,163.470,144.050,108.810,344.050,78.330,54.240,55.650,244.550,157.140,174.410,51.920,206.780,218.590,143.390,290.020,391.200,194.330,53.900,171.510,217.440,180.320,156.690,71.710,50.770
