Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,6454
27,6758.T 9432.T 9433.T 4519.T 3382.T 8411.T 6954.T 4503.T 6702.T 9022.T AAPL MSFT V WMT PG MRK KO CSCO NKE DIS VZ HON CAT INTC BA TRV DD ,2.04831515552702692062,5628.26271016425562265795,11528.45580851706290559378,172620
29,6758.T 9432.T 9433.T 4519.T 2914.T 3382.T 8411.T 6954.T 4503.T 6702.T 9022.T AAPL MSFT V WMT JPM PG MRK KO CSCO NKE DIS VZ HON CAT INTC BA TRV DD ,2.00502026226000484854,5891.68637369494990707608,11812.95055813954604673199,175138
27,6758.T 9432.T 9433.T 4519.T 3382.T 8411.T 6954.T 4503.T 6702.T 9022.T AAPL MSFT V WMT JPM PG MRK KO CSCO NKE DIS VZ CAT INTC BA TRV DD ,2.09930630799908435336,5957.56456702543528081151,12506.75287586833110253792,188861
27,6758.T 9433.T 4519.T 3382.T 8411.T 6954.T 4503.T 6702.T 9022.T AAPL MSFT V WMT JPM PG MRK KO CSCO NKE DIS VZ HON CAT INTC BA TRV DD ,2.16061856752749692490,6156.66051247429186332738,13302.19501721530832583085,190223
27,6758.T 9432.T 9433.T 4519.T 7267.T 3382.T 8411.T 6954.T 4503.T 6702.T AAPL MSFT V WMT JPM PG MRK KO CSCO NKE DIS VZ CAT INTC BA TRV DD ,2.15780901932342095151,6236.67470835423864627955,13457.55293627304308756720,120938
26,6758.T 9432.T 9433.T 4519.T 7267.T 3382.T 8411.T 6954.T 4503.T 6702.T AAPL MSFT JNJ V WMT PG MRK KO CSCO NKE DIS VZ CAT INTC TRV DD ,2.18334006923781975829,6307.80018920736802101601,13772.07290184234807384200,168803
25,6758.T 9432.T 9433.T 4519.T 7267.T 3382.T 8411.T 6954.T 4503.T 6702.T AAPL MSFT V WMT JPM PG MRK KO CSCO NKE DIS VZ CAT INTC DD ,2.25238023763435135649,6395.79589205922638939228,14405.76427121716915280558,122430
26,6758.T 9432.T 9433.T 4519.T 7267.T 3382.T 8411.T 6954.T 4503.T 6702.T AAPL MSFT V WMT JPM PG MRK KO CSCO NKE DIS VZ CAT INTC TRV DD ,2.28608822072136330661,6442.27983602159019937972,14727.62004771971260197461,121398
26,6758.T 9432.T 9433.T 4519.T 7267.T 3382.T 8411.T 6954.T 4503.T 6702.T AAPL MSFT JNJ V WMT JPM MRK KO CSCO NKE DIS VZ CAT INTC TRV DD ,2.17816369045484625744,6844.32603351043235306861,14908.06245182726161147002,154276
