Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,6142
14,9432.T 9433.T 8001.T 4519.T 2914.T JNJ WMT PG CVX CSCO DIS VZ MMM DD ,0.60991719504409092067,25334.94701799490940175019,15452.21982180611121293623,28809
15,9432.T 9433.T 8001.T 4519.T 2914.T JNJ WMT PG CVX CSCO DIS VZ MMM TRV DD ,0.61903935683778499310,25355.31014360680637764744,15695.93488372092360805254,32913
13,9432.T 8001.T 4519.T 2914.T JNJ WMT PG CVX CSCO DIS VZ MMM DD ,0.65762995773500110275,25564.46705195073445793241,16811.95938689219110528938,28312
12,9432.T 8001.T 4519.T 2914.T JNJ WMT CVX CSCO DIS VZ MMM DD ,0.66406486090343630480,25940.41774307518426212482,17226.11990033225447405130,27349
13,9432.T 8001.T 4519.T 2914.T WMT PG CVX CSCO DIS VZ HON MMM DD ,0.71788380634321957707,26398.00008438771328656003,18950.69678042888335767202,40652
12,9432.T 8001.T 4519.T 2914.T WMT PG CVX CSCO DIS VZ MMM DD ,0.74558326201675884093,26592.18576208532249438576,19826.68860465118632419035,29078
12,9432.T 4519.T 8031.T 2914.T JNJ WMT PG CVX CSCO DIS MMM DD ,0.74439945982759725407,26681.16510235158420982771,19861.44488976145657943562,83691
11,9432.T 8001.T 4519.T 2914.T WMT CVX CSCO DIS VZ MMM DD ,0.74941859483546346965,27447.36856801641988568008,20569.56838417393373674713,54401
15,9432.T 8316.T 8001.T 9022.T WMT PG CVX KO CSCO DIS VZ INTC MMM TRV DD ,0.74233590271343075084,27837.12710072378831682727,20664.49887526430029538460,205140
15,9432.T 8001.T 8411.T 9022.T WMT PG CVX KO CSCO DIS VZ INTC MMM TRV DD ,0.76123784282732098738,27936.92746260790227097459,21266.64639685898146126419,226502
13,9432.T 8316.T 8001.T 2914.T WMT PG CVX CSCO DIS VZ IBM MMM DD ,0.78849681519642245142,28516.44520977625870727934,22485.12622863185606547631,140483
14,9432.T 9433.T 8316.T 2914.T WMT PG CVX CSCO DIS VZ IBM MMM TRV DD ,0.79039052671793730287,28929.66830142157414229587,22865.73576653581403661519,143045
14,9432.T 2914.T 8411.T 9022.T PG CVX CSCO DIS VZ IBM INTC MMM TRV DD ,0.78386389386126198442,29235.25115749910037266091,22916.45781032921149744652,205966
14,9432.T 2914.T 8411.T 9022.T WMT CVX KO DIS VZ IBM INTC MMM TRV DD ,0.79281775679827626302,29369.94481590350551414303,23285.01376623378018848598,260456
