Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,7446
8,4568.T 6367.T 8316.T UNH WMT CVX NKE AMGN ,0.10170115286953217149,25924.76071173348827869631,2636.57805225004904059460,133161
9,6367.T 4519.T 2914.T UNH WMT CVX KO VZ AMGN ,0.12920121079907714856,25961.71816484876399044879,3354.28542132285565458005,247110
8,6367.T 4519.T 2914.T UNH WMT CVX KO AMGN ,0.29585537263371419758,26327.00586586744975647889,7788.98613077619393152418,249865
8,6367.T 8316.T 4519.T 2914.T UNH CVX NKE AMGN ,0.42020788215588061876,26991.68182989535853266716,11342.11745756569325749297,12511
8,6367.T 8316.T 4519.T 2914.T UNH CVX AMGN DD ,0.52037422815585210323,28042.96183782934531336650,14592.83462156446148583200,3239
8,8316.T 8001.T 4519.T 2914.T UNH CVX NKE AMGN ,0.54268294695602814492,28666.55763944407590315677,15556.85197885835441411473,4221
7,8316.T 4519.T 2914.T UNH CVX IBM DD ,0.53814643931550898426,29467.18113590642678900622,15857.65860495317974709906,31215
6,4519.T 8766.T 2914.T UNH CVX KO ,0.67870730216081076591,30611.29098935459478525445,20776.10672304439140134491,194927
7,6367.T 8316.T 4519.T 2914.T UNH CVX AMGN ,0.67139702684691782153,32064.76971676070388639346,21528.19105436422250932083,3179
6,8316.T 4519.T 2914.T UNH CVX KO ,0.65524601199796683737,34208.36009623954305425286,22414.89153005134721752256,4636
5,4519.T 8766.T 2914.T UNH CVX ,0.84869307543907424041,34691.52571443395572714508,29442.45765025668151793070,3332
5,8316.T 4519.T 2914.T UNH CVX ,0.90208091363482767466,34814.80870728879381204024,31405.77444669283067923971,4321
4,4519.T 8766.T 2914.T UNH ,0.89875846859273833545,37056.33177345595322549343,33304.69199637570272898301,9229
4,8316.T 4519.T 2914.T UNH ,0.83048269225214876865,43038.59966967443324392661,35742.81212443366530351341,5260
5,9432.T 8316.T 4519.T 2914.T UNH ,0.69810699995904557102,52463.95125947883207118139,36625.45161975235532736406,5821
4,8306.T 2914.T UNH CVX ,0.61406265769253431941,60148.90669964677363168448,36935.19750528538133949041,203757
7,9432.T 8316.T 4519.T 8766.T 2914.T UNH CVX ,0.61229094187822452611,60336.18189939796138787642,36943.29764451825758442283,14158
6,8306.T 4519.T 8766.T 2914.T UNH AMGN ,0.61411942928637963668,60537.14477288375201169401,37177.03679855031077750027,204595
6,8316.T 4519.T 8766.T 2914.T UNH AMGN ,0.61001401138368360755,62406.13167731968860607594,38068.61471942014759406447,26341
5,8316.T 4519.T 8766.T 2914.T UNH ,0.62040727121875272054,65869.69801133354485500604,40866.03959921474597649649,5464
4,8316.T 4519.T 8766.T UNH ,0.51143897616259448302,80741.25893301196629181504,41294.22680277857580222189,37621
5,8316.T 4519.T 7267.T 2914.T UNH ,0.52525128773288598527,80750.84880230999260675162,42414.48731893689546268433,8218
7,8316.T 4519.T 8766.T 7267.T 2914.T UNH AMGN ,0.49754395618185248695,85413.55295044317608699203,42496.99704651163483504206,107890
5,8316.T 8766.T 2914.T UNH CVX ,0.48218636887205840180,88934.63291357773414347321,42883.06771156749891815707,5235
5,8306.T 8316.T 2914.T UNH CVX ,0.48128830388378307514,90970.07738199587038252503,43782.83424735729204257950,14623
4,8316.T 4519.T 8766.T 2914.T ,0.46956810270400523022,93648.80614303737820591778,43974.49222108125104568899,5629
5,8316.T 7267.T 2914.T UNH CVX ,0.47275185573443961884,93984.85673263712669722736,44431.51543128964112838730,37680
6,8306.T 8316.T 4519.T 8766.T 2914.T UNH ,0.46710372374758829528,96408.84939993800071533769,45032.93255693148239515722,62947
6,8316.T 4519.T 8766.T 7267.T 2914.T UNH ,0.46925790862566674200,97119.91053956536052282900,45574.28610570829187054187,4783
3,8316.T 2914.T UNH ,0.47686447296948297758,97179.18443967238999903202,46341.30057142855366691947,6758
5,8316.T 7267.T 2914.T UNH AMGN ,0.44250644450881604364,104927.28596774168545380235,46431.00024554516130592674,107896
4,8306.T 8766.T 2914.T UNH ,0.43652465997916034546,111747.07699079853773582727,48780.35478707338188542053,78518
4,8316.T 8766.T 2914.T UNH ,0.42465541878362872419,118001.38128661693190224469,50109.92598731496400432661,30455
4,8306.T 8316.T 2914.T UNH ,0.42635169068489214839,120131.98501184288761578500,51218.47491513133718399331,53558
4,8316.T 7267.T 2914.T UNH ,0.42599733343312967682,122107.03560855782416183501,52017.27156266984820831567,170188
2,8316.T 2914.T ,0.40402138178942481606,136767.55431614164263010025,55257.01627876776183256879,8984
3,8316.T 7267.T UNH ,0.36812029706194759893,152887.48125655317562632263,56280.98501721530192298815,6481
3,8316.T 8766.T 2914.T ,0.36473539368814206219,157126.88271198718575760722,57309.73542494716821238399,21306
4,8316.T 8766.T 7267.T UNH ,0.34901518023769528831,164946.08114698005374521017,57568.68624101475870702416,7919
3,8306.T 8316.T 2914.T ,0.34565034468363120546,170090.63841566097107715905,58791.88779583209543488920,23333
3,8316.T 7267.T 2914.T ,0.34604909141729439659,173000.88541521489969454706,59866.79921232257038354874,46861
4,8316.T 8766.T 7267.T 2914.T ,0.33601522403706102216,179304.23191977821988984942,60248.95165931742667453364,4128
5,8306.T 8316.T 8766.T 7267.T 2914.T ,0.31973444537712020219,191912.75186913204379379749,61361.11727967382466886193,4084
