Layer,Number of Stock,Portfolio,DailyRisk,ExpectedReturn,
Layer 1,0,,0.000000000000000000000000000000,0.000000000000000000000000000000
Layer 1,8,8411.T 6702.T MSFT V MCD HON BA WBA,35968.479118098082835786044597625732,8362.007985502888914197683334350586
Layer 1,6,AAPL MSFT V MCD BA WBA,36592.004297551276977173984050750732,12175.729009362748911371454596519470
Layer 1,6,MSFT V KO MCD BA WBA,39646.018989050542586483061313629150,13821.162419208741994225420057773590
Layer 1,5,MSFT V MCD BA WBA,40529.686814630644221324473619461060,14079.351392328633664874359965324402
Layer 1,7,7203.T MSFT V MCD CRM BA WBA,42684.390567801390716340392827987671,15303.395493808553510461933910846710
Layer 1,7,6902.T MSFT V MCD CRM BA WBA,42698.582382362488715443760156631470,15329.979682875302387401461601257324
Layer 1,6,MSFT V MCD AMGN BA WBA,42964.837953972259128931909799575806,15392.538021745765945524908602237701
Layer 1,7,MSFT V KO MCD CAT BA WBA,43549.260683167143724858760833740234,16303.735152521909185452386736869812
Layer 1,8,8411.T MSFT V KO MCD CAT BA WBA,45704.707165626459755003452301025391,16791.692902446407970273867249488831
Layer 1,6,MSFT V JPM MCD BA WBA,45821.746792151207046117633581161499,17661.893131984317733440548181533813
Layer 1,8,AAPL MSFT V MCD IBM CRM BA WBA,47682.782615625517792068421840667725,17997.823144065238011535257101058960
Layer 1,7,8411.T MSFT V JPM MCD BA WBA,47698.195830912351084407418966293335,18026.387553609216411132365465164185
Layer 1,6,6902.T MSFT V CRM BA WBA,48437.379123924409213941544294357300,18079.152307460033625829964876174927
Layer 1,7,MSFT V MCD IBM CAT BA WBA,48701.932495487402775324881076812744,18095.525774690435355296358466148376
Layer 1,8,8411.T MSFT V KO MCD CRM BA WBA,48796.998845330796029884368181228638,18623.840277861672802828252315521240
Layer 1,9,8411.T MSFT V KO MCD IBM CRM BA WBA,49133.760501947297598235309123992920,19340.396925400193140376359224319458
Layer 1,8,8411.T MSFT V KO CSCO CRM BA WBA,50232.464821871260937768965959548950,19382.726345514973218087106943130493
Layer 1,8,8411.T MSFT V MCD IBM CRM BA WBA,50807.514983786364609841257333755493,20191.643645424370333785191178321838
Layer 1,9,8411.T MSFT JNJ V MCD CRM CAT BA WBA,51523.167010980469058267772197723389,20198.542763515586557332426309585571
Layer 1,9,8411.T MSFT V JPM KO MCD CRM BA WBA,51785.819830191037908662110567092896,20506.950214436725218547508120536804
Layer 1,7,8411.T MSFT KO MCD CRM BA WBA,52450.688400014689250383526086807251,20804.841531259466137271374464035034
Layer 1,9,8411.T MSFT V JPM MCD IBM CRM BA WBA,53506.454844003841571975499391555786,21900.511026880114513915032148361206
Layer 1,8,8411.T MSFT V KO IBM CRM BA WBA,53773.770715654245577752590179443359,21903.261337964402628131210803985596
Layer 1,7,MSFT V KO IBM CRM BA WBA,55491.470246915254392661154270172119,22145.895940803413395769894123077393
Layer 1,8,8411.T MSFT V JPM CSCO CRM BA WBA,56027.184901178909058216959238052368,22263.293361522173654520884156227112
Layer 1,6,MSFT MCD IBM CRM BA WBA,56074.080476253446249756962060928345,22993.991078224138618679717183113098
Layer 1,7,8316.T MSFT V IBM CRM BA WBA,56297.671077653794782236218452453613,23171.904823316275724209845066070557
Layer 1,7,8411.T MSFT V IBM CRM BA WBA,56436.487392065690073650330305099487,23242.722401087314210599288344383240
Layer 1,6,MSFT V IBM CRM BA WBA,57273.642056880344171077013015747070,23747.705919661762891337275505065918
Layer 1,7,8411.T MSFT JPM MCD CRM BA WBA,57498.392840243250248022377490997314,24096.885581395396002335473895072937
Layer 1,8,8411.T MSFT V JPM IBM CRM BA WBA,58989.326422188074502628296613693237,24783.828353971621254459023475646973
Layer 1,7,8411.T MSFT KO CRM CAT BA WBA,62900.196894654378411360085010528564,25427.241350045307626714929938316345
Layer 1,7,8411.T MSFT JPM KO CRM BA WBA,63390.237443346268264576792716979980,26053.067290848703123629093170166016
Layer 1,6,8316.T MSFT IBM CRM BA WBA,65339.961674227444746065884828567505,26473.196327393561659846454858779907
Layer 1,5,MSFT IBM CRM BA WBA,65612.666144383736536838114261627197,27825.681189972823631251230835914612
Layer 1,6,8411.T MSFT JPM CRM BA WBA,65629.176906718246755190193653106689,28306.168366052545025013387203216553
Layer 1,4,8411.T IBM CRM WBA,69899.291371110142790712416172027588,29221.228196919404581421986222267151
Layer 1,5,MSFT JPM CRM BA WBA,74341.461009449252742342650890350342,29925.655992147378128720447421073914
Layer 1,5,8411.T JPM IBM CRM WBA,74648.478884621552424505352973937988,30491.489106010274554137140512466431
Layer 1,7,8411.T JPM AMGN CRM CAT BA WBA,79442.975733616229263134300708770752,30611.092938689198490465059876441956
Layer 1,5,8316.T JPM CRM BA WBA,79471.753824979678029194474220275879,32125.379652672880183672532439231873
Layer 1,5,8411.T JPM CRM BA WBA,83067.773926803653012029826641082764,32223.633141044978401623666286468506
Layer 1,5,IBM CRM CAT BA WBA,88160.934797050518682226538658142090,32322.469477499209460802376270294189
Layer 1,6,JPM AMGN CRM CAT BA WBA,88442.405045949431951157748699188232,32344.917677438879763940349221229553
Layer 1,5,JPM AMGN CRM BA WBA,88702.974108291004085913300514221191,32574.405095137411990435793995857239
Layer 1,6,JPM IBM CRM CAT BA WBA,90093.306915837165433913469314575195,32863.921256418027041945606470108032
Layer 1,5,JPM CRM CAT BA WBA,90850.225673585198819637298583984375,34422.444279673785786144435405731201
Layer 1,4,JPM CRM BA WBA,93115.550168830872280523180961608887,35227.850824524291965644806623458862
Layer 1,2,IBM CRM,107945.632641814911039546132087707520,35467.141591664156294427812099456787
Layer 1,4,JPM CRM CAT BA,108420.231937512580770999193191528320,36591.861232256116636563092470169067
Layer 1,3,JPM CRM BA,114535.287040702780359424650669097900,38390.799546964626642875373363494873
Layer 1,3,CRM GS BA,144272.401408598467241972684860229492,38997.727209302334813401103019714355
Layer 1,2,CRM BA,148067.806356819055508822202682495117,39797.501679250992310699075460433960
Layer 1,2,CRM DD,159741.347431768168462440371513366699,40004.621014799144177231937646865845
Layer 1,2,JPM CRM,163279.150282775866799056529998779297,40717.860993657450308091938495635986
Layer 1,2,CRM GS,186569.610316582140512764453887939453,41628.863264874657033942639827728271
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786
Layer 1,1,CRM,257615.750240534340264275670051574707,45859.556384777948551345616579055786

Duration,5087
