Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,83833.404802363700582645833492279053,674.164668573524522798834368586540,0.008041718813196959206313074731,7,9432.T 9433.T 4519.T 8411.T 9022.T JNJ KO 
2,88314.903188343305373564362525939941,5417.551787626358418492600321769714,0.061343573870796266889193759653,8,9432.T 9433.T 4519.T 8031.T 8411.T 9022.T UNH JNJ 
3,88684.386146662000101059675216674805,5825.712190243360055319499224424362,0.065690393127478777235417339853,7,9432.T 9433.T 4519.T 8031.T 8411.T 9022.T JNJ 
4,96414.967969746969174593687057495117,6854.026550196183052321430295705795,0.071088822560692391250292132554,8,9432.T 4519.T 8031.T 3382.T 8411.T 9022.T UNH JNJ 
5,98583.156534763300442136824131011963,6938.644040339540879358537495136261,0.070383666786858992137076995732,6,9433.T 4519.T 8031.T 8411.T 9022.T JNJ 
6,100214.650151360227027907967567443848,7394.891543525699489691760390996933,0.073790523963879028901402534757,6,9432.T 4519.T 8031.T 8411.T 9022.T JNJ 
7,100290.386749252298614010214805603027,7468.493437138341505487915128469467,0.074468687171495240306740015512,7,9432.T 4519.T 8031.T 3382.T 8411.T 9022.T JNJ 
8,102864.230184386382461525499820709229,7835.051126351318089291453361511230,0.076168859790296569722833908145,8,9432.T 9433.T 4519.T 8031.T 3382.T 8411.T 9022.T MRK 
9,103131.532131425963598303496837615967,8059.620861543921819247771054506302,0.078148949162057640416279014062,8,9432.T 9433.T 9983.T 8031.T 8766.T 8411.T 9022.T JNJ 
10,104772.130437850137241184711456298828,8595.123651931622589472681283950806,0.082036354668097263842518884758,9,9432.T 9433.T 9983.T 8031.T 3382.T 8411.T 9022.T JNJ MRK 
11,107481.154027708413195796310901641846,9760.333655269500013673678040504456,0.090809721421053091194863782221,5,9432.T 8031.T 8411.T 9022.T UNH 
12,114080.869322258717147633433341979980,10113.573686481980985263362526893616,0.088652670220393262057179128988,8,9432.T 9983.T 8031.T 3382.T 8411.T 9022.T JNJ MRK 
13,115267.547278734928113408386707305908,10278.869317225302438600920140743256,0.089174009162955397700400794747,9,9432.T 4568.T 8316.T 4519.T 8031.T 8411.T 9022.T UNH JNJ 
14,115476.438702891391585581004619598389,10622.230852434016924235038459300995,0.091986131298730886007852802777,7,9432.T 9433.T 9983.T 8031.T 8411.T 9022.T MRK 
