Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,66382.201881235872860997915267944336,11516.542297905663872370496392250061,0.173488404595404405172942574609,10,9432.T 4502.T 2914.T 5108.T 9022.T MRK KO CSCO CRM DD 
2,67469.069020659095258451998233795166,11628.724361984597635455429553985596,0.172356377978535174610996705269,10,9432.T 4502.T 2914.T 5108.T 9022.T PG MRK CSCO CRM DD 
3,67558.101707276960951276123523712158,11730.936070355899573769420385360718,0.173642180196018042215300170028,11,9432.T 4502.T 2914.T 6954.T 6702.T 5108.T UNH PG MRK CSCO CRM 
4,67862.230165901317377574741840362549,12387.381583520633284933865070343018,0.182537201521928621472667941816,10,9432.T 4502.T 2914.T 6954.T 5108.T JNJ PG MRK CSCO CRM 
5,68290.240397674264386296272277832031,13820.653378122446156339719891548157,0.202381091319062483835367061147,10,9432.T 4502.T 2914.T 6954.T 5108.T 9022.T PG MRK CSCO CRM 
6,69479.622885127333574928343296051025,14005.921444435449302545748651027679,0.201583152913651308946185736204,12,9432.T 9433.T 4502.T 2914.T 6954.T 5108.T AAPL UNH PG MRK CSCO CRM 
7,69725.370776190131437033414840698242,14178.531476582909817807376384735107,0.203348240658256990132102259849,11,9432.T 8035.T 4502.T 2914.T 5108.T PG MRK KO CSCO MCD CRM 
8,69741.415084668813506141304969787598,14781.283208469159944797866046428680,0.211944125173314901200427584627,9,9432.T 4063.T 4502.T 2914.T 5108.T PG MRK IBM CRM 
9,70882.986497774327290244400501251221,15932.621204852825030684471130371094,0.224773559806951656048212839778,12,9432.T 8035.T 4502.T 2914.T 5108.T AAPL PG MRK KO CSCO MCD CRM 
10,72620.100794011217658407986164093018,16537.816334554972854675725102424622,0.227730561562630079430746832259,11,9432.T 8035.T 4502.T 2914.T 5108.T AAPL PG MRK KO CSCO CRM 
11,73399.399026233775657601654529571533,17781.270561136876494856551289558411,0.242253626011047440425016930021,10,9432.T 8035.T 4502.T 2914.T 5108.T AAPL PG MRK KO CRM 
12,75976.873762439048732630908489227295,17983.572099140801583416759967803955,0.236697974114741777063031236139,11,9432.T 4568.T 8035.T 4502.T 2914.T 5108.T AAPL WMT PG MRK CRM 
