Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,69482.935964213334955275058746337891,994.947502637383649926050566136837,0.014319307162694217341880609240,10,9433.T 4502.T 2914.T 9022.T JPM PG HD NKE VZ IBM 
2,70341.125469641017843969166278839111,1716.712535098466560157248750329018,0.024405531239891715272749550536,11,9433.T 4502.T 2914.T 9022.T JPM PG HD MCD NKE VZ IBM 
3,71254.075602907643769867718219757080,1745.574700189581562881357967853546,0.024497892722902019774222637238,12,9433.T 4502.T 2914.T 9022.T MSFT JPM PG HD NKE VZ IBM INTC 
4,71958.303123517645872198045253753662,2693.632188111785126238828524947166,0.037433236627163371523785428963,11,9433.T 4502.T 2914.T 9022.T MSFT JPM PG HD NKE VZ IBM 
5,72639.870158871708554215729236602783,3219.039245566745648829964920878410,0.044315046799042155656334074365,12,9433.T 4502.T 2914.T 9022.T MSFT JPM PG HD MCD NKE VZ IBM 
6,74326.712781062960857525467872619629,4006.643760726856271503493189811707,0.053905838302426220542962198579,13,8306.T 9433.T 4502.T 2914.T 9022.T AAPL MSFT JPM PG HD NKE VZ IBM 
7,74499.532824772148160263895988464355,4586.221761550960763997863978147507,0.061560409678515157216871500623,12,9433.T 8058.T 2914.T 9022.T JNJ JPM PG HD MCD NKE VZ INTC 
8,75708.486407524731475859880447387695,4597.798647944903677853289991617203,0.060730294133682805046703379048,13,8306.T 9433.T 2914.T 8411.T 9022.T AAPL MSFT JPM PG HD NKE VZ IBM 
9,76533.777499279254698194563388824463,4909.304023149642489443067461252213,0.064145586217743855161899091399,14,8306.T 9433.T 2914.T 8411.T 9022.T AAPL MSFT JPM PG HD MCD NKE VZ IBM 
10,76855.759316809431766159832477569580,5112.831643562589306384325027465820,0.066525029340830946211760021924,12,9433.T 8766.T 2914.T 9022.T MSFT JNJ JPM PG HD NKE VZ IBM 
11,77069.660946928372140973806381225586,5408.605395851112916716374456882477,0.070178139223624994014194555803,13,9433.T 8766.T 2914.T 9022.T MSFT JNJ JPM PG HD MCD NKE VZ IBM 
12,77210.006490509898867458105087280273,5798.019629588978204992599785327911,0.075094147677628148018769138616,11,9433.T 8766.T 2914.T 9022.T JNJ JPM PG HD MCD NKE VZ 
13,77959.825943948715575970709323883057,5876.399731385495215363334864377975,0.075377281314230853981328550617,12,9433.T 8058.T 2914.T 9022.T MSFT JPM PG HD MCD NKE VZ IBM 
14,78225.645292581815738230943679809570,6080.872530743234165129251778125763,0.077735025489395190301245008868,11,9433.T 8058.T 2914.T 9022.T MSFT PG HD MCD NKE VZ IBM 
15,78243.472408713423646986484527587891,6639.491925594862550497055053710938,0.084856815798163232056339211340,14,8306.T 9433.T 8058.T 2914.T 9022.T AAPL MSFT JPM PG HD MCD NKE VZ IBM 
16,79324.949723317593452520668506622314,6640.126515290371571609284728765488,0.083707919619878487504927022655,14,8306.T 9433.T 8766.T 2914.T 9022.T AAPL MSFT JPM PG HD MCD NKE VZ IBM 
17,79786.180852961493656039237976074219,6797.931424185245305125135928392410,0.085201865179048985599052912221,13,9432.T 9433.T 8766.T 2914.T 9022.T AAPL MSFT JPM PG HD NKE VZ IBM 
18,80043.989633160395896993577480316162,6952.155541323721081425901502370834,0.086854185719443477431411793077,14,9432.T 9433.T 8058.T 2914.T 9022.T AAPL MSFT JPM PG HD MCD NKE VZ IBM 
19,80142.114968371490249410271644592285,6952.790131019230102538131177425385,0.086755760485771882262184817591,14,9432.T 9433.T 8766.T 2914.T 9022.T AAPL MSFT JPM PG HD MCD NKE VZ IBM 
20,80567.346703158633317798376083374023,7147.520709272745989437680691480637,0.088714857839454305810100720464,11,9433.T 8058.T 2914.T 9022.T MSFT JNJ JPM PG HD MCD VZ 
21,80845.667597955587552860379219055176,7200.236068016094577615149319171906,0.089061495587157146758272574516,12,8306.T 9433.T 8058.T 2914.T 9022.T AAPL JPM PG HD MCD NKE VZ 
22,81421.499428352821269072592258453369,7606.593267088817810872569680213928,0.093422416935250260361378593643,14,9433.T 8058.T 8766.T 2914.T 9022.T AAPL MSFT JPM PG HD MCD NKE VZ IBM 
23,82750.110518870744272135198116302490,7922.378858133324683876708149909973,0.095738589452719416450499068105,14,9433.T 8058.T 8766.T 2914.T 9022.T AAPL MSFT JPM PG HD MCD NKE VZ INTC 
24,82807.837913990151719190180301666260,8325.552848748373435228131711483002,0.100540637921205697202786666367,12,9433.T 8058.T 8766.T 2914.T 9022.T AAPL JPM PG HD MCD NKE VZ 
25,84234.948358738460228778421878814697,8683.509115971313804038800299167633,0.103086774375288070526579531361,11,9433.T 8058.T 2914.T 9022.T AAPL MSFT JPM PG HD MCD VZ 
26,84348.619836766738444566726684570312,8801.880609022549833753146231174469,0.104351210797001048291576807969,11,8058.T 8766.T 2914.T 9022.T MSFT JNJ JPM PG HD MCD VZ 
27,84775.551363430058700032532215118408,9195.504920518702419940382242202759,0.108468830607752336758764499791,9,9433.T 8058.T 2914.T MSFT JPM PG HD MCD VZ 
28,85300.483779050118755549192428588867,9200.506926865195055142976343631744,0.107859961857858163702950093921,13,9433.T 8058.T 8766.T 2914.T 9022.T AAPL MSFT JPM PG HD MCD NKE VZ 
29,85594.467100934081827290356159210205,9283.093285698807449080049991607666,0.108454361597368972858212998744,14,4568.T 8058.T 8766.T 2914.T 9022.T AAPL MSFT V JPM PG HD MCD NKE VZ 
30,86814.267213743398315273225307464600,9313.410232386280767968855798244476,0.107279719466570500063795634560,11,8058.T 8766.T 2914.T AAPL JPM PG HD MCD VZ CRM INTC 
31,87429.911672460468253120779991149902,9714.686281898138986434787511825562,0.111113989435244572834271536976,9,8306.T 8058.T 2914.T MSFT JPM PG HD MCD VZ 
32,88035.592090131613076664507389068604,11216.204065141404498717747628688812,0.127405334579429596608690644644,9,8058.T 8766.T 2914.T MSFT JPM PG HD MCD VZ 
33,89298.453097017729305662214756011963,11546.586541598413532483391463756561,0.129303320955108796974641904853,8,8058.T 8766.T MSFT JPM PG HD MCD VZ 
34,92670.698177026162738911807537078857,11583.847187442444919724948704242706,0.125000106995138360321817572185,12,8306.T 8058.T 8766.T 2914.T 7733.T AAPL MSFT JPM PG HD MCD VZ 
35,93071.794196474365890026092529296875,11950.694784289189556147903203964233,0.128402969852083187474178771481,9,8058.T 8766.T 2914.T AAPL PG HD MCD VZ CRM 
36,95348.715699655323987826704978942871,12372.592351410252376808784902095795,0.129761499781322980906494990450,8,8058.T 8766.T AAPL PG HD MCD VZ CRM 
37,97355.848308950618957169353961944580,13497.163164510753631475381553173065,0.138637415203641783945087695429,8,8058.T 8766.T 2914.T MSFT JPM PG HD MCD 
38,99374.142860183404991403222084045410,14200.628898626491718459874391555786,0.142900642862463456150834417713,7,8058.T 8766.T MSFT JPM PG HD MCD 
39,102910.889762314589461311697959899902,14323.168974322594294790178537368774,0.139180304508140229025059397827,8,8058.T 8766.T 2914.T AAPL PG HD MCD CRM 
40,106211.655285354951047338545322418213,15144.927589530421755625866353511810,0.142591955175174533998472270468,7,8058.T 8766.T AAPL PG HD MCD CRM 
41,112537.189132782572414726018905639648,15207.997994557572383200749754905701,0.135137531972774477262433379110,8,8058.T 8766.T 7733.T AAPL PG HD MCD CRM 
42,114520.332130437105661258101463317871,15349.278532003239888581447303295135,0.134031034022156159135619191147,8,8058.T 8766.T 7733.T AAPL MSFT JPM PG HD 
43,115549.656797592950169928371906280518,15899.345513096632203087210655212402,0.137597513949758748497131932709,6,8058.T 8766.T 2914.T MSFT PG HD 
44,116279.995899635978275910019874572754,16174.114385780059819808229804039001,0.139096275852471834566514985454,6,8058.T 8766.T AAPL PG HD CRM 
45,121529.910715142745175398886203765869,16990.698997280069306725636124610901,0.139806726568778849628671423488,5,8058.T 8766.T MSFT HD MCD 
46,122817.959705527100595645606517791748,17364.224380480784020619466900825500,0.141381801343336860332655646744,5,8058.T 8766.T MSFT PG HD 
47,137889.002577704639406874775886535645,17369.326016894719941774383187294006,0.125965999406708134555898936924,8,4568.T 8058.T 8766.T 7733.T AAPL MSFT PG HD 
48,141882.476373711164342239499092102051,18058.599999793648748891428112983704,0.127278579154681659169057184045,6,8058.T 8766.T 7733.T AAPL MSFT HD 
49,143642.160023567063035443425178527832,19000.079742270329006714746356010437,0.132273698328910033206184948540,4,8058.T 8766.T MSFT HD 
50,160404.464560843829531222581863403320,19653.629890482203336432576179504395,0.122525454290128468781695403322,5,6758.T 8058.T 8766.T AAPL MSFT 
51,176972.329133768216706812381744384766,19870.321962239639105973765254020691,0.112279258907307721848667370068,5,6758.T 8058.T 8766.T MSFT HD 
52,201081.226900947658577933907508850098,19911.022432632609707070514559745789,0.099019797817529495165267405810,4,6758.T 8058.T 8766.T HD 
53,202177.573596125323092564940452575684,20391.891886159210116602480411529541,0.100861294966842041098686877376,4,6758.T 8058.T 8766.T MSFT 
54,211008.652080179512267932295799255371,20770.567092437348037492483854293823,0.098434670273827934439125897370,3,6758.T 8766.T MSFT 
55,226033.889496970397885888814926147461,21010.850557031946664210408926010132,0.092954426452558844284901340416,5,6758.T 6367.T 8766.T MSFT HD 
56,242855.505454585014376789331436157227,21349.823652205988764762878417968750,0.087911631289736169581061631106,4,6758.T 6367.T 8766.T HD 
57,286063.068264998728409409523010253906,21455.852817382219654973596334457397,0.075003924650302200571871935608,4,6758.T 6367.T MSFT HD 
58,302068.709840656782034784555435180664,21479.796854163712851004675030708313,0.071108976714253008255539612037,4,6758.T 4568.T 6367.T HD 
59,307359.249340750393457710742950439453,22061.796269722330180229619145393372,0.071778533807075273198705644973,3,6758.T 6367.T HD 
60,383602.853930735727772116661071777344,22563.059674544409062946215271949768,0.058818800338274988825926214986,3,6758.T 6367.T 8766.T 
61,389037.512949899595696479082107543945,22703.336485845829884056001901626587,0.058357705182969267510006972088,3,6758.T 6367.T MSFT 
62,446189.845571128767915070056915283203,23348.539560737175634130835533142090,0.052328711180889254939163635072,1,6758.T 
63,507722.620909059769473969936370849609,24236.564915719831333262845873832703,0.047735838266030179710686098815,2,6758.T 6367.T 
64,1113892.388280635466799139976501464844,25124.590270702483394416049122810364,0.022555671028045988502075402948,1,6367.T 

fitness_time:,199681
execution time:,1.526703386999999967343910611817 s
Exp_times:,1
gen:,10000
theta:,0.000299999999999999973718939339
market:,NIKKEI30&DJIA30
