Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,510.018757348968563292146427556872,227.457009966794316824234556406736,0.445977734523128721555451647873,1,TRV{1%}Cash{99%},100
2,843.743018116568350706074852496386,441.065747508311687852256000041962,0.522748915295173088857438870036,2,MRK{1%}AXP{1%}Cash{98%},100
3,863.909430402896191480976995080709,596.482271217161951426533050835133,0.690445375667428584698370741535,2,AXP{1%}TRV{1%}Cash{98%},100
4,973.160077612123700419033411890268,650.936768347917791288637090474367,0.668889716422753077829099765950,2,JPM{1%}AXP{1%}Cash{98%},100
5,1007.885511284803897069650702178478,668.522757475110552149999421089888,0.663292358100187384728485540109,3,MRK{1%}AXP{1%}TRV{1%}Cash{97%},100
6,1118.853316915588038682471960783005,878.393778314715518718003295361996,0.785083947139950222293691695086,3,JPM{1%}AXP{1%}TRV{1%}Cash{97%},100
7,1357.315609461381882283603772521019,896.462691029886514115787576884031,0.660467384874197538380258265533,3,MRK{1%}AXP{1%}TRV{2%}Cash{96%},100
8,1441.932147539798734214855358004570,1106.333711869534226934774778783321,0.767257817059660451874947284523,3,JPM{1%}AXP{1%}TRV{2%}Cash{96%},100
9,1628.503712910500098587363027036190,1180.191374207179251243360340595245,0.724709047238162873405542541150,3,PG{1%}AXP{2%}TRV{2%}Cash{95%},100
10,1631.926043004172242945060133934021,1247.419039565070761454990133643150,0.764384541145460172373304885696,3,JPM{1%}AXP{2%}TRV{1%}Cash{96%},100
11,1712.625157331380933101172558963299,1265.487952280266426896560005843639,0.738917063586847389089484750002,3,MRK{1%}AXP{2%}TRV{2%}Cash{95%},100
12,1785.555260129048065209644846618176,1319.459525823004696576390415430069,0.738963142326742095100655660644,4,JPM{1%}MRK{1%}AXP{2%}TRV{1%}Cash{95%},100
13,1793.939525700694957777159288525581,1475.358973119904021586989983916283,0.822412880692643954994025534688,3,JPM{1%}AXP{2%}TRV{2%}Cash{95%},100
14,2001.717929104674567497568204998970,1492.944962247054036197368986904621,0.745831838012669612325566959043,3,MRK{1%}AXP{2%}TRV{3%}Cash{94%},100
15,2014.807179201783355892985127866268,1547.399459377819994188030250370502,0.768013671656094354389665568306,4,JPM{1%}MRK{1%}AXP{2%}TRV{2%}Cash{94%},100
16,2043.453610409307202644413337111473,1619.190755058900094809359870851040,0.792379502431950655250147974584,6,WMT{2%}MRK{1%}DIS{1%}VZ{1%}CAT{1%}TRV{1%}Cash{93%},100
17,2071.924237254277613828890025615692,1702.815983086687083414290100336075,0.821852436720015289139951164543,3,JPM{1%}AXP{2%}TRV{3%}Cash{94%},100
18,2144.462378675374566228128969669342,1829.061775898522000716184265911579,0.852923228724733251127076982812,6,WMT{2%}JPM{1%}DIS{1%}VZ{1%}CAT{1%}TRV{1%}Cash{93%},100
19,2226.353667175946156930876895785332,1847.130688613726761104771867394447,0.829666335518358666334393092257,6,WMT{2%}MRK{1%}DIS{1%}VZ{1%}CAT{1%}TRV{2%}Cash{92%},100
20,2294.150186328231484367279335856438,1851.206623376620882481802254915237,0.806924775199422295024476170511,7,WMT{1%}JPM{1%}PG{1%}KO{1%}DIS{1%}CAT{1%}TRV{1%}Cash{93%},100
21,2304.866100703220581635832786560059,1859.265617638183812232455238699913,0.806669687697223358746612120740,6,V{1%}WMT{2%}DIS{1%}VZ{1%}CAT{1%}TRV{2%}Cash{92%},100
22,2319.596947858280600485159084200859,2057.001709453315925202332437038422,0.886792729811348046098373743007,6,WMT{2%}JPM{1%}DIS{1%}VZ{1%}CAT{1%}TRV{2%}Cash{92%},100
23,2330.727935246307424677070230245590,2097.064575656891975086182355880737,0.899746617331068976319841112854,6,WMT{2%}JPM{1%}KO{1%}DIS{1%}CAT{1%}TRV{1%}Cash{93%},100
24,2415.664160776569588051643222570419,2146.864503171249907609308138489723,0.888726395841834215794108331465,6,WMT{1%}JPM{2%}KO{1%}DIS{1%}CAT{1%}TRV{1%}Cash{93%},100
25,2435.985775283282237069215625524521,2325.004509211729782691691070795059,0.954440921947236620148657948448,6,WMT{2%}JPM{1%}KO{1%}DIS{1%}CAT{1%}TRV{2%}Cash{92%},100
26,2527.883683963838848285377025604248,2379.466363636374353518476709723473,0.941287915552056042578499273077,6,WMT{2%}JPM{2%}KO{1%}DIS{1%}CAT{1%}TRV{1%}Cash{92%},100
