Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,1383.871852085077989613637328147888,8.647021276592884220235646353103,0.006248426300140745223710148082,1,UNH{1%}Cash{99%},100
2,1940.327911124682032095734030008316,55.570090194264636807019996922463,0.028639535552552178310214969770,1,MRK{1%}Cash{99%},100
3,2452.235973638748873781878501176834,100.200777058291464527428615838289,0.040860984887032957002528377188,1,PG{1%}Cash{99%},100
4,2514.883341777122495841467753052711,157.207400555030602617989643476903,0.062510812308272406534470633233,1,HON{1%}Cash{99%},100
5,2546.413430569971296790754422545433,169.388936170185587570813368074596,0.066520594863604204372009576218,1,CSCO{1%}Cash{99%},100
6,2866.484729970495209272485226392746,201.292705827928500639245612546802,0.070222842537172841526071920271,1,GS{1%}Cash{99%},100
7,3167.462144663343678985256701707840,209.710536540225746193755185231566,0.066207748336804511657405214464,2,CVX{1%}AXP{1%}Cash{98%},100
8,3322.094704746290517505258321762085,242.232173913049933844376937486231,0.072915493217869983832990499195,1,AXP{1%}Cash{99%},100
9,3451.878464163950411602854728698730,457.060858001846327169914729893208,0.132409313580090670647848583030,1,TRV{1%}Cash{99%},100
10,4710.710845558955952583346515893936,465.707879278457312466343864798546,0.098861487055081201380524191791,2,UNH{1%}TRV{1%}Cash{98%},100
11,5188.465522562393744010478258132935,511.124786308968282355635892599821,0.098511743806778240273303026697,2,WMT{1%}TRV{1%}Cash{98%},100
12,5205.938858546187475440092384815216,512.630948196121380533440969884396,0.098470412758416239751291243465,2,MRK{1%}TRV{1%}Cash{98%},100
13,5260.581808035660287714563310146332,557.568494449571176119206938892603,0.105989891383852716244540204116,2,CVX{1%}DIS{1%}Cash{98%},100
14,5318.640037179298815317451953887939,590.090131822381636084173806011677,0.110947559469606729654067578394,1,DIS{1%}Cash{99%},100
15,5592.902033935467443370725959539413,626.449794172037968564836774021387,0.112008004140067896070576125567,2,CSCO{1%}TRV{1%}Cash{98%},100
16,6198.065799212310594157315790653229,666.771394542092707524716388434172,0.107577333984874803918252439416,3,CVX{1%}AXP{1%}TRV{1%}Cash{97%},100
17,6639.475502744296136370394378900528,882.315353839022350257437210530043,0.132889315349433045909677275631,2,CVX{1%}TRV{2%}Cash{97%},100
18,6909.158929053931387898046523332596,914.836991211856911832001060247421,0.132409313580101023477553212615,1,TRV{2%}Cash{98%},100
19,8147.706584362839748791884630918503,923.484012488437770116433966904879,0.113342816524688985713176236914,2,UNH{1%}TRV{2%}Cash{97%},100
20,8352.262360211656414321623742580414,1014.629352451446834493253845721483,0.121479583458120071748354007468,3,CVX{1%}DIS{1%}TRV{1%}Cash{97%},100
21,8678.930177526421175571158528327942,1047.150989824222733659553341567516,0.120654385783141637755733199810,2,DIS{1%}TRV{1%}Cash{98%},100
22,8717.128272569558248505927622318268,1051.704290009258784266421571373940,0.120648022734584206561159192006,3,CVX{1%}CSCO{1%}TRV{2%}Cash{96%},100
23,8944.416697490851220209151506423950,1084.225927382045938429655507206917,0.121218181582058937006962651139,2,CSCO{1%}TRV{2%}Cash{97%},100
24,9525.258065663461820804513990879059,1124.547527752054975280771031975746,0.118059533925470291904069597422,3,CVX{1%}AXP{1%}TRV{2%}Cash{96%},100
25,9942.441677653436272521503269672394,1340.091487049022589417290873825550,0.134784948254813796708617701370,2,CVX{1%}TRV{3%}Cash{96%},100
26,10366.439393943888717330992221832275,1372.613124421831344079691916704178,0.132409313580101273277733753275,1,TRV{3%}Cash{97%},100
27,11596.767865447831354686059057712555,1381.260145698427550087217241525650,0.119107337641365093605649860820,2,UNH{1%}TRV{3%}Cash{96%},100
28,11612.649896559349144808948040008545,1394.155415356129879000945948064327,0.120054890810855907634646655424,3,WMT{1%}CVX{1%}TRV{3%}Cash{95%},100
29,11653.309206947882557869888842105865,1472.405485661436841837712563574314,0.126350846743478323341847158190,3,CVX{1%}DIS{1%}TRV{2%}Cash{96%},100
30,11985.777471821229482884518802165985,1509.480423219242538834805600345135,0.125939299871706877897992171711,3,CVX{1%}CSCO{1%}TRV{3%}Cash{95%},100
31,12354.359691272176860366016626358032,1542.002060592053112486610189080238,0.124814405531790628689492450576,2,CSCO{1%}TRV{3%}Cash{96%},100
32,12790.183333938304713228717446327209,1549.802023589272494064061902463436,0.121171212571826628079385557157,3,CVX{2%}AXP{1%}TRV{3%}Cash{94%},100
33,12920.938015849291332415305078029633,1582.323660962071699032094329595566,0.122461980625643132580826488720,3,CVX{1%}AXP{1%}TRV{3%}Cash{95%},100
34,13283.989282148946585948579013347626,1765.345982886200317807379178702831,0.132892758748192924000974812770,2,CVX{2%}TRV{4%}Cash{94%},100
35,13323.934647894286172231659293174744,1797.867620259027944484842009842396,0.134935187523091221217796942256,2,CVX{1%}TRV{4%}Cash{95%},100
36,13823.719858833943362697027623653412,1830.389257631847840457339771091938,0.132409313580103521479358619217,1,TRV{4%}Cash{96%},100
37,14865.835316209475422510877251625061,1851.931548566146602752269245684147,0.124576353038623355296010686288,3,WMT{1%}CVX{1%}TRV{4%}Cash{94%},100
38,14925.547133930238487664610147476196,1897.659981498598881444195285439491,0.127141736545432870730820695826,3,CVX{2%}DIS{1%}TRV{3%}Cash{94%},100
39,15024.796865098964190110564231872559,1930.181618871406044490868225693703,0.128466403652685412506428974666,3,CVX{1%}DIS{1%}TRV{3%}Cash{95%},100
40,15290.902147282577061560004949569702,1934.734919056428225303534418344498,0.126528500439083618767099892466,3,CVX{2%}CSCO{1%}TRV{4%}Cash{93%},100
41,15337.371818972762412158772349357605,1967.256556429229021887294948101044,0.128265558118352274163953552488,3,CVX{1%}CSCO{1%}TRV{4%}Cash{94%},100
