Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,36388.273941209634358529001474380493,1289.653238471651320651290006935596,0.035441451291569017745253233898,9,9432.T 9433.T UNH JNJ WMT PG MRK MCD IBM 
2,36568.771379993777372874319553375244,4507.429127799721754854544997215271,0.123258970911603232822884024245,9,9432.T 9433.T JNJ WMT PG MRK MCD NKE IBM 
3,37300.523817538087314460426568984985,4564.310358366255968576297163963318,0.122365851500996700162993136018,8,9432.T 9433.T JNJ PG MRK MCD NKE IBM 
4,37669.002704530103073921054601669312,4636.822305138337469543330371379852,0.123093843006911077275766785988,7,9432.T JNJ WMT MRK MCD NKE IBM 
5,37831.718834521758253686130046844482,5752.675127799739129841327667236328,0.152059576065319446147583448692,7,9432.T JNJ PG MRK MCD NKE IBM 
6,38071.762552649466670118272304534912,6230.125409749695791106205433607101,0.163641633379438405926364907828,9,9432.T 9433.T WMT PG MRK MCD NKE IBM DD 
7,38732.947702088247751817107200622559,8544.898046903852446121163666248322,0.220610579722109900746573885044,7,9432.T 9433.T WMT PG MRK NKE IBM 
8,39466.935593362934014294296503067017,11902.762748353128699818626046180725,0.301588217311576367585246316594,5,9432.T PG MRK NKE IBM 
9,44920.647122637274151202291250228882,11935.185508036900500883348286151886,0.265694870233120328251175124024,7,9432.T MSFT WMT PG MRK NKE IBM 
10,46917.524451911020150873810052871704,13249.471700922271338640712201595306,0.282399207027697329852600205413,6,9432.T MSFT PG MRK NKE IBM 
11,47615.572792347986251115798950195312,13792.257246376784678432159125804901,0.289658538951635902147785373018,4,9432.T PG NKE IBM 
12,51323.873657924334111157804727554321,15602.796793148887445568107068538666,0.304006609032321906127549482335,4,PG MRK NKE IBM 
13,55720.132014194598014000803232192993,16478.879079051395819988101720809937,0.295743719251300996031517342999,5,MSFT PG MRK NKE IBM 
14,58951.433466517584747634828090667725,16708.966313570494094165042042732239,0.283436132610085211869233035031,7,6758.T UNH PG MRK NKE VZ IBM 
15,60704.066490076787886209785938262939,17118.691973649536521406844258308411,0.282002392318279115901447084980,8,6758.T MSFT UNH PG MRK NKE VZ IBM 
16,61226.782108138220792170614004135132,17443.608218708825006615370512008667,0.284901600543044586366647763498,6,UNH PG MRK NKE VZ DD 
17,63381.710020195525430608540773391724,17806.780367588937224354594945907593,0.280945092234259730101797458701,7,MSFT UNH PG MRK NKE VZ DD 
18,65597.477669008294469676911830902100,18135.221475625789025798439979553223,0.276462176901564382625053895026,5,7733.T UNH MRK NKE VZ 
19,65731.318984922938398085534572601318,19511.920350461121415719389915466309,0.296843584637890067767784785246,4,MSFT PG NKE IBM 
20,69110.089039643818978220224380493164,19729.618418972328072413802146911621,0.285481015769705803730715842903,6,6758.T UNH PG MRK NKE VZ 
21,69260.338231920817634090781211853027,19767.877716732549743028357625007629,0.285414108873379701591943558014,7,6758.T MSFT UNH PG MRK NKE VZ 
22,70127.645202270869049243628978729248,20411.197289855084818555042147636414,0.291057787994771166584229149521,6,MSFT UNH PG MRK NKE VZ 
23,73979.388554087126976810395717620850,20497.280830039479042170569300651550,0.277067453930816109952672832151,5,UNH PG MRK NKE VZ 
24,74956.085993327447795309126377105713,20631.342798418929305626079440116882,0.275245732551397115361879741613,4,9433.T UNH NKE VZ 
25,74998.500442918812041170895099639893,22121.559229248978226678445935249329,0.294960020515152132603020618262,5,MSFT UNH MRK NKE VZ 
26,76590.372808414424071088433265686035,22656.756653491382166976109147071838,0.295817291687112016163041516847,4,UNH MRK NKE VZ 
27,82350.660667180083692073822021484375,22809.290521739090763730928301811218,0.276977626371727125853539064337,5,6758.T UNH PG NKE VZ 
28,84203.149249946116469800472259521484,23624.983347826044337125495076179504,0.280571256042910555095204472309,5,MSFT UNH PG NKE VZ 
29,88960.957683312197332270443439483643,23951.868487483476201305165886878967,0.269240227524849384810323726924,4,UNH V NKE VZ 
30,89467.671274678505142219364643096924,26565.880210803679801756516098976135,0.296932733716099961362999692938,4,MSFT UNH NKE VZ 
31,98115.605759723213850520551204681396,28759.947752305633912328630685806274,0.293123071805073520668116771049,3,UNH NKE VZ 
32,113318.030902227692422457039356231689,29196.555032938067597569897770881653,0.257651450528020964370057299675,3,MSFT NKE VZ 
33,132554.715553157468093559145927429199,29748.108882740401895716786384582520,0.224421355050252679941280575804,2,PG NKE 
34,141795.476706102868774905800819396973,30535.083720685084699653089046478271,0.215345964695154878931759867555,3,9983.T NKE VZ 
35,143607.762263942538993433117866516113,33808.569455862911127042025327682495,0.235422994710583727284713972949,2,MSFT NKE 
36,219801.278680334391538053750991821289,47634.100469038145092781633138656616,0.216714391995481897579267638321,1,NKE 

fitness_time:,149335
execution time:,0.240630607999999995838535937764 s
Exp_times:,1
gen:,10000
theta:,0.000299999999999999973718939339
market:,NIKKEI30&DJIA30
