Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,17955.289252002716239076107740402222,16597.391618972324067726731300354004,0.924373391373857544728309676429,13,7203.T 9983.T 4502.T 4503.T 6702.T AAPL MSFT WMT PG MRK KO VZ TRV 
2,17994.765059488745464477688074111938,19179.580311725960200419649481773376,1.065842218462999868577867346175,14,7203.T 9983.T 4502.T 4519.T 4503.T AAPL MSFT WMT PG MRK KO MCD VZ TRV 
3,18040.039064321183104766532778739929,19917.904588669305667281150817871094,1.104094315852235830277550121536,13,7203.T 9983.T 4519.T 4503.T AAPL MSFT WMT PG MRK KO MCD VZ TRV 
4,18192.407275413046590983867645263672,20945.698650065882247872650623321533,1.151342883488206458864056003222,12,7203.T 9983.T 4519.T 4503.T AAPL MSFT WMT MRK KO MCD VZ TRV 
5,18380.959616833795735146850347518921,22057.761869301728438585996627807617,1.200033204419894028447401979065,13,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT PG MRK NKE VZ TRV 
6,18619.957496419974631862714886665344,24935.716643741776351816952228546143,1.339192994857057117386034406081,14,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT JPM PG MRK NKE VZ TRV 
7,19550.912332205225538928061723709106,25332.435998418939561815932393074036,1.295716310726333864167258980160,13,9983.T 4519.T 2914.T 4503.T AAPL MSFT WMT JPM PG KO NKE VZ TRV 
8,19560.000922614162846002727746963501,27210.784114360998501069843769073486,1.391144316506725431281665805727,13,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT JPM PG NKE VZ TRV 
9,20319.032421595824416726827621459961,27848.252319631083082640543580055237,1.370550119799647692531152642914,14,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT V WMT JPM PG NKE VZ TRV 
10,20522.313409501064597861841320991516,27877.549243478286371100693941116333,1.358401886142720282890650196350,11,9983.T 4519.T 2914.T 6702.T AAPL MSFT V WMT MRK VZ TRV 
11,20616.147973452061705756932497024536,28033.011076152808527695015072822571,1.359759888813935058138326894550,13,9983.T 4519.T 2914.T 4503.T 7733.T AAPL MSFT WMT PG NKE VZ AXP TRV 
12,20873.996635034774953965097665786743,28336.205106455865461612120270729065,1.357488247310367546205611688492,11,9983.T 4519.T 2914.T 6702.T AAPL MSFT WMT MRK MCD VZ TRV 
13,20892.749501244321436388418078422546,28506.212247694333200342953205108643,1.364406931983584758683036852744,6,9983.T 2914.T MSFT MRK VZ TRV 
14,21204.625299586965411435812711715698,29091.894671673231641761958599090576,1.371959855958402529907402822573,11,9983.T 4519.T 6702.T AAPL MSFT V WMT PG KO VZ TRV 
15,21317.469472496693924767896533012390,29164.598539393937244312837719917297,1.368107906851768973410798935220,12,9983.T 4519.T 2914.T 6702.T AAPL MSFT WMT JPM MRK KO VZ TRV 
16,21525.512298289966565789654850959778,29550.550534650850750040262937545776,1.372815202962598402081084714155,11,9983.T 4519.T 6702.T AAPL MSFT WMT PG KO MCD VZ TRV 
17,21630.553767830970173235982656478882,30917.139966798418754478916525840759,1.429327251564797673921702880762,10,9983.T 4519.T 6702.T AAPL MSFT WMT PG MCD VZ TRV 
18,21895.216582504290272481739521026611,31474.686410803671606117859482765198,1.437514275878595482183186504699,11,9983.T 4519.T 6702.T AAPL MSFT WMT JPM PG KO VZ TRV 
