Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,19220.43120433300282456912,19389.72275098815953242593,1.00880789535132753265,6,4502.T 9022.T HD MRK KO VZ 
2,19427.69623007270274683833,19789.06471409747246070765,1.01860068634722611414,7,4502.T 2914.T 9022.T V HD MRK VZ 
3,20325.11945915209071245044,20246.99750461133953649551,0.99615638399086636756,7,4502.T 2914.T 9022.T HD MRK MCD VZ 
4,21172.92456841968305525370,22850.67813702240528073162,1.07924052075003196194,7,8316.T 4502.T 2914.T 9022.T HD MRK VZ 
5,23156.39769407422136282548,23931.00641897233799681999,1.03345117557280263831,7,8316.T 4519.T 9022.T UNH PG HD VZ 
6,23516.28613682129798689857,24000.81844268775603268296,1.02060411678304041594,6,4502.T 9022.T JNJ HD MRK VZ 
7,23815.52548628849399392493,24466.01800527008526842110,1.02731380079587597542,7,8316.T 4502.T 9022.T JNJ HD MRK VZ 
8,24499.47984199332495336421,24488.37721054018766153604,0.99954682174785980386,9,8316.T 4502.T 2914.T 9022.T AAPL JNJ HD MRK VZ 
9,24558.72386342050231178291,24527.20483794467509142123,0.99871658537100238551,7,8306.T 4519.T 9022.T UNH PG HD VZ 
10,24586.46626103358721593395,25223.61817654808692168444,1.02591474141708216550,8,8306.T 4502.T 2914.T 9022.T JNJ HD MRK VZ 
11,24881.10490483168177888729,25493.02129907774360617623,1.02459361819286542961,6,4519.T 9022.T V HD MRK VZ 
12,25205.34682714192604180425,26166.75624769433125038631,1.03814307444947062642,8,8306.T 4519.T 9022.T UNH JNJ PG HD VZ 
13,25614.52436062549168127589,29064.92561001318972557783,1.13470487293887201119,6,8316.T 4519.T 9022.T HD MRK VZ 
14,26635.09165470638617989607,29270.84914729905358399265,1.09895807856651139822,9,9432.T 8316.T 4519.T 9022.T AAPL JNJ HD MRK VZ 
15,26941.24142210481295478530,29274.18807114626179100014,1.08659388082715846480,7,9432.T 8316.T 4519.T JNJ HD MRK VZ 
16,27563.54792864376577199437,30071.73782028987625380978,1.09099662707207678558,8,9432.T 8316.T 4519.T 9022.T JNJ HD MRK VZ 
17,28028.84554140359978191555,30592.43714888012982555665,1.09146261852596282438,8,9432.T 8306.T 4519.T 9022.T JNJ HD MRK VZ 
18,28797.83292325258662458509,30889.16688537549271131866,1.07262122701025441884,7,8306.T 4519.T 9022.T JNJ HD MRK VZ 
19,28816.00525176313021802343,30925.21429354414431145415,1.07319574741026824150,10,9432.T 8058.T 8316.T 9022.T UNH JNJ HD MRK VZ HON 
20,30287.68322543389149359427,31659.53095177869181497954,1.04529391423351913915,9,9432.T 8058.T 9022.T AAPL UNH HD MRK NKE VZ 
21,31024.17346324866593931802,31801.85078735178103670478,1.02506681846091263210,11,9432.T 8058.T 8316.T 9022.T AAPL UNH JNJ HD MRK NKE VZ 
22,31767.41588748343201586977,32150.90166429513556067832,1.01207167048682733501,9,9432.T 8058.T 8316.T 9022.T UNH HD MRK NKE VZ 
23,31839.00494441038972581737,32257.04457285903481533751,1.01312979564463545579,10,9432.T 8058.T 9022.T AAPL UNH JNJ HD MRK NKE VZ 
24,32522.27943653275724500418,32700.87672569169808411971,1.00549153664051971191,10,9432.T 8058.T 8316.T 9022.T UNH JNJ HD MRK NKE VZ 
25,32536.10568009338749106973,33117.00381396575539838523,1.01785395399141997963,10,9432.T 8306.T 8058.T 9022.T UNH JNJ HD MRK NKE VZ 
26,32808.85210726277728099376,34099.14855441374675137922,1.03932769250605216982,8,9432.T 8058.T 9022.T V HD MRK VZ HON 
27,33816.99953559461573604494,34858.40529538866394432262,1.03079533294188041559,7,9432.T 8058.T 9022.T V HD MRK VZ 
28,34953.80223833384661702439,36223.35254914363031275570,1.03632080716579300095,8,9432.T 8058.T 9022.T AAPL HD MRK VZ HON 
29,36053.35138203515816712752,36776.84489380766899557784,1.02006730259570321806,8,9432.T 8058.T 8316.T 9022.T HD MRK VZ HON 
30,36883.58780555776320397854,37286.20761949929874390364,1.01091596121462101721,7,9432.T 8058.T 9022.T AAPL HD MRK VZ 
31,37010.49895553378883050755,37297.54422239793348126113,1.00775577944001826225,8,9432.T 8306.T 8058.T 9022.T HD MRK VZ HON 
