Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,49115.044292456514085642993450164795,482.819302717130938162881648167968,0.009830374983318221349115617613,15,9432.T 9433.T 8035.T 4502.T 8766.T 2914.T 6702.T 9022.T MSFT JNJ JPM PG MRK KO AMGN 
2,50437.837288837392407003790140151978,1131.392742433135254032094962894917,0.022431428531602175258097275901,11,9432.T 8035.T 4502.T 8766.T 2914.T 9022.T JNJ V PG MRK KO 
3,50564.642809825323638506233692169189,2217.089671979931608802871778607368,0.043846639643405613262494568971,12,9432.T 8035.T 4502.T 8766.T 2914.T 9022.T MSFT JNJ PG MRK KO NKE 
4,50963.360454329507774673402309417725,2254.260957038383367034839466214180,0.044232973197647060259463103193,13,9432.T 9433.T 8035.T 4502.T 8766.T 2914.T 6702.T 9022.T MSFT PG MRK KO MMM 
5,51005.945223014015937224030494689941,2797.541277488931427797069773077965,0.054847356818057232952234869572,12,9432.T 8035.T 4502.T 8766.T 2914.T 9022.T MSFT JNJ V PG MRK KO 
6,51008.860463576871552504599094390869,3393.544814829449933313298970460892,0.066528536101147117687304444189,13,9432.T 9433.T 8035.T 4502.T 8766.T 5108.T 9022.T MSFT JNJ PG MRK KO NKE 
7,51015.061689781192399095743894577026,3402.995592014096018829150125384331,0.066705703752892822611109124864,12,9432.T 8035.T 4502.T 8766.T 5108.T 9022.T MSFT JNJ PG MRK KO NKE 
8,51218.076146824379975441843271255493,3597.696717888223247427958995103836,0.070242714848852971787351862076,13,9432.T 8035.T 4502.T 8766.T 2914.T 5108.T 9022.T MSFT JNJ PG MRK KO NKE 
9,51310.592599649753537960350513458252,3983.447197523095837823348119854927,0.077634012699948559688145621749,12,9432.T 8035.T 4502.T 8766.T 5108.T 9022.T MSFT JNJ V PG MRK KO 
10,51864.967074076390417758375406265259,4731.126557732344735995866358280182,0.091220082160181265029663677524,11,9432.T 8035.T 4502.T 8766.T 2914.T 9022.T MSFT PG MRK KO NKE 
11,52866.594483434637368191033601760864,5791.415636961513882852159440517426,0.109547734132491011993515428458,12,9432.T 9433.T 8035.T 4502.T 8766.T 5108.T 9022.T MSFT PG MRK KO NKE 
12,53059.818861665204167366027832031250,6024.704414989592805795837193727493,0.113545514180832168849022423274,11,9432.T 8035.T 4502.T 8766.T 5108.T 9022.T MSFT PG MRK KO NKE 
13,53329.549035501375328749418258666992,6571.790640057647578942123800516129,0.123229818344850791667077771763,9,9432.T 8035.T 4502.T 7267.T 9022.T MSFT JNJ PG MRK 
14,53829.799384632875444367527961730957,6607.923139977580831327941268682480,0.122755856709805710735849970661,11,9432.T 9433.T 8035.T 4502.T 7267.T 2914.T 9022.T MSFT PG MRK MMM 
15,54168.918992760744004044681787490845,6709.910760529545768804382532835007,0.123870124885199814346314894919,13,9432.T 9433.T 8035.T 4502.T 7267.T 5108.T 9022.T MSFT JNJ V PG MRK KO 
16,54339.016741544342949055135250091553,7615.279716991405621229205280542374,0.140143862985456280068063961153,12,9432.T 9433.T 8035.T 4502.T 7267.T 2914.T 9022.T MSFT PG MRK KO NKE 
17,54392.318370376080565620213747024536,8030.417800683280802331864833831787,0.147638821827769745054226291359,9,9432.T 9433.T 8035.T 4502.T 7267.T MSFT JNJ PG MRK 
18,55278.232463001637370325624942779541,8801.185637025568212266080081462860,0.159216118983476984105607243691,12,9432.T 9433.T 8035.T 4502.T 7267.T 5108.T 9022.T MSFT PG MRK KO NKE 
19,55644.563327232535812072455883026123,9248.003234922332921996712684631348,0.166197786125789309652489578184,10,9432.T 9433.T 8035.T 4502.T 7267.T 9022.T MSFT PG MRK MCD 
20,55749.026133958053833339363336563110,9866.804046452791226329281926155090,0.176986123896479802253267621381,9,9432.T 8035.T 4502.T 7267.T 9022.T MSFT PG MRK MCD 
21,55885.938109553921094629913568496704,10576.817429648221150273457169532776,0.189257222611425968139542419522,8,9432.T 8035.T 4502.T 7267.T 9022.T MSFT PG MRK 
22,58777.324128678155830129981040954590,10941.915368590189245878718793392181,0.186158787096799782645462073560,10,9432.T 8035.T 4502.T 7267.T 5108.T 9022.T MSFT PG MRK MCD 
23,58816.426362895101192407310009002686,11325.431207078425359213724732398987,0.192555581959382354773069323528,9,9432.T 9433.T 8035.T 4502.T 7267.T MSFT PG MRK MCD 
24,59878.158733939082594588398933410645,11739.708095190309904864989221096039,0.196059938104546555015517128595,9,9432.T 9433.T 8035.T 4502.T 7267.T MSFT PG MRK CSCO 
25,60259.865860480233095586299896240234,12217.388123076927513466216623783112,0.202745026870186972889342769122,8,9432.T 9433.T 8035.T 4502.T 7267.T MSFT PG MRK 
26,61911.454364439472556114196777343750,12255.178882175841863499954342842102,0.197946874419007962098149278063,10,9432.T 9433.T 8035.T 4502.T 7267.T 5108.T MSFT PG MRK MCD 
27,62700.603702972111932467669248580933,12559.230613302732308511622250080109,0.200304779724272491447933930431,13,9432.T 9433.T 8035.T 4502.T 7267.T 2914.T 5108.T MSFT JNJ PG MRK KO CRM 
28,62827.093366194611007813364267349243,12714.084603587252786383032798767090,0.202366271020717358730678370193,13,9432.T 9433.T 8035.T 4502.T 7267.T 2914.T 5108.T 9022.T MSFT JNJ PG MRK CRM 
29,63192.554093216400360688567161560059,13498.053313532274842145852744579315,0.213601958446260453694520720092,12,9432.T 8035.T 4502.T 7267.T 2914.T 5108.T 9022.T MSFT JNJ PG MRK CRM 
30,64641.928512572390900459140539169312,13829.996620242347489693202078342438,0.213947772575388328597512099805,13,9432.T 8035.T 4502.T 7267.T 2914.T 5108.T 9022.T MSFT PG MRK KO MCD CRM 
