Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,40614.226676436432171612977981567383,11725.445720012814490473829209804535,0.288702917168079054022200580221,14,9432.T 8035.T 8316.T 4502.T 2914.T 4503.T UNH JNJ WMT HD MRK KO IBM CRM 
2,40839.523596396466018632054328918457,13002.804083008599263848736882209778,0.318387751324207934899845895416,14,9432.T 8035.T 8316.T 4502.T 2914.T 4503.T AAPL UNH JNJ WMT MRK KO IBM CRM 
3,40905.485837739754060748964548110962,13333.132067666685543372295796871185,0.325949730081568245232404024136,15,9432.T 8035.T 8316.T 4502.T 2914.T 4503.T 9022.T AAPL UNH JNJ WMT MRK KO IBM CRM 
4,41082.538295284684863872826099395752,14161.658745208993423148058354854584,0.344712360356624336610309455864,15,9432.T 8035.T 4502.T 8766.T 2914.T 4503.T AAPL UNH JNJ WMT PG HD MRK KO CRM 
5,41227.705790426538442261517047882080,15524.304095318424515426158905029297,0.376550278451907305399259939804,15,9432.T 8035.T 8316.T 4502.T 8766.T 2914.T 4503.T AAPL UNH JNJ WMT PG HD MRK CRM 
6,42144.352621866717527154833078384399,15557.305571536862771608866751194000,0.369143303994303395576537241141,15,8035.T 8316.T 4502.T 8766.T 2914.T 4503.T 9022.T AAPL UNH JNJ PG HD MRK KO CRM 
7,42432.556530519832449499517679214478,15563.608446911859573447145521640778,0.366784604074412878826905171081,15,9432.T 8035.T 4502.T 8766.T 2914.T 4503.T 9022.T AAPL UNH JNJ WMT PG HD MRK CRM 
8,42437.585043273546034470200538635254,15658.224773725503837340511381626129,0.368970683835068202771623191438,16,9432.T 8035.T 8316.T 4502.T 8766.T 2914.T 4503.T 9022.T AAPL UNH JNJ WMT PG HD MRK CRM 
9,42773.856313230753585230559110641479,15711.849694026590441353619098663330,0.367323665628123907644919654558,14,8035.T 8316.T 4502.T 8766.T 2914.T 4503.T 9022.T AAPL UNH JNJ PG MRK VZ CRM 
10,42785.660222788406827021390199661255,17301.947174985329183982685208320618,0.404386588518038159190126634712,14,8035.T 8316.T 4502.T 8766.T 2914.T 4503.T 9022.T AAPL UNH JNJ WMT PG MRK CRM 
11,44278.684200899100687820464372634888,17488.298847573798411758616566658020,0.394959768186126214395414990577,15,8035.T 8316.T 4502.T 8766.T 2914.T 8411.T 4503.T 9022.T AAPL UNH JNJ WMT PG MRK CRM 
12,44694.810854004943394102156162261963,18253.557305610418552532792091369629,0.408404397665658336347149770518,13,9432.T 8035.T 8316.T 4502.T 8766.T 2914.T 4503.T 9022.T AAPL UNH JNJ WMT MRK 
13,45238.685944152864976786077022552490,18626.978680627766152611002326011658,0.411748889073010715389244751350,16,9432.T 8035.T 8316.T 4502.T 4519.T 8766.T 2914.T 8411.T 4503.T AAPL UNH JNJ WMT PG MRK CRM 
14,46065.219226050052384380251169204712,18684.079079218496190151199698448181,0.405600567915078535907724699427,14,8035.T 8316.T 4502.T 4519.T 2914.T 8411.T 4503.T 9022.T AAPL UNH JNJ WMT MRK CRM 
15,46569.676470831851474940776824951172,18739.648222185445774812251329421997,0.402400223542946799959452164330,16,9432.T 8035.T 8316.T 4502.T 4519.T 8766.T 2914.T 8411.T 4503.T AAPL UNH JNJ PG MRK MCD CRM 
16,46820.956232476914010476320981979370,19288.388289446433191187679767608643,0.411960580080319327400673046213,16,8035.T 8316.T 4502.T 4519.T 8766.T 2914.T 8411.T 4503.T 9022.T AAPL UNH JNJ PG MRK MCD CRM 
17,47117.706444024923257529735565185547,19422.807814882820821367204189300537,0.412218872282266224349456251730,16,9432.T 8035.T 8316.T 4502.T 4519.T 8766.T 2914.T 8411.T 4503.T 9022.T AAPL UNH JNJ PG MRK CRM 
18,47780.847167269261262845247983932495,19539.935054481404222315177321434021,0.408949112728721364540263039089,15,9432.T 8035.T 8316.T 4502.T 4519.T 8766.T 2914.T 8411.T 4503.T AAPL UNH JNJ PG MRK CRM 
19,47857.274259219921077601611614227295,20248.303261559827660676091909408569,0.423097712416391935619230935117,12,8035.T 8316.T 4502.T 4519.T 2914.T 8411.T 4503.T 9022.T AAPL UNH JNJ MRK 
20,49165.225378146540606394410133361816,20302.189850296279473695904016494751,0.412938000266350913047830317737,15,9432.T 8035.T 8316.T 4502.T 4519.T 8766.T 2914.T 8411.T 4503.T 9022.T AAPL UNH JNJ MRK MCD 
21,49337.300696041158516891300678253174,20585.755649719754728721454739570618,0.417245276075096704904154876203,14,8035.T 8316.T 4502.T 4519.T 8766.T 2914.T 8411.T 4503.T 9022.T AAPL UNH JNJ PG MRK 
